"Município";"População de 15 anos ou mais"
"240980 PEDRO VELHO";7469
"240990 PENDENCIAS";7122
"241000 PILOES";1284
"241010 POCO BRANCO";5925
"241020 PORTALEGRE";3997
"241030 SERRA CAIADA";3565
"241040 PUREZA";3848
"241050 RAFAEL FERNANDES";2117
"241060 RAFAEL GODEIRO";1952
"241070 RIACHO DA CRUZ";1589
"241080 RIACHO DE SANTANA";2354
"241090 RIACHUELO";3339
"241100 RODOLFO FERNANDES";3389
"241110 RUY BARBOSA";1958
"241120 SANTA CRUZ";17071
"241140 SANTANA DO MATOS";10736
"241142 SANTANA DO SERIDO";1525
"241150 SANTO ANTONIO";11578
"241160 SAO BENTO DO NORTE";5129
"241170 SAO BENTO DO TRAIRI";1902
"241180 SAO FERNANDO";2283
"241190 SAO FRANCISCO DO OESTE";1783
"241200 SAO GONCALO DO AMARANTE";27407
"241210 SAO JOAO DO SABUGI";3551
"241220 SAO JOSE DE MIPIBU";16851
"241230 SAO JOSE DO CAMPESTRE";7097
"241240 SAO JOSE DO SERIDO";2030
"241250 SAO MIGUEL";12547
"241260 SAO PAULO DO POTENGI";9012
"241270 SAO PEDRO";4328
"241280 SAO RAFAEL";5017
"241290 SAO TOME";7272
"241300 SAO VICENTE";3249
"241310 SENADOR ELOI DE SOUZA";2602
"241320 SENADOR GEORGINO AVELINO";1531
"241330 SERRA DE SAO BENTO";3563
"241335 SERRA DO MEL";4611
"241340 SERRA NEGRA DO NORTE";4846
"241350 SERRINHA";3970
"241360 SEVERIANO MELO";6358
"241370 SITIO NOVO";2561
"241380 TABOLEIRO GRANDE";1189
"241390 TAIPU";6096
"241400 TANGARA";6056
"241410 TENENTE ANANIAS";5642
"241420 TIBAU DO SUL";3423
"241430 TIMBAUBA DOS BATISTAS";1281
"241440 TOUROS";15070
"241450 UMARIZAL";6979
"241460 UPANEMA";5170
"241470 VARZEA";5209
"241480 VERA CRUZ";4839
"241490 VICOSA";788
"241500 VILA FLOR";1265
"250010 AGUA BRANCA";4719
"250020 AGUIAR";4207
"250030 ALAGOA GRANDE";17994
"250040 ALAGOA NOVA";13242
"250050 ALAGOINHA";6523
"250060 ALHANDRA";7640
"250070 SAO JOAO DO RIO DO PEIXE";13347
"250080 ARACAGI";11027
"250090 ARARA";6138
"250100 ARARUNA";10333
"250110 AREIA";15782
"250120 AREIAL";3606
"250130 AROEIRAS";16924
"250140 BAIA DA TRAICAO";3021
"250150 BANANEIRAS";13842
"250160 BARRA DE SANTA ROSA";9768
"250170 BARRA DE SAO MIGUEL";3093
"250180 BAYEUX";48936
"250190 BELEM";9668
"250200 BELEM DO BREJO DO CRUZ";4966
"250210 BOA VENTURA";3386
"250220 BOM JESUS";1052
"250230 BOM SUCESSO";3998
"250240 BONITO DE SANTA FE";5270
"250250 BOQUEIRAO";20078
"250260 IGARACY";3502
"250270 BORBOREMA";2518
"250280 BREJO DO CRUZ";8590
"250290 BREJO DOS SANTOS";3890
"250300 CAAPORA";8453
"250310 CABACEIRAS";3815
"250320 CABEDELO";18433
"250330 CACHOEIRA DOS INDIOS";4390
"250340 CACIMBA DE AREIA";1677
"250350 CACIMBA DE DENTRO";10173
"250360 CAICARA";6412
"250370 CAJAZEIRAS";32426
"250380 CALDAS BRANDAO";2819
"250390 CAMALAU";3529
"250400 CAMPINA GRANDE";210528
"250410 CARRAPATEIRA";1142
"250420 CATINGUEIRA";3001
"250430 CATOLE DO ROCHA";15724
"250440 CONCEICAO";13471
"250450 CONDADO";4484
"250460 CONDE";5874
"250470 CONGO";2777
"250480 COREMAS";8750
"250490 CRUZ DO ESPIRITO SANTO";7493
"250500 CUBATI";3850
"250510 CUITE";14390
"250520 CUITEGI";4026
"250530 CURRAL VELHO";1384
"250540 DESTERRO";6933
"250550 VISTA SERRANA";1821
"250560 DIAMANTE";4215
"250570 DONA INES";5540
"250580 DUAS ESTRADAS";4584
"250590 EMAS";1676
"250600 ESPERANCA";17111
"250610 FAGUNDES";7678
"250620 FREI MARTINHO";1724
"250630 GUARABIRA";30418
"250640 GURINHEM";8028
"250650 GURJAO";3936
"250660 IBIARA";4009
"250670 IMACULADA";5567
"250680 INGA";12981
"250690 ITABAIANA";17130
"250700 ITAPORANGA";11917
"250710 ITAPOROROCA";8040
"250720 ITATUBA";5416
"250730 JACARAU";10987
"250740 JERICO";5962
"250750 JOAO PESSOA";328318
"250760 JUAREZ TAVORA";4372
"250770 JUAZEIRINHO";9965
"250780 JUNCO DO SERIDO";3366
"250790 JURIPIRANGA";5649
"250800 JURU";5846
"250810 LAGOA";3403
"250820 LAGOA DE DENTRO";4542
"250830 LAGOA SECA";13274
"250840 LASTRO";1940
"250850 LIVRAMENTO";4093
"250860 LUCENA";4314
"250870 MAE D'AGUA";2616
"250880 MALTA";3732
"250890 MAMANGUAPE";29886
"250900 MANAIRA";6253
"250910 MARI";12835
"250920 MASSARANDUBA";7545
"250930 MATARACA";2872
"250940 MOGEIRO";7509
"250950 MONTADAS";2244
"250960 MONTE HOREBE";2394
"250970 MONTEIRO";17136
"250980 MULUNGU";6682
"250990 NATUBA";6634
"251000 NAZAREZINHO";4457
"251010 NOVA FLORESTA";4546
"251020 NOVA OLINDA";3416
"251030 NOVA PALMEIRA";2067
"251040 OLHO D'AGUA";5121
"251050 OLIVEDOS";2113
"251060 OURO VELHO";1778
"251070 PASSAGEM";1980
"251080 PATOS";51446
"251090 PAULISTA";6742
"251100 PEDRA BRANCA";1999
"251110 PEDRA LAVRADA";4009
"251120 PEDRAS DE FOGO";15473
"251130 PIANCO";9965
"251140 PICUI";11789
"251150 PILAR";8220
"251160 PILOES";4221
"251170 PILOEZINHOS";3078
"251180 PIRPIRITUBA";6485
"251190 PITIMBU";5358
"251200 POCINHOS";8964
"251210 POMBAL";25141
"251220 PRATA";2078
"251230 PRINCESA ISABEL";12993
"251240 PUXINANA";7161
"251250 QUEIMADAS";19733
"251260 QUIXABA";981
"251270 REMIGIO";10342
"251280 RIACHO DOS CAVALOS";5576
"251290 RIO TINTO";16913
"251300 SALGADINHO";1545
"251310 SALGADO DE SAO FELIX";7775
"251320 SANTA CRUZ";4633
"251330 SANTA HELENA";3828
"251340 SANTA LUZIA";8278
"251350 SANTANA DE MANGUEIRA";3614
"251360 SANTANA DOS GARROTES";4839
"251370 SANTA RITA";59067
"251380 SANTA TERESINHA";2917
"251390 SAO BENTO";13141
"251400 SAO JOAO DO CARIRI";4912
"251410 SAO JOAO DO TIGRE";2565
"251420 SAO JOSE DA LAGOA TAPADA";4552
"251430 SAO JOSE DE CAIANA";2788
"251440 SAO JOSE DE ESPINHARAS";3518
"251450 SAO JOSE DE PIRANHAS";10623
"251460 SAO JOSE DO BONFIM";1749
"251470 SAO JOSE DO SABUGI";2575
"251480 SAO JOSE DOS CORDEIROS";3841
"251490 SAO MAMEDE";5408
"251500 SAO MIGUEL DE TAIPU";2549
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";5481
"251520 SAO SEBASTIAO DO UMBUZEIRO";2857
"251530 SAPE";35094
"251540 SAO VICENTE DO SERIDO";4359
"251550 SERRA BRANCA";8894
"251560 SERRA DA RAIZ";2139
"251570 SERRA GRANDE";1416
"251580 SERRA REDONDA";4564
"251590 SERRARIA";5650
"251600 SOLANEA";19821
"251610 SOLEDADE";6950
"251620 SOUSA";49653
"251630 SUME";10643
"251640 TACIMA";6292
"251650 TAPEROA";9065
"251660 TAVARES";8016
"251670 TEIXEIRA";10190
"251680 TRIUNFO";6132
"251690 UIRAUNA";12017
"251700 UMBUZEIRO";10069
"251710 VARZEA";1432
"260005 ABREU E LIMA";49328
"260010 AFOGADOS DA INGAZEIRA";18279
"260020 AFRANIO";7836
"260030 AGRESTINA";10980
"260040 AGUA PRETA";20536
"260050 AGUAS BELAS";22289
"260060 ALAGOINHA";6999
"260070 ALIANCA";21651
"260080 ALTINHO";14596
"260090 AMARAJI";11086
"260100 ANGELIM";5287
"260110 ARARIPINA";35290
"260120 ARCOVERDE";35300
"260130 BARRA DE GUABIRABA";6192
"260140 BARREIROS";23382
"260150 BELEM DE MARIA";7393
"260160 BELEM DE SAO FRANCISCO";13340
"260170 BELO JARDIM";38644
"260180 BETANIA";6627
"260190 BEZERROS";34405
"260200 BODOCO";15939
"260210 BOM CONSELHO";24778
"260220 BOM JARDIM";22139
"260230 BONITO";21355
"260240 BREJAO";5268
"260250 BREJINHO";4325
"260260 BREJO DA MADRE DE DEUS";18782
"260270 BUENOS AIRES";7507
"260280 BUIQUE";21568
"260290 CABO DE SANTO AGOSTINHO";78284
"260300 CABROBO";14102
"260310 CACHOEIRINHA";9872
"260320 CAETES";11689
"260330 CALCADO";5485
"260340 CALUMBI";3944
"260345 CAMARAGIBE";64720
"260350 CAMOCIM DE SAO FELIX";8733
"260360 CAMUTANGA";4538
"260370 CANHOTINHO";14322
"260380 CAPOEIRAS";11323
"260390 CARNAIBA";14841
"260400 CARPINA";41826
"260410 CARUARU";140416
"260420 CATENDE";18879
"260430 CEDRO";5086
"260440 CHA DE ALEGRIA";6059
"260450 CHA GRANDE";9353
"260460 CONDADO";11382
"260470 CORRENTES";9487
"260480 CORTES";6919
"260490 CUMARU";10902
"260500 CUPIRA";14323
"260510 CUSTODIA";17514
"260520 ESCADA";33712
"260530 EXU";17987
"260540 FEIRA NOVA";11164
"260545 FERNANDO DE NORONHA";790
"260550 FERREIROS";6477
"260560 FLORES";13209
"260570 FLORESTA";18919
"260580 FREI MIGUELINHO";8940
"260590 GAMELEIRA";11144
"260600 GARANHUNS";64338
"260610 GLORIA DO GOITA";15631
"260620 GOIANA";39857
"260630 GRANITO";3350
"260640 GRAVATA";39225
"260650 IATI";10849
"260660 IBIMIRIM";15652
"260670 IBIRAJUBA";4641
"260680 IGARASSU";49077
"260690 IGUARACY";6885
"260700 INAJA";12574
"260710 INGAZEIRA";2659
"260720 IPOJUCA";26354
"260730 IPUBI";11884
"260740 ITACURUBA";1928
"260750 ITAIBA";15890
"260760 ILHA DE ITAMARACA";6203
"260765 ITAMBE";19639
"260770 ITAPETIM";9536
"260775 ITAPISSUMA";9941
"260780 ITAQUITINGA";8223
"260790 JABOATAO DOS GUARARAPES";316399
"260800 JATAUBA";8864
"260810 JOAO ALFREDO";16609
"260820 JOAQUIM NABUCO";8767
"260830 JUPI";11978
"260840 JUREMA";7507
"260850 LAGOA DE ITAENGA";9529
"260860 LAGOA DO OURO";6548
"260870 LAGOA DOS GATOS";10003
"260880 LAJEDO";18653
"260890 LIMOEIRO";35502
"260900 MACAPARANA";12251
"260910 MACHADOS";5246
"260920 MARAIAL";12050
"260930 MIRANDIBA";7281
"260940 MORENO";25132
"260950 NAZARE DA MATA";17074
"260960 OLINDA";232205
"260970 OROBO";12421
"260980 OROCO";5866
"260990 OURICURI";42334
"261000 PALMARES";34787
"261010 PALMEIRINA";5079
"261020 PANELAS";15452
"261030 PARANATAMA";6681
"261040 PARNAMIRIM";10983
"261050 PASSIRA";17524
"261060 PAUDALHO";23569
"261070 PAULISTA";139048
"261080 PEDRA";11846
"261090 PESQUEIRA";36735
"261100 PETROLANDIA";19390
"261110 PETROLINA";107314
"261120 POCAO";6007
"261130 POMBOS";12969
"261140 PRIMAVERA";6361
"261150 QUIPAPA";12033
"261160 RECIFE";889082
"261170 RIACHO DAS ALMAS";11296
"261180 RIBEIRAO";24772
"261190 RIO FORMOSO";18895
"261200 SAIRE";6968
"261210 SALGADINHO";3450
"261220 SALGUEIRO";28289
"261230 SALOA";9050
"261240 SANHARO";9478
"261250 SANTA CRUZ DO CAPIBARIBE";24507
"261260 SANTA MARIA DA BOA VISTA";23345
"261270 SANTA MARIA DO CAMBUCA";6638
"261280 SANTA TEREZINHA";5546
"261290 SAO BENEDITO DO SUL";5609
"261300 SAO BENTO DO UNA";24707
"261310 SAO CAITANO";18406
"261320 SAO JOAO";11161
"261330 SAO JOAQUIM DO MONTE";10593
"261340 SAO JOSE DA COROA GRANDE";6517
"261350 SAO JOSE DO BELMONTE";17912
"261360 SAO JOSE DO EGITO";18235
"261370 SAO LOURENCO DA MATA";52662
"261380 SAO VICENTE FERRER";8254
"261390 SERRA TALHADA";44255
"261400 SERRITA";10733
"261410 SERTANIA";19559
"261420 SIRINHAEM";18351
"261430 MOREILANDIA";6790
"261440 SOLIDAO";3198
"261450 SURUBIM";41085
"261460 TABIRA";13860
"261470 TACAIMBO";7079
"261480 TACARATU";10007
"261500 TAQUARITINGA DO NORTE";10852
"261510 TEREZINHA";3954
"261520 TERRA NOVA";4006
"261530 TIMBAUBA";34788
"261540 TORITAMA";9085
"261550 TRACUNHAEM";7046
"261560 TRINDADE";10854
"261570 TRIUNFO";16926
"261580 TUPANATINGA";10765
"261590 TUPARETAMA";4405
"261600 VENTUROSA";7280
"261610 VERDEJANTE";4789
"261620 VERTENTES";8899
"261630 VICENCIA";16131
"261640 VITORIA DE SANTO ANTAO";66603
"270010 AGUA BRANCA";15080
"270020 ANADIA";9394
"270030 ARAPIRACA";100170
"270040 ATALAIA";22142
"270050 BARRA DE SANTO ANTONIO";8161
"270060 BARRA DE SAO MIGUEL";2682
"270070 BATALHA";7501
"270080 BELEM";3515
"270090 BELO MONTE";3902
"270100 BOCA DA MATA";12683
"270110 BRANQUINHA";4768
"270120 CACIMBINHAS";8030
"270130 CAJUEIRO";10541
"270140 CAMPO ALEGRE";19290
"270150 CAMPO GRANDE";5430
"270160 CANAPI";10099
"270170 CAPELA";10638
"270180 CARNEIROS";3109
"270190 CHA PRETA";4376
"270200 COITE DO NOIA";5501
"270210 COLONIA LEOPOLDINA";9376
"270220 COQUEIRO SECO";2839
"270230 CORURIPE";27474
"270235 CRAIBAS";10169
"270240 DELMIRO GOUVEIA";24509
"270250 DOIS RIACHOS";5881
"270260 FEIRA GRANDE";10743
"270270 FELIZ DESERTO";1938
"270280 FLEXEIRAS";6546
"270290 GIRAU DO PONCIANO";15755
"270300 IBATEGUARA";8797
"270310 IGACI";14726
"270320 IGREJA NOVA";11266
"270330 INHAPI";8140
"270340 JACARE DOS HOMENS";2552
"270350 JACUIPE";4062
"270360 JAPARATINGA";3916
"270370 JARAMATAIA";2339
"270380 JOAQUIM GOMES";13561
"270390 JUNDIA";8492
"270400 JUNQUEIRO";12475
"270410 LAGOA DA CANOA";9204
"270420 LIMOEIRO DE ANADIA";10755
"270430 MACEIO";410314
"270440 MAJOR ISIDORO";10092
"270450 MARAGOGI";8825
"270460 MARAVILHA";6279
"270470 MARECHAL DEODORO";14578
"270480 MARIBONDO";8789
"270490 MAR VERMELHO";2336
"270500 MATA GRANDE";14834
"270510 MATRIZ DE CAMARAGIBE";11531
"270520 MESSIAS";6059
"270530 MINADOR DO NEGRAO";5398
"270540 MONTEIROPOLIS";3323
"270550 MURICI";16460
"270560 NOVO LINO";7985
"270570 OLHO D'AGUA DAS FLORES";9190
"270580 OLHO D'AGUA DO CASADO";3434
"270590 OLHO D'AGUA GRANDE";2450
"270600 OLIVENCA";5692
"270610 OURO BRANCO";5157
"270620 PALESTINA";1884
"270630 PALMEIRA DOS INDIOS";47161
"270640 PAO DE ACUCAR";12134
"270650 PASSO DE CAMARAGIBE";7545
"270660 PAULO JACINTO";4170
"270670 PENEDO";30742
"270680 PIACABUCU";9892
"270690 PILAR";16891
"270700 PINDOBA";2142
"270710 PIRANHAS";7786
"270720 POCO DAS TRINCHEIRAS";6171
"270730 PORTO CALVO";13059
"270740 PORTO DE PEDRAS";5264
"270750 PORTO REAL DO COLEGIO";10076
"270760 QUEBRANGULO";6500
"270770 RIO LARGO";33581
"270780 ROTEIRO";3912
"270790 SANTA LUZIA DO NORTE";3375
"270800 SANTANA DO IPANEMA";21034
"270810 SANTANA DO MUNDAU";6568
"270820 SAO BRAS";3674
"270830 SAO JOSE DA LAJE";12999
"270840 SAO JOSE DA TAPERA";14662
"270850 SAO LUIS DO QUITUNDE";17178
"270860 SAO MIGUEL DOS CAMPOS";28950
"270870 SAO MIGUEL DOS MILAGRES";2849
"270880 SAO SEBASTIAO";13697
"270890 SATUBA";5576
"270895 SENADOR RUI PALMEIRA";5080
"270900 TANQUE D'ARCA";4412
"270910 TAQUARANA";9477
"270915 TEOTONIO VILELA";15905
"270920 TRAIPU";12624
"270930 UNIAO DOS PALMARES";33088
"270940 VICOSA";13912
"280010 AMPARO DE SAO FRANCISCO";1115
"280020 AQUIDABA";9824
"280030 ARACAJU";263553
"280040 ARAUA";5798
"280050 AREIA BRANCA";5965
"280060 BARRA DOS COQUEIROS";7841
"280067 BOQUIM";13723
"280070 BREJO GRANDE";3744
"280100 CAMPO DO BRITO";8412
"280110 CANHOBA";2178
"280120 CANINDE DE SAO FRANCISCO";6306
"280130 CAPELA";14511
"280140 CARIRA";9428
"280150 CARMOPOLIS";3951
"280160 CEDRO DE SAO JOAO";3407
"280170 CRISTINAPOLIS";5933
"280190 CUMBE";2017
"280200 DIVINA PASTORA";1555
"280210 ESTANCIA";31873
"280220 FEIRA NOVA";2609
"280230 FREI PAULO";6396
"280240 GARARU";5832
"280250 GENERAL MAYNARD";1307
"280260 GRACHO CARDOSO";3089
"280270 ILHA DAS FLORES";4021
"280280 INDIAROBA";6399
"280290 ITABAIANA";39942
"280300 ITABAIANINHA";17444
"280310 ITABI";2887
"280320 ITAPORANGA D'AJUDA";11366
"280330 JAPARATUBA";7542
"280340 JAPOATA";5945
"280350 LAGARTO";44434
"280360 LARANJEIRAS";10512
"280370 MACAMBIRA";3102
"280380 MALHADA DOS BOIS";1469
"280390 MALHADOR";5892
"280400 MARUIM";8459
"280410 MOITA BONITA";5747
"280420 MONTE ALEGRE DE SERGIPE";5432
"280430 MURIBECA";3805
"280440 NEOPOLIS";12262
"280445 NOSSA SENHORA APARECIDA";5086
"280450 NOSSA SENHORA DA GLORIA";13830
"280460 NOSSA SENHORA DAS DORES";11737
"280470 NOSSA SENHORA DE LOURDES";2769
"280480 NOSSA SENHORA DO SOCORRO";38359
"280490 PACATUBA";6226
"280500 PEDRA MOLE";1332
"280510 PEDRINHAS";4286
"280520 PINHAO";2622
"280530 PIRAMBU";2764
"280540 POCO REDONDO";11175
"280550 POCO VERDE";10867
"280560 PORTO DA FOLHA";13153
"280570 PROPRIA";15559
"280580 RIACHAO DO DANTAS";9914
"280590 RIACHUELO";4244
"280600 RIBEIROPOLIS";8659
"280610 ROSARIO DO CATETE";3314
"280620 SALGADO";9525
"280630 SANTA LUZIA DO ITANHY";5215
"280650 SANTA ROSA DE LIMA";1959
"280660 SANTO AMARO DAS BROTAS";6090
"280670 SAO CRISTOVAO";27923
"280680 SAO DOMINGOS";4423
"280690 SAO FRANCISCO";1393
"280700 SAO MIGUEL DO ALEIXO";1814
"280710 SIMAO DIAS";19930
"280720 SIRIRI";3733
"280730 TELHA";1303
"280740 TOBIAS BARRETO";22451
"280750 TOMAR DO GERU";6153
"280760 UMBAUBA";8214
"290010 ABAIRA";5700
"290020 ABARE";6437
"290030 ACAJUTIBA";7616
"290035 ADUSTINA";7931
"290040 AGUA FRIA";7758
"290050 ERICO CARDOSO";4506
"290060 AIQUARA";3617
"290070 ALAGOINHAS";72705
"290080 ALCOBACA";8564
"290090 ALMADINA";5663
"290100 AMARGOSA";17272
"290110 AMELIA RODRIGUES";13719
"290115 AMERICA DOURADA";8744
"290120 ANAGE";24430
"290130 ANDARAI";7628
"290135 ANDORINHA";10380
"290140 ANGICAL";8802
"290150 ANGUERA";4781
"290160 ANTAS";10586
"290170 ANTONIO CARDOSO";6378
"290180 ANTONIO GONCALVES";8068
"290190 APORA";9619
"290195 APUAREMA";4038
"290200 ARACATU";9273
"290205 ARACAS";4740
"290210 ARACI";25018
"290220 ARAMARI";4557
"290225 ARATACA";7178
"290230 ARATUIPE";4469
"290240 AURELINO LEAL";8675
"290250 BAIANOPOLIS";7769
"290260 BAIXA GRANDE";12453
"290265 BANZAE";6762
"290270 BARRA";20525
"290280 BARRA DA ESTIVA";9584
"290290 BARRA DO CHOCA";13953
"290300 BARRA DO MENDES";8577
"290310 BARRA DO ROCHA";5258
"290320 BARREIRAS";54724
"290323 BARRO ALTO";7107
"290330 BARRO PRETO";5824
"290340 BELMONTE";12250
"290350 BELO CAMPO";8515
"290360 BIRITINGA";8406
"290370 BOA NOVA";7830
"290380 BOA VISTA DO TUPIM";9422
"290390 BOM JESUS DA LAPA";27096
"290395 BOM JESUS DA SERRA";6003
"290400 BONINAL";8390
"290405 BONITO";5859
"290410 BOQUIRA";11660
"290420 BOTUPORA";6115
"290430 BREJOES";7488
"290440 BREJOLANDIA";6706
"290450 BROTAS DE MACAUBAS";8711
"290460 BRUMADO";35308
"290470 BUERAREMA";12012
"290475 BURITIRAMA";6352
"290480 CAATIBA";5641
"290485 CABACEIRAS DO PARAGUACU";7851
"290490 CACHOEIRA";16777
"290500 CACULE";11107
"290510 CAEM";9979
"290515 CAETANOS";6244
"290520 CAETITE";24702
"290530 CAFARNAUM";7834
"290540 CAIRU";8550
"290550 CALDEIRAO GRANDE";9418
"290560 CAMACAN";20225
"290570 CAMACARI";65983
"290580 CAMAMU";17340
"290590 CAMPO ALEGRE DE LOURDES";14207
"290600 CAMPO FORMOSO";34891
"290610 CANAPOLIS";5409
"290620 CANARANA";12813
"290630 CANAVIEIRAS";19492
"290640 CANDEAL";6494
"290650 CANDEIAS";40518
"290660 CANDIBA";7695
"290670 CANDIDO SALES";14272
"290680 CANSANCAO";17761
"290682 CANUDOS";8167
"290685 CAPELA DO ALTO ALEGRE";10373
"290687 CAPIM GROSSO";11402
"290689 CARAIBAS";10156
"290690 CARAVELAS";11411
"290700 CARDEAL DA SILVA";3403
"290710 CARINHANHA";13716
"290720 CASA NOVA";27901
"290730 CASTRO ALVES";15703
"290740 CATOLANDIA";1803
"290750 CATU";26284
"290755 CATURAMA";5889
"290760 CENTRAL";8603
"290770 CHORROCHO";5674
"290780 CICERO DANTAS";17324
"290790 CIPO";7038
"290800 COARACI";18743
"290810 COCOS";9275
"290820 CONCEICAO DA FEIRA";9638
"290830 CONCEICAO DO ALMEIDA";11496
"290840 CONCEICAO DO COITE";30721
"290850 CONCEICAO DO JACUIPE";13816
"290860 CONDE";8886
"290870 CONDEUBA";10593
"290880 CONTENDAS DO SINCORA";2898
"290890 CORACAO DE MARIA";12648
"290900 CORDEIROS";6203
"290910 CORIBE";8177
"290920 CORONEL JOAO SA";9856
"290930 CORRENTINA";16462
"290940 COTEGIPE";6503
"290950 CRAVOLANDIA";2577
"290960 CRISOPOLIS";9689
"290970 CRISTOPOLIS";6911
"290980 CRUZ DAS ALMAS";28258
"290990 CURACA";14502
"291000 DARIO MEIRA";7176
"291005 DIAS D'AVILA";17961
"291010 DOM BASILIO";6017
"291020 DOM MACEDO COSTA";2406
"291030 ELISIO MEDRADO";4768
"291040 ENCRUZILHADA";12170
"291050 ENTRE RIOS";15851
"291060 ESPLANADA";13255
"291070 EUCLIDES DA CUNHA";30321
"291072 EUNAPOLIS";41211
"291075 FATIMA";10573
"291077 FEIRA DA MATA";3612
"291080 FEIRA DE SANTANA";251649
"291085 FILADELFIA";9710
"291090 FIRMINO ALVES";3284
"291100 FLORESTA AZUL";7950
"291110 FORMOSA DO RIO PRETO";8031
"291120 GANDU";14823
"291125 GAVIAO";3822
"291130 GENTIO DO OURO";6827
"291140 GLORIA";7571
"291150 GONGOGI";4836
"291160 GOVERNADOR MANGABEIRA";9914
"291165 GUAJERU";5223
"291170 GUANAMBI";40715
"291180 GUARATINGA";14082
"291185 HELIOPOLIS";6816
"291190 IACU";14400
"291200 IBIASSUCE";7622
"291210 IBICARAI";18008
"291220 IBICOARA";4957
"291230 IBICUI";9232
"291240 IBIPEBA";10382
"291250 IBIPITANGA";8077
"291260 IBIQUERA";3257
"291270 IBIRAPITANGA";14084
"291280 IBIRAPUA";5062
"291290 IBIRATAIA";12543
"291300 IBITIARA";10715
"291310 IBITITA";10267
"291320 IBOTIRAMA";13255
"291330 ICHU";5239
"291340 IGAPORA";8473
"291345 IGRAPIUNA";6585
"291350 IGUAI";13490
"291360 ILHEUS";133372
"291370 INHAMBUPE";15148
"291380 IPECAETA";9411
"291390 IPIAU";26743
"291400 IPIRA";35582
"291410 IPUPIARA";5062
"291420 IRAJUBA";3806
"291430 IRAMAIA";9480
"291440 IRAQUARA";9869
"291450 IRARA";13577
"291460 IRECE";30213
"291465 ITABELA";11660
"291470 ITABERABA";31098
"291480 ITABUNA";116488
"291490 ITACARE";9948
"291500 ITAETE";7897
"291510 ITAGI";8050
"291520 ITAGIBA";11074
"291530 ITAGIMIRIM";4541
"291535 ITAGUACU DA BAHIA";9261
"291540 ITAJU DO COLONIA";5548
"291550 ITAJUIPE";14821
"291560 ITAMARAJU";36455
"291570 ITAMARI";4945
"291580 ITAMBE";14039
"291590 ITANAGRA";2868
"291600 ITANHEM";14107
"291610 ITAPARICA";8842
"291620 ITAPE";8925
"291630 ITAPEBI";5995
"291640 ITAPETINGA";33277
"291650 ITAPICURU";14534
"291660 ITAPITANGA";5990
"291670 ITAQUARA";4110
"291680 ITARANTIM";10437
"291685 ITATIM";5729
"291690 ITIRUCU";7435
"291700 ITIUBA";19624
"291710 ITORORO";12020
"291720 ITUACU";9662
"291730 ITUBERA";11829
"291733 IUIU";5682
"291735 JABORANDI";6463
"291740 JACARACI";8783
"291750 JACOBINA";46250
"291760 JAGUAQUARA";23206
"291770 JAGUARARI";18872
"291780 JAGUARIPE";7928
"291790 JANDAIRA";4506
"291800 JEQUIE";90348
"291810 JEREMOABO";22043
"291820 JIQUIRICA";6611
"291830 JITAUNA";11956
"291835 JOAO DOURADO";10565
"291840 JUAZEIRO";79400
"291845 JUCURUCU";8595
"291850 JUSSARA";7587
"291855 JUSSARI";4859
"291860 JUSSIAPE";6818
"291870 LAFAIETE COUTINHO";3022
"291875 LAGOA REAL";6511
"291880 LAJE";10558
"291890 LAJEDAO";2411
"291900 LAJEDINHO";3701
"291905 LAJEDO DO TABOCAL";4095
"291910 LAMARAO";5838
"291915 LAPAO";12167
"291920 LAURO DE FREITAS";40968
"291930 LENCOIS";4145
"291940 LICINIO DE ALMEIDA";8569
"291950 LIVRAMENTO DE NOSSA SENHORA";20733
"291960 MACAJUBA";5882
"291970 MACARANI";8397
"291980 MACAUBAS";20954
"291990 MACURURE";4150
"291992 MADRE DE DEUS";5819
"291995 MAETINGA";6268
"292000 MAIQUINIQUE";4680
"292010 MAIRI";12194
"292020 MALHADA";7991
"292030 MALHADA DE PEDRAS";4456
"292040 MANOEL VITORINO";9694
"292045 MANSIDAO";5475
"292050 MARACAS";16072
"292060 MARAGOGIPE";23086
"292070 MARAU";9196
"292080 MARCIONILIO SOUZA";7611
"292090 MASCOTE";10789
"292100 MATA DE SAO JOAO";17898
"292105 MATINA";5257
"292110 MEDEIROS NETO";14273
"292120 MIGUEL CALMON";15043
"292130 MILAGRES";5605
"292140 MIRANGABA";8231
"292145 MIRANTE";4830
"292150 MONTE SANTO";30275
"292160 MORPARA";4306
"292170 MORRO DO CHAPEU";18074
"292180 MORTUGABA";7793
"292190 MUCUGE";6347
"292200 MUCURI";9794
"292205 MULUNGU DO MORRO";7887
"292210 MUNDO NOVO";18335
"292220 MUNIZ FERREIRA";3754
"292225 MUQUEM DE SAO FRANCISCO";4223
"292230 MURITIBA";14936
"292240 MUTUIPE";12010
"292250 NAZARE";15883
"292260 NILO PECANHA";6770
"292265 NORDESTINA";5203
"292270 NOVA CANAA";8661
"292273 NOVA FATIMA";6229
"292275 NOVA IBIA";5829
"292280 NOVA ITARANA";3732
"292285 NOVA REDENCAO";5387
"292290 NOVA SOURE";14493
"292300 NOVA VICOSA";14496
"292303 NOVO HORIZONTE";6040
"292305 NOVO TRIUNFO";6309
"292310 OLINDINA";12429
"292320 OLIVEIRA DOS BREJINHOS";12302
