"Município";"População de 15 anos ou mais"
"311820 CONQUISTA";4362
"311830 CONSELHEIRO LAFAIETE";75237
"311840 CONSELHEIRO PENA";15310
"311850 CONSOLACAO";1305
"311860 CONTAGEM";388815
"311870 COQUEIRAL";6750
"311880 CORACAO DE JESUS";16568
"311890 CORDISBURGO";6052
"311900 CORDISLANDIA";2304
"311910 CORINTO";17175
"311920 COROACI";7365
"311930 COROMANDEL";19869
"311940 CORONEL FABRICIANO";69930
"311950 CORONEL MURTA";6065
"311960 CORONEL PACHECO";2147
"311970 CORONEL XAVIER CHAVES";2406
"311980 CORREGO DANTA";2809
"311990 CORREGO DO BOM JESUS";3002
"311995 CORREGO FUNDO";3824
"312000 CORREGO NOVO";2564
"312010 COUTO DE MAGALHAES DE MINAS";2544
"312015 CRISOLITA";3118
"312020 CRISTAIS";7072
"312030 CRISTALIA";3178
"312040 CRISTIANO OTONI";3555
"312050 CRISTINA";7392
"312060 CRUCILANDIA";3332
"312070 CRUZEIRO DA FORTALEZA";2588
"312080 CRUZILIA";9643
"312083 CUPARAQUE";3052
"312087 CURRAL DE DENTRO";3750
"312090 CURVELO";47368
"312100 DATAS";3256
"312110 DELFIM MOREIRA";5744
"312120 DELFINOPOLIS";4682
"312125 DELTA";3562
"312130 DESCOBERTO";3344
"312140 DESTERRO DE ENTRE RIOS";5068
"312150 DESTERRO DO MELO";2309
"312160 DIAMANTINA";29121
"312170 DIOGO DE VASCONCELOS";2711
"312180 DIONISIO";7212
"312190 DIVINESIA";2211
"312200 DIVINO";12707
"312210 DIVINO DAS LARANJEIRAS";3581
"312220 DIVINOLANDIA DE MINAS";4058
"312230 DIVINOPOLIS";135709
"312235 DIVISA ALEGRE";2998
"312240 DIVISA NOVA";3813
"312245 DIVISOPOLIS";4223
"312247 DOM BOSCO";2647
"312250 DOM CAVATI";3933
"312260 DOM JOAQUIM";3178
"312270 DOM SILVERIO";3890
"312280 DOM VICOSO";2328
"312290 DONA EUSEBIA";3872
"312300 DORES DE CAMPOS";6234
"312310 DORES DE GUANHAES";3665
"312320 DORES DO INDAIA";10677
"312330 DORES DO TURVO";3536
"312340 DORESOPOLIS";1004
"312350 DOURADOQUARA";1326
"312352 DURANDE";4564
"312360 ELOI MENDES";15727
"312370 ENGENHEIRO CALDAS";6380
"312380 ENGENHEIRO NAVARRO";4666
"312385 ENTRE FOLHAS";3609
"312390 ENTRE RIOS DE MINAS";9594
"312400 ERVALIA";12110
"312410 ESMERALDAS";30862
"312420 ESPERA FELIZ";14418
"312430 ESPINOSA";20063
"312440 ESPIRITO SANTO DO DOURADO";3163
"312450 ESTIVA";7638
"312460 ESTRELA DALVA";1922
"312470 ESTRELA DO INDAIA";2655
"312480 ESTRELA DO SUL";4981
"312490 EUGENOPOLIS";7273
"312500 EWBANK DA CAMARA";2568
"312510 EXTREMA";13813
"312520 FAMA";1737
"312530 FARIA LEMOS";2570
"312540 FELICIO DOS SANTOS";3568
"312550 SAO GONCALO DO RIO PRETO";1909
"312560 FELISBURGO";4082
"312570 FELIXLANDIA";8853
"312580 FERNANDES TOURINHO";1772
"312590 FERROS";8604
"312595 FERVEDOURO";6606
"312600 FLORESTAL";4033
"312610 FORMIGA";46899
"312620 FORMOSO";4102
"312630 FORTALEZA DE MINAS";2806
"312640 FORTUNA DE MINAS";1716
"312650 FRANCISCO BADARO";6944
"312660 FRANCISCO DUMONT";2882
"312670 FRANCISCO SA";15785
"312675 FRANCISCOPOLIS";4462
"312680 FREI GASPAR";3883
"312690 FREI INOCENCIO";5505
"312695 FREI LAGONEGRO";2094
"312700 FRONTEIRA";6492
"312705 FRONTEIRA DOS VALES";3252
"312707 FRUTA DE LEITE";4165
"312710 FRUTAL";34274
"312720 FUNILANDIA";2222
"312730 GALILEIA";5088
"312733 GAMELEIRAS";3331
"312735 GLAUCILANDIA";1932
"312737 GOIABEIRA";1763
"312738 GOIANA";2440
"312740 GONCALVES";2939
"312750 GONZAGA";3656
"312760 GOUVEIA";8229
"312770 GOVERNADOR VALADARES";175839
"312780 GRAO MOGOL";8715
"312790 GRUPIARA";1042
"312800 GUANHAES";18732
"312810 GUAPE";9683
"312820 GUARACIABA";7456
"312825 GUARACIAMA";2989
"312830 GUARANESIA";13242
"312840 GUARANI";6155
"312850 GUARARA";3003
"312860 GUARDA-MOR";4499
"312870 GUAXUPE";34186
"312880 GUIDOVAL";5492
"312890 GUIMARANIA";4592
"312900 GUIRICEMA";6996
"312910 GURINHATA";5067
"312920 HELIODORA";4028
"312930 IAPU";6820
"312940 IBERTIOGA";3701
"312950 IBIA";14955
"312960 IBIAI";4463
"312965 IBIRACATU";4060
"312970 IBIRACI";7018
"312980 IBIRITE";88757
"312990 IBITIURA DE MINAS";2480
"313000 IBITURUNA";1904
"313005 ICARAI DE MINAS";5704
"313010 IGARAPE";16734
"313020 IGARATINGA";5251
"313030 IGUATAMA";6034
"313040 IJACI";3666
"313050 ILICINEA";7379
"313055 IMBE DE MINAS";3929
"313060 INCONFIDENTES";4863
"313065 INDAIABIRA";4687
"313070 INDIANOPOLIS";3689
"313080 INGAI";1803
"313090 INHAPIM";17699
"313100 INHAUMA";3634
"313110 INIMUTABA";4407
"313115 IPABA";9242
"313120 IPANEMA";11795
"313130 IPATINGA";153591
"313140 IPIACU";2948
"313150 IPUIUNA";6603
"313160 IRAI DE MINAS";4145
"313170 ITABIRA";70562
"313180 ITABIRINHA";7007
"313190 ITABIRITO";27395
"313200 ITACAMBIRA";2972
"313210 ITACARAMBI";10520
"313220 ITAGUARA";8344
"313230 ITAIPE";6651
"313240 ITAJUBA";61162
"313250 ITAMARANDIBA";18503
"313260 ITAMARATI DE MINAS";2750
"313270 ITAMBACURI";14755
"313280 ITAMBE DO MATO DENTRO";1850
"313290 ITAMOGI";7651
"313300 ITAMONTE";8894
"313310 ITANHANDU";9583
"313320 ITANHOMI";8153
"313330 ITAOBIM";13979
"313340 ITAPAGIPE";8761
"313350 ITAPECERICA";15661
"313360 ITAPEVA";5331
"313370 ITATIAIUCU";5981
"313375 ITAU DE MINAS";9990
"313380 ITAUNA";56325
"313390 ITAVERAVA";4397
"313400 ITINGA";9063
"313410 ITUETA";4167
"313420 ITUIUTABA";66519
"313430 ITUMIRIM";4623
"313440 ITURAMA";20574
"313450 ITUTINGA";2965
"313460 JABOTICATUBAS";9441
"313470 JACINTO";8316
"313480 JACUI";5349
"313490 JACUTINGA";13762
"313500 JAGUARACU";1890
"313505 JAIBA";15776
"313507 JAMPRUCA";3090
"313510 JANAUBA";40332
"313520 JANUARIA";40716
"313530 JAPARAIBA";2455
"313535 JAPONVAR";5009
"313540 JECEABA";4568
"313545 JENIPAPO DE MINAS";3968
"313550 JEQUERI";9599
"313560 JEQUITAI";5638
"313570 JEQUITIBA";3576
"313580 JEQUITINHONHA";15741
"313590 JESUANIA";3450
"313600 JOAIMA";9354
"313610 JOANESIA";4916
"313620 JOAO MONLEVADE";49136
"313630 JOAO PINHEIRO";27305
"313640 JOAQUIM FELICIO";2343
"313650 JORDANIA";6404
"313652 JOSE GONCALVES DE MINAS";2750
"313655 JOSE RAYDAN";2464
"313657 JOSENOPOLIS";2511
"313660 NOVA UNIAO";3816
"313665 JUATUBA";11064
"313670 JUIZ DE FORA";343217
"313680 JURAMENTO";2636
"313690 JURUAIA";5275
"313695 JUVENILIA";4413
"313700 LADAINHA";9728
"313710 LAGAMAR";5638
"313720 LAGOA DA PRATA";27503
"313730 LAGOA DOS PATOS";2840
"313740 LAGOA DOURADA";8180
"313750 LAGOA FORMOSA";12208
"313753 LAGOA GRANDE";5068
"313760 LAGOA SANTA";26764
"313770 LAJINHA";13351
"313780 LAMBARI";13388
"313790 LAMIM";2622
"313800 LARANJAL";4835
"313810 LASSANCE";4232
"313820 LAVRAS";58040
"313830 LEANDRO FERREIRA";2269
"313835 LEME DO PRADO";2995
"313840 LEOPOLDINA";36922
"313850 LIBERDADE";4298
"313860 LIMA DUARTE";11522
"313862 LIMEIRA DO OESTE";4401
"313865 LONTRA";4990
"313867 LUISBURGO";4032
"313868 LUISLANDIA";3781
"313870 LUMINARIAS";3969
"313880 LUZ";12137
"313890 MACHACALIS";4745
"313900 MACHADO";24706
"313910 MADRE DE DEUS DE MINAS";3391
"313920 MALACACHETA";12512
"313925 MAMONAS";4380
"313930 MANGA";13228
"313940 MANHUACU";46664
"313950 MANHUMIRIM";13992
"313960 MANTENA";19397
"313970 MARAVILHAS";4369
"313980 MAR DE ESPANHA";7685
"313990 MARIA DA FE";9978
"314000 MARIANA";31983
"314010 MARILAC";2906
"314015 MARIO CAMPOS";7010
"314020 MARIPA DE MINAS";1976
"314030 MARLIERIA";2880
"314040 MARMELOPOLIS";2234
"314050 MARTINHO CAMPOS";8367
"314053 MARTINS SOARES";3856
"314055 MATA VERDE";4626
"314060 MATERLANDIA";3217
"314070 MATEUS LEME";16891
"314080 MATIAS BARBOSA";9035
"314085 MATIAS CARDOSO";4672
"314090 MATIPO";10764
"314100 MATO VERDE";9076
"314110 MATOZINHOS";21123
"314120 MATUTINA";2909
"314130 MEDEIROS";2185
"314140 MEDINA";14535
"314150 MENDES PIMENTEL";4475
"314160 MERCES";7334
"314170 MESQUITA";4821
"314180 MINAS NOVAS";18224
"314190 MINDURI";2699
"314200 MIRABELA";8046
"314210 MIRADOURO";6877
"314220 MIRAI";8886
"314225 MIRAVANIA";2718
"314230 MOEDA";3257
"314240 MOEMA";4743
"314250 MONJOLOS";1688
"314260 MONSENHOR PAULO";5481
"314270 MONTALVANIA";10374
"314280 MONTE ALEGRE DE MINAS";13085
"314290 MONTE AZUL";16245
"314300 MONTE BELO";9454
"314310 MONTE CARMELO";31374
"314315 MONTE FORMOSO";2470
"314320 MONTE SANTO DE MINAS";15250
"314330 MONTES CLAROS";213501
"314340 MONTE SIAO";13332
"314345 MONTEZUMA";4137
"314350 MORADA NOVA DE MINAS";5139
"314360 MORRO DA GARCA";2023
"314370 MORRO DO PILAR";2642
"314380 MUNHOZ";4601
"314390 MURIAE";67691
"314400 MUTUM";18919
"314410 MUZAMBINHO";15081
"314420 NACIP RAYDAN";2075
"314430 NANUQUE";29262
"314435 NAQUE";3708
"314437 NATALANDIA";2167
"314440 NATERCIA";3493
"314450 NAZARENO";5207
"314460 NEPOMUCENO";17687
"314465 NINHEIRA";6058
"314467 NOVA BELEM";2954
"314470 NOVA ERA";12516
"314480 NOVA LIMA";47432
"314490 NOVA MODICA";2791
"314500 NOVA PONTE";6529
"314505 NOVA PORTEIRINHA";4733
"314510 NOVA RESENDE";10027
"314520 NOVA SERRANA";26270
"314530 NOVO CRUZEIRO";18831
"314535 NOVO ORIENTE DE MINAS";6466
"314537 NOVORIZONTE";3030
"314540 OLARIA";1695
"314545 OLHOS-D'AGUA";2558
"314550 OLIMPIO NORONHA";1666
"314560 OLIVEIRA";27249
"314570 OLIVEIRA FORTES";1575
"314580 ONCA DE PITANGUI";2183
"314585 ORATORIOS";3119
"314587 ORIZANIA";4300
"314590 OURO BRANCO";20936
"314600 OURO FINO";21778
"314610 OURO PRETO";47187
"314620 OURO VERDE DE MINAS";3997
"314625 PADRE CARVALHO";3012
"314630 PADRE PARAISO";11282
"314640 PAINEIRAS";3579
"314650 PAINS";5745
"314655 PAI PEDRO";3699
"314660 PAIVA";1252
"314670 PALMA";4880
"314675 PALMOPOLIS";5652
"314690 PAPAGAIOS";8286
"314700 PARACATU";49133
"314710 PARA DE MINAS";52208
"314720 PARAGUACU";13600
"314730 PARAISOPOLIS";12675
"314740 PARAOPEBA";13982
"314750 PASSABEM";1404
"314760 PASSA QUATRO";10805
"314770 PASSA TEMPO";6292
"314780 PASSA-VINTE";1586
"314790 PASSOS";70721
"314795 PATIS";3179
"314800 PATOS DE MINAS";90627
"314810 PATROCINIO";51286
"314820 PATROCINIO DO MURIAE";3529
"314830 PAULA CANDIDO";6362
"314840 PAULISTAS";3307
"314850 PAVAO";5969
"314860 PECANHA";11167
"314870 PEDRA AZUL";15408
"314875 PEDRA BONITA";4463
"314880 PEDRA DO ANTA";2801
"314890 PEDRA DO INDAIA";2899
"314900 PEDRA DOURADA";1237
"314910 PEDRALVA";8321
"314915 PEDRAS DE MARIA DA CRUZ";5401
"314920 PEDRINOPOLIS";2475
"314930 PEDRO LEOPOLDO";38758
"314940 PEDRO TEIXEIRA";1302
"314950 PEQUERI";2171
"314960 PEQUI";2645
"314970 PERDIGAO";4215
"314980 PERDIZES";8610
"314990 PERDOES";13682
"314995 PERIQUITO";4652
"315000 PESCADOR";2577
"315010 PIAU";2275
"315015 PIEDADE DE CARATINGA";3500
"315020 PIEDADE DE PONTE NOVA";2668
"315030 PIEDADE DO RIO GRANDE";3758
"315040 PIEDADE DOS GERAIS";3188
"315050 PIMENTA";5687
"315053 PINGO-D'AGUA";2652
"315057 PINTOPOLIS";4231
"315060 PIRACEMA";4710
"315070 PIRAJUBA";2015
"315080 PIRANGA";11252
"315090 PIRANGUCU";3605
"315100 PIRANGUINHO";5199
"315110 PIRAPETINGA";7303
"315120 PIRAPORA";33706
"315130 PIRAUBA";8270
"315140 PITANGUI";15760
"315150 PIUMHI";21164
"315160 PLANURA";5998
"315170 POCO FUNDO";11412
"315180 POCOS DE CALDAS";101694
"315190 POCRANE";7164
"315200 POMPEU";17389
"315210 PONTE NOVA";40567
"315213 PONTO CHIQUE";2283
"315217 PONTO DOS VOLANTES";6619
"315220 PORTEIRINHA";25942
"315230 PORTO FIRME";6925
"315240 POTE";9721
"315250 POUSO ALEGRE";77825
"315260 POUSO ALTO";5022
"315270 PRADOS";5700
"315280 PRATA";16864
"315290 PRATAPOLIS";6891
"315300 PRATINHA";2193
"315310 PRESIDENTE BERNARDES";4073
"315320 PRESIDENTE JUSCELINO";2932
"315330 PRESIDENTE KUBITSCHEK";1987
"315340 PRESIDENTE OLEGARIO";12526
"315350 ALTO JEQUITIBA";5967
"315360 PRUDENTE DE MORAIS";5546
"315370 QUARTEL GERAL";2208
"315380 QUELUZITO";1359
"315390 RAPOSOS";10205
"315400 RAUL SOARES";17717
"315410 RECREIO";7611
"315415 REDUTO";4062
"315420 RESENDE COSTA";7522
"315430 RESPLENDOR";12411
"315440 RESSAQUINHA";3208
"315445 RIACHINHO";5034
"315450 RIACHO DOS MACHADOS";5872
"315460 RIBEIRAO DAS NEVES";165854
"315470 RIBEIRAO VERMELHO";2759
"315480 RIO ACIMA";5342
"315490 RIO CASCA";10687
"315500 RIO DOCE";1645
"315510 RIO DO PRADO";3558
"315520 RIO ESPERA";4898
"315530 RIO MANSO";3418
"315540 RIO NOVO";6218
"315550 RIO PARANAIBA";8595
"315560 RIO PARDO DE MINAS";16990
"315570 RIO PIRACICABA";10210
"315580 RIO POMBA";11905
"315590 RIO PRETO";3804
"315600 RIO VERMELHO";9276
"315610 RITAPOLIS";4005
"315620 ROCHEDO DE MINAS";1350
"315630 RODEIRO";3964
"315640 ROMARIA";2644
"315645 ROSARIO DA LIMEIRA";2666
"315650 RUBELITA";6872
"315660 RUBIM";6623
"315670 SABARA";80843
"315680 SABINOPOLIS";10889
"315690 SACRAMENTO";15489
"315700 SALINAS";25722
"315710 SALTO DA DIVISA";4484
"315720 SANTA BARBARA";16609
"315725 SANTA BARBARA DO LESTE";5090
"315727 SANTA BARBARA DO MONTE VERDE";1712
"315730 SANTA BARBARA DO TUGURIO";3479
"315733 SANTA CRUZ DE MINAS";5026
"315737 SANTA CRUZ DE SALINAS";3088
"315740 SANTA CRUZ DO ESCALVADO";3822
"315750 SANTA EFIGENIA DE MINAS";3199
"315760 SANTA FE DE MINAS";2635
"315765 SANTA HELENA DE MINAS";3437
"315770 SANTA JULIANA";5916
"315780 SANTA LUZIA";127702
"315790 SANTA MARGARIDA";9342
"315800 SANTA MARIA DE ITABIRA";6866
"315810 SANTA MARIA DO SALTO";3543
"315820 SANTA MARIA DO SUACUI";9181
"315830 SANTANA DA VARGEM";5291
"315840 SANTANA DE CATAGUASES";2515
"315850 SANTANA DE PIRAPAMA";6085
"315860 SANTANA DO DESERTO";2672
"315870 SANTANA DO GARAMBEU";1426
"315880 SANTANA DO JACARE";3162
"315890 SANTANA DO MANHUACU";5794
"315895 SANTANA DO PARAISO";12284
"315900 SANTANA DO RIACHO";2489
"315910 SANTANA DOS MONTES";2764
"315920 SANTA RITA DE CALDAS";7261
"315930 SANTA RITA DE JACUTINGA";3909
"315935 SANTA RITA DE MINAS";3992
"315940 SANTA RITA DE IBITIPOCA";2739
"315950 SANTA RITA DO ITUETO";4223
"315960 SANTA RITA DO SAPUCAI";22523
"315970 SANTA ROSA DA SERRA";2205
"315980 SANTA VITORIA";11989
"315990 SANTO ANTONIO DO AMPARO";11224
"316000 SANTO ANTONIO DO AVENTUREIRO";2684
"316010 SANTO ANTONIO DO GRAMA";3056
"316020 SANTO ANTONIO DO ITAMBE";2792
"316030 SANTO ANTONIO DO JACINTO";8150
"316040 SANTO ANTONIO DO MONTE";16857
"316045 SANTO ANTONIO DO RETIRO";4088
"316050 SANTO ANTONIO DO RIO ABAIXO";1264
"316060 SANTO HIPOLITO";2270
"316070 SANTOS DUMONT";34230
"316080 SAO BENTO ABADE";2415
"316090 SAO BRAS DO SUACUI";2441
"316095 SAO DOMINGOS DAS DORES";3388
"316100 SAO DOMINGOS DO PRATA";12701
"316105 SAO FELIX DE MINAS";2419
"316110 SAO FRANCISCO";31793
"316120 SAO FRANCISCO DE PAULA";4664
"316130 SAO FRANCISCO DE SALES";3779
"316140 SAO FRANCISCO DO GLORIA";4056
"316150 SAO GERALDO";5716
"316160 SAO GERALDO DA PIEDADE";3218
"316165 SAO GERALDO DO BAIXIO";1992
"316170 SAO GONCALO DO ABAETE";3631
"316180 SAO GONCALO DO PARA";5909
"316190 SAO GONCALO DO RIO ABAIXO";5933
"316200 SAO GONCALO DO SAPUCAI";15726
"316210 SAO GOTARDO";19672
"316220 SAO JOAO BATISTA DO GLORIA";4430
"316225 SAO JOAO DA LAGOA";2854
"316230 SAO JOAO DA MATA";2025
"316240 SAO JOAO DA PONTE";16079
"316245 SAO JOAO DAS MISSOES";5877
"316250 SAO JOAO DEL REI";59463
"316255 SAO JOAO DO MANHUACU";5791
"316257 SAO JOAO DO MANTENINHA";3215
"316260 SAO JOAO DO ORIENTE";5923
"316265 SAO JOAO DO PACUI";2355
"316270 SAO JOAO DO PARAISO";13506
"316280 SAO JOAO EVANGELISTA";10248
"316290 SAO JOAO NEPOMUCENO";17535
"316292 SAO JOAQUIM DE BICAS";12178
"316294 SAO JOSE DA BARRA";4291
"316295 SAO JOSE DA LAPA";10364
"316300 SAO JOSE DA SAFIRA";2406
"316310 SAO JOSE DA VARGINHA";2229
"316320 SAO JOSE DO ALEGRE";2762
"316330 SAO JOSE DO DIVINO";2533
"316340 SAO JOSE DO GOIABAL";4181
"316350 SAO JOSE DO JACURI";4501
"316360 SAO JOSE DO MANTIMENTO";1643
"316370 SAO LOURENCO";27320
"316380 SAO MIGUEL DO ANTA";4728
"316390 SAO PEDRO DA UNIAO";4016
"316400 SAO PEDRO DOS FERROS";6442
"316410 SAO PEDRO DO SUACUI";4119
"316420 SAO ROMAO";4705
"316430 SAO ROQUE DE MINAS";4691
"316440 SAO SEBASTIAO DA BELA VISTA";3085
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";1818
"316447 SAO SEBASTIAO DO ANTA";3091
"316450 SAO SEBASTIAO DO MARANHAO";7263
"316460 SAO SEBASTIAO DO OESTE";3449
"316470 SAO SEBASTIAO DO PARAISO";42461
"316480 SAO SEBASTIAO DO RIO PRETO";1327
"316490 SAO SEBASTIAO DO RIO VERDE";1508
"316500 SAO TIAGO";7483
"316510 SAO TOMAS DE AQUINO";5163
"316520 SAO THOME DAS LETRAS";4054
"316530 SAO VICENTE DE MINAS";4347
"316540 SAPUCAI-MIRIM";3740
"316550 SARDOA";3072
"316553 SARZEDO";11777
"316555 SETUBINHA";5256
"316556 SEM-PEIXE";2288
"316557 SENADOR AMARAL";3461
"316560 SENADOR CORTES";1452
"316570 SENADOR FIRMINO";4711
"316580 SENADOR JOSE BENTO";1957
"316590 SENADOR MODESTINO GONCALVES";3247
"316600 SENHORA DE OLIVEIRA";4031
"316610 SENHORA DO PORTO";2467
"316620 SENHORA DOS REMEDIOS";7543
"316630 SERICITA";4746
"316640 SERITINGA";1253
"316650 SERRA AZUL DE MINAS";2513
"316660 SERRA DA SAUDADE";608
"316670 SERRA DOS AIMORES";5593
"316680 SERRA DO SALITRE";6364
"316690 SERRANIA";5212
"316695 SERRANOPOLIS DE MINAS";2756
"316700 SERRANOS";1466
"316710 SERRO";13128
"316720 SETE LAGOAS";132289
"316730 SILVEIRANIA";1525
"316740 SILVIANOPOLIS";4321
"316750 SIMAO PEREIRA";1845
"316760 SIMONESIA";11386
"316770 SOBRALIA";4358
"316780 SOLEDADE DE MINAS";3770
"316790 TABULEIRO";3293
"316800 TAIOBEIRAS";18417
"316805 TAPARUBA";2396
"316810 TAPIRA";2411
"316820 TAPIRAI";1407
"316830 TAQUARACU DE MINAS";2509
"316840 TARUMIRIM";10349
"316850 TEIXEIRAS";8016
"316860 TEOFILO OTONI";91467
"316870 TIMOTEO";51875
"316880 TIRADENTES";4120
"316890 TIROS";5692
"316900 TOCANTINS";10960
"316905 TOCOS DO MOJI";2849
"316910 TOLEDO";3756
"316920 TOMBOS";8613
"316930 TRES CORACOES";46111
"316935 TRES MARIAS";16275
"316940 TRES PONTAS";36306
"316950 TUMIRITINGA";3926
"316960 TUPACIGUARA";16943
"316970 TURMALINA";10139
"316980 TURVOLANDIA";2998
"316990 UBA";61338
"317000 UBAI";6540
"317005 UBAPORANGA";8150
"317010 UBERABA";188929
"317020 UBERLANDIA";368740
"317030 UMBURATIBA";1820
"317040 UNAI";47829
"317043 UNIAO DE MINAS";3324
"317047 URUANA DE MINAS";2169
"317050 URUCANIA";6990
"317052 URUCUIA";5877
"317057 VARGEM ALEGRE";4552
"317060 VARGEM BONITA";1676
"317065 VARGEM GRANDE DO RIO PARDO";2735
"317070 VARGINHA";79767
"317075 VARJAO DE MINAS";3072
"317080 VARZEA DA PALMA";20839
"317090 VARZELANDIA";11354
"317100 VAZANTE";13414
"317103 VERDELANDIA";4075
"317107 VEREDINHA";3370
"317110 VERISSIMO";2161
"317115 VERMELHO NOVO";3199
"317120 VESPASIANO";51805
"317130 VICOSA";46832
"317140 VIEIRAS";2828
"317150 MATHIAS LOBATO";2319
"317160 VIRGEM DA LAPA";9075
"317170 VIRGINIA";6265
"317180 VIRGINOPOLIS";7226
"317190 VIRGOLANDIA";4116
"317200 VISCONDE DO RIO BRANCO";23805
"317210 VOLTA GRANDE";3470
"317220 WENCESLAU BRAZ";1903
"320010 AFONSO CLAUDIO";22915
"320013 AGUIA BRANCA";6782
"320016 AGUA DOCE DO NORTE";8799
"320020 ALEGRE";22403
"320030 ALFREDO CHAVES";10024
"320035 ALTO RIO NOVO";4871
"320040 ANCHIETA";13612
"320050 APIACA";5466
"320060 ARACRUZ";43916
"320070 ATILIO VIVACQUA";5899
"320080 BAIXO GUANDU";19760
"320090 BARRA DE SAO FRANCISCO";26189
"320100 BOA ESPERANCA";9285
"320110 BOM JESUS DO NORTE";6772
"320115 BREJETUBA";7593
"320120 CACHOEIRO DE ITAPEMIRIM";124958
"320130 CARIACICA";227327
"320140 CASTELO";24028
"320150 COLATINA";82353
"320160 CONCEICAO DA BARRA";17074
"320170 CONCEICAO DO CASTELO";7624
"320180 DIVINO DE SAO LOURENCO";3202
"320190 DOMINGOS MARTINS";21664
"320200 DORES DO RIO PRETO";4283
"320210 ECOPORANGA";16677
"320220 FUNDAO";9216
"320230 GUACUI";17506
"320240 GUARAPARI";62646
"320245 IBATIBA";13056
"320250 IBIRACU";7194
"320255 IBITIRAMA";6005
"320260 ICONHA";8486
"320265 IRUPI";6844
"320270 ITAGUACU";10629
"320280 ITAPEMIRIM";19262
"320290 ITARANA";8327
"320300 IUNA";17905
"320305 JAGUARE";13029
"320310 JERONIMO MONTEIRO";7264
"320313 JOAO NEIVA";11282
"320316 LARANJA DA TERRA";8094
"320320 LINHARES";77015
"320330 MANTENOPOLIS";8452
"320332 MARATAIZES";21483
"320334 MARECHAL FLORIANO";8613
"320335 MARILANDIA";7433
"320340 MIMOSO DO SUL";18808
"320350 MONTANHA";12166
"320360 MUCURICI";4001
"320370 MUNIZ FREIRE";13360
"320380 MUQUI";9680
"320390 NOVA VENECIA";29884
"320400 PANCAS";13916
"320405 PEDRO CANARIO";14501
"320410 PINHEIROS";14963
"320420 PIUMA";10222
"320425 PONTO BELO";4468
"320430 PRESIDENTE KENNEDY";6615
"320435 RIO BANANAL";11595
"320440 RIO NOVO DO SUL";8149
"320450 SANTA LEOPOLDINA";8755
"320455 SANTA MARIA DE JETIBA";19511
"320460 SANTA TERESA";15108
"320465 SAO DOMINGOS DO NORTE";5535
"320470 SAO GABRIEL DA PALHA";19069
"320480 SAO JOSE DO CALCADO";7695
"320490 SAO MATEUS";60628
"320495 SAO ROQUE DO CANAA";7613
"320500 SERRA";221175
"320501 SOORETAMA";11883
"320503 VARGEM ALTA";12067
"320506 VENDA NOVA DO IMIGRANTE";11584
"320510 VIANA";36737
"320515 VILA PAVAO";5786
"320517 VILA VALERIO";9590
"320520 VILA VELHA";255216
"320530 VITORIA";220398
"330010 ANGRA DOS REIS";83983
"330015 APERIBE";6087
"330020 ARARUAMA";59151
"330022 AREAL";7043
"330023 ARMACAO DOS BUZIOS";12738
"330025 ARRAIAL DO CABO";17495
"330030 BARRA DO PIRAI";66029
"330040 BARRA MANSA";126094
"330045 BELFORD ROXO";302955
"330050 BOM JARDIM";16452
"330060 BOM JESUS DO ITABAPOANA";24658
"330070 CABO FRIO";88812
"330080 CACHOEIRAS DE MACACU";34925
"330090 CAMBUCI";11106
"330093 CARAPEBUS";6329
"330095 COMENDADOR LEVY GASPARIAN";5812
"330100 CAMPOS DOS GOYTACAZES";294675
"330110 CANTAGALO";14384
"330115 CARDOSO MOREIRA";9373
"330120 CARMO";10935
"330130 CASIMIRO DE ABREU";15805
"330140 CONCEICAO DE MACABU";13166
"330150 CORDEIRO";13749
"330160 DUAS BARRAS";7386
"330170 DUQUE DE CAXIAS";549419
"330180 ENGENHEIRO PAULO DE FRONTIN";9175
"330185 GUAPIMIRIM";26436
"330187 IGUABA GRANDE";11123
"330190 ITABORAI";133006
"330200 ITAGUAI";57914
"330205 ITALVA";9710
"330210 ITAOCARA";17572
"330220 ITAPERUNA";64860
"330225 ITATIAIA";17404
"330227 JAPERI";56559
"330230 LAJE DO MURIAE";5766
"330240 MACAE";94911
"330245 MACUCO";3484
"330250 MAGE";144153
"330260 MANGARATIBA";17736
"330270 MARICA";56830
"330280 MENDES";13098
"330290 MIGUEL PEREIRA";17552
"330300 MIRACEMA";19544
"330310 NATIVIDADE";11100
"330320 NILOPOLIS";116159
"330330 NITEROI";362204
"330340 NOVA FRIBURGO";131021
"330350 NOVA IGUACU";657689
"330360 PARACAMBI";28650
"330370 PARAIBA DO SUL";27573
"330380 PARATY";20052
"330385 PATY DO ALFERES";17408
"330390 PETROPOLIS";213824
"330395 PINHEIRAL";14135
"330400 PIRAI";16140
"330410 PORCIUNCULA";11536
"330411 PORTO REAL";8456
"330412 QUATIS";7736
"330414 QUEIMADOS";84276
"330415 QUISSAMA";9637
"330420 RESENDE";75988
"330430 RIO BONITO";35929
"330440 RIO CLARO";11691
"330450 RIO DAS FLORES";5489
"330452 RIO DAS OSTRAS";26007
"330455 RIO DE JANEIRO";4491862
"330460 SANTA MARIA MADALENA";7675
"330470 SANTO ANTONIO DE PADUA";28800
"330475 SAO FRANCISCO DE ITABAPOANA";28770
"330480 SAO FIDELIS";27633
"330490 SAO GONCALO";668374
