"Município";"População de 15 anos ou mais"
"220545 JOCA MARQUES";3568
"220550 JOSE DE FREITAS";27092
"220551 JUAZEIRO DO PIAUI";3333
"220552 JULIO BORGES";3742
"220553 JUREMA";3271
"220554 LAGOINHA DO PIAUI";1922
"220555 LAGOA ALEGRE";5566
"220556 LAGOA DO BARRO DO PIAUI";3251
"220557 LAGOA DE SAO FRANCISCO";4407
"220558 LAGOA DO PIAUI";2799
"220559 LAGOA DO SITIO";3539
"220560 LANDRI SALES";3828
"220570 LUIS CORREIA";20192
"220580 LUZILANDIA";17796
"220585 MADEIRO";5332
"220590 MANOEL EMIDIO";3787
"220595 MARCOLANDIA";5371
"220600 MARCOS PARENTE";3226
"220605 MASSAPE DO PIAUI";4530
"220610 MATIAS OLIMPIO";7186
"220620 MIGUEL ALVES";21518
"220630 MIGUEL LEAO";870
"220635 MILTON BRANDAO";4752
"220640 MONSENHOR GIL";7705
"220650 MONSENHOR HIPOLITO";5527
"220660 MONTE ALEGRE DO PIAUI";6985
"220665 MORRO CABECA NO TEMPO";2676
"220667 MORRO DO CHAPEU DO PIAUI";4493
"220669 MURICI DOS PORTELAS";5649
"220670 NAZARE DO PIAUI";5354
"220672 NAZARIA";5695
"220675 NOSSA SENHORA DE NAZARE";3480
"220680 NOSSA SENHORA DOS REMEDIOS";5613
"220690 NOVO ORIENTE DO PIAUI";4877
"220695 NOVO SANTO ANTONIO";2402
"220700 OEIRAS";25908
"220710 OLHO D'AGUA DO PIAUI";1803
"220720 PADRE MARCOS";4940
"220730 PAES LANDIM";2888
"220735 PAJEU DO PIAUI";2478
"220740 PALMEIRA DO PIAUI";3450
"220750 PALMEIRAIS";9603
"220755 PAQUETA";3068
"220760 PARNAGUA";6829
"220770 PARNAIBA";108733
"220775 PASSAGEM FRANCA DO PIAUI";3235
"220777 PATOS DO PIAUI";4536
"220779 PAU D'ARCO DO PIAUI";2616
"220780 PAULISTANA";14032
"220785 PAVUSSU";2695
"220790 PEDRO II";26462
"220793 PEDRO LAURENTINO";1677
"220795 NOVA SANTA RITA";2892
"220800 PICOS";55616
"220810 PIMENTEIRAS";8393
"220820 PIO IX";12724
"220830 PIRACURUCA";20163
"220840 PIRIPIRI";45985
"220850 PORTO";7758
"220855 PORTO ALEGRE DO PIAUI";1781
"220860 PRATA DO PIAUI";2257
"220865 QUEIMADA NOVA";6266
"220870 REDENCAO DO GURGUEIA";5585
"220880 REGENERACAO";12765
"220885 RIACHO FRIO";2851
"220887 RIBEIRA DO PIAUI";3007
"220890 RIBEIRO GONCALVES";4608
"220900 RIO GRANDE DO PIAUI";4618
"220910 SANTA CRUZ DO PIAUI";4500
"220915 SANTA CRUZ DOS MILAGRES";2732
"220920 SANTA FILOMENA";4010
"220930 SANTA LUZ";3848
"220935 SANTANA DO PIAUI";3700
"220937 SANTA ROSA DO PIAUI";3697
"220940 SANTO ANTONIO DE LISBOA";4448
"220945 SANTO ANTONIO DOS MILAGRES";1406
"220950 SANTO INACIO DO PIAUI";2753
"220955 SAO BRAZ DO PIAUI";3217
"220960 SAO FELIX DO PIAUI";2365
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";3847
"220970 SAO FRANCISCO DO PIAUI";4488
"220975 SAO GONCALO DO GURGUEIA";1898
"220980 SAO GONCALO DO PIAUI";3365
"220985 SAO JOAO DA CANABRAVA";3250
"220987 SAO JOAO DA FRONTEIRA";3788
"220990 SAO JOAO DA SERRA";4561
"220995 SAO JOAO DA VARJOTA";3311
"220997 SAO JOAO DO ARRAIAL";5018
"221000 SAO JOAO DO PIAUI";14018
"221005 SAO JOSE DO DIVINO";3810
"221010 SAO JOSE DO PEIXE";2577
"221020 SAO JOSE DO PIAUI";4871
"221030 SAO JULIAO";4226
"221035 SAO LOURENCO DO PIAUI";3375
"221037 SAO LUIS DO PIAUI";1852
"221038 SAO MIGUEL DA BAIXA GRANDE";1590
"221039 SAO MIGUEL DO FIDALGO";2003
"221040 SAO MIGUEL DO TAPUIO";13080
"221050 SAO PEDRO DO PIAUI";9601
"221060 SAO RAIMUNDO NONATO";23502
"221062 SEBASTIAO BARROS";2392
"221063 SEBASTIAO LEAL";2956
"221065 SIGEFREDO PACHECO";7060
"221070 SIMOES";9655
"221080 SIMPLICIO MENDES";8894
"221090 SOCORRO DO PIAUI";3200
"221093 SUSSUAPARA";4761
"221095 TAMBORIL DO PIAUI";1957
"221097 TANQUE DO PIAUI";1861
"221100 TERESINA";621631
"221110 UNIAO";30175
"221120 URUCUI";14344
"221130 VALENCA DO PIAUI";15581
"221135 VARZEA BRANCA";3414
"221140 VARZEA GRANDE";3236
"221150 VERA MENDES";2201
"221160 VILA NOVA DO PIAUI";2345
"221170 WALL FERRAZ";3075
"230010 ABAIARA";7464
"230015 ACARAPE";11010
"230020 ACARAU";40773
"230030 ACOPIARA";38294
"230040 AIUABA";11469
"230050 ALCANTARAS";7813
"230060 ALTANEIRA";4972
"230070 ALTO SANTO";12255
"230075 AMONTADA";26723
"230080 ANTONINA DO NORTE";4988
"230090 APUIARES";10196
"230100 AQUIRAZ";52582
"230110 ARACATI";51956
"230120 ARACOIABA";18673
"230125 ARARENDA";7666
"230130 ARARIPE";14192
"230140 ARATUBA";8234
"230150 ARNEIROZ";5591
"230160 ASSARE";16154
"230170 AURORA";18403
"230180 BAIXIO";4583
"230185 BANABUIU";11978
"230190 BARBALHA";40432
"230195 BARREIRA";14183
"230200 BARRO";16267
"230205 BARROQUINHA";10174
"230210 BATURITE";23962
"230220 BEBERIBE";36666
"230230 BELA CRUZ";21980
"230240 BOA VIAGEM";37508
"230250 BREJO SANTO";33594
"230260 CAMOCIM";42829
"230270 CAMPOS SALES";19014
"230280 CANINDE";53078
"230290 CAPISTRANO";12358
"230300 CARIDADE";14285
"230310 CARIRE";13362
"230320 CARIRIACU";18402
"230330 CARIUS";13990
"230340 CARNAUBAL";11640
"230350 CASCAVEL";49345
"230360 CATARINA";14514
"230365 CATUNDA";7086
"230370 CAUCAIA";235704
"230380 CEDRO";18307
"230390 CHAVAL";9098
"230393 CHORO";8974
"230395 CHOROZINHO";13884
"230400 COREAU";15576
"230410 CRATEUS";54608
"230420 CRATO";90146
"230423 CROATA";11978
"230425 CRUZ";15994
"230426 DEPUTADO IRAPUAN PINHEIRO";6864
"230427 ERERE";5134
"230428 EUSEBIO";33012
"230430 FARIAS BRITO";14006
"230435 FORQUILHA";15840
"230440 FORTALEZA";1892035
"230445 FORTIM";10926
"230450 FRECHEIRINHA";9098
"230460 GENERAL SAMPAIO";4223
"230465 GRACA";10514
"230470 GRANJA";35782
"230480 GRANJEIRO";3268
"230490 GROAIRAS";7724
"230495 GUAIUBA";17321
"230500 GUARACIABA DO NORTE";26227
"230510 GUARAMIRANGA";2969
"230520 HIDROLANDIA";13932
"230523 HORIZONTE";40005
"230526 IBARETAMA";9156
"230530 IBIAPINA";16958
"230533 IBICUITINGA";8417
"230535 ICAPUI";13751
"230540 ICO";48195
"230550 IGUATU";73630
"230560 INDEPENDENCIA";19058
"230565 IPAPORANGA";8183
"230570 IPAUMIRIM";8917
"230580 IPU";29094
"230590 IPUEIRAS";26724
"230600 IRACEMA";10355
"230610 IRAUCUBA";15364
"230620 ITAICABA";5710
"230625 ITAITINGA";24931
"230630 ITAPAGE";34446
"230640 ITAPIPOCA";81197
"230650 ITAPIUNA";13347
"230655 ITAREMA";25469
"230660 ITATIRA";12817
"230670 JAGUARETAMA";13203
"230680 JAGUARIBARA";7595
"230690 JAGUARIBE";25475
"230700 JAGUARUANA";24367
"230710 JARDIM";19103
"230720 JATI";5707
"230725 JIJOCA DE JERICOACOARA";11802
"230730 JUAZEIRO DO NORTE";181785
"230740 JUCAS";17139
"230750 LAVRAS DA MANGABEIRA";23142
"230760 LIMOEIRO DO NORTE";42824
"230763 MADALENA";12650
"230765 MARACANAU";155349
"230770 MARANGUAPE";82741
"230780 MARCO";16583
"230790 MARTINOPOLE";7005
"230800 MASSAPE";24844
"230810 MAURITI";31629
"230820 MERUOCA";9871
"230830 MILAGRES";20852
"230835 MILHA";9853
"230837 MIRAIMA";8727
"230840 MISSAO VELHA";24346
"230850 MOMBACA";30929
"230860 MONSENHOR TABOSA";12022
"230870 MORADA NOVA";46658
"230880 MORAUJO";5703
"230890 MORRINHOS";14143
"230900 MUCAMBO";10277
"230910 MULUNGU";8091
"230920 NOVA OLINDA";10233
"230930 NOVA RUSSAS";22841
"230940 NOVO ORIENTE";20068
"230945 OCARA";17563
"230950 OROS";16318
"230960 PACAJUS";45109
"230970 PACATUBA";52264
"230980 PACOTI";8336
"230990 PACUJA";4349
"231000 PALHANO";6883
"231010 PALMACIA";8761
"231020 PARACURU";22704
"231025 PARAIPABA";21449
"231030 PARAMBU";22428
"231040 PARAMOTI";7928
"231050 PEDRA BRANCA";30569
"231060 PENAFORTE";5834
"231070 PENTECOSTE";25411
"231080 PEREIRO";11407
"231085 PINDORETAMA";14045
"231090 PIQUET CARNEIRO";11936
"231095 PIRES FERREIRA";7356
"231100 PORANGA";8473
"231110 PORTEIRAS";11023
"231120 POTENGI";7192
"231123 POTIRETAMA";4510
"231126 QUITERIANOPOLIS";14590
"231130 QUIXADA";58571
"231135 QUIXELO";11378
"231140 QUIXERAMOBIM";52402
"231150 QUIXERE";14350
"231160 REDENCAO";19183
"231170 RERIUTABA";14040
"231180 RUSSAS";52457
"231190 SABOEIRO";11237
"231195 SALITRE";10353
"231200 SANTANA DO ACARAU";20925
"231210 SANTANA DO CARIRI";11723
"231220 SANTA QUITERIA";30870
"231230 SAO BENEDITO";30951
"231240 SAO GONCALO DO AMARANTE";31968
"231250 SAO JOAO DO JAGUARIBE";6329
"231260 SAO LUIS DO CURU";9151
"231270 SENADOR POMPEU";19908
"231280 SENADOR SA";4734
"231290 SOBRAL";138378
"231300 SOLONOPOLE";13354
"231310 TABULEIRO DO NORTE";22152
"231320 TAMBORIL";18398
"231325 TARRAFAS";6543
"231330 TAUA";40961
"231335 TEJUCUOCA";11781
"231340 TIANGUA";48351
"231350 TRAIRI";35922
"231355 TURURU";10351
"231360 UBAJARA";22711
"231370 UMARI";5587
"231375 UMIRIM";13086
"231380 URUBURETAMA";14008
"231390 URUOCA";9074
"231395 VARJOTA";12538
"231400 VARZEA ALEGRE";28903
"231410 VICOSA DO CEARA";37769
"240010 ACARI";8585
"240020 ACU";39455
"240030 AFONSO BEZERRA";7803
"240040 AGUA NOVA";2204
"240050 ALEXANDRIA";10260
"240060 ALMINO AFONSO";3699
"240070 ALTO DO RODRIGUES";9151
"240080 ANGICOS";8768
"240090 ANTONIO MARTINS";5185
"240100 APODI";26993
"240110 AREIA BRANCA";19142
"240120 ARES";9334
"240130 AUGUSTO SEVERO";6904
"240140 BAIA FORMOSA";6070
"240145 BARAUNA";16670
"240150 BARCELONA";2927
"240160 BENTO FERNANDES";3601
"240165 BODO";1761
"240170 BOM JESUS";6720
"240180 BREJINHO";8364
"240185 CAICARA DO NORTE";4300
"240190 CAICARA DO RIO DO VENTO";2496
"240200 CAICO";48478
"240210 CAMPO REDONDO";7650
"240220 CANGUARETAMA";21336
"240230 CARAUBAS";14750
"240240 CARNAUBA DOS DANTAS";5639
"240250 CARNAUBAIS";7200
"240260 CEARA-MIRIM";48472
"240270 CERRO CORA";8042
"240280 CORONEL EZEQUIEL";3952
"240290 CORONEL JOAO PESSOA";3355
"240300 CRUZETA";6233
"240310 CURRAIS NOVOS";32520
"240320 DOUTOR SEVERIANO";4800
"240325 PARNAMIRIM";153395
"240330 ENCANTO";3893
"240340 EQUADOR";4267
"240350 ESPIRITO SANTO";7424
"240360 EXTREMOZ";17703
"240370 FELIPE GUERRA";4458
"240375 FERNANDO PEDROZA";2184
"240380 FLORANIA";7007
"240390 FRANCISCO DANTAS";2222
"240400 FRUTUOSO GOMES";3261
"240410 GALINHOS";1495
"240420 GOIANINHA";15883
"240430 GOVERNADOR DIX-SEPT ROSADO";9358
"240440 GROSSOS";7156
"240450 GUAMARE";8811
"240460 IELMO MARINHO";8603
"240470 IPANGUACU";9937
"240480 IPUEIRA";1602
"240485 ITAJA";5017
"240490 ITAU";4243
"240500 JACANA";5857
"240510 JANDAIRA";4777
"240520 JANDUIS";3992
"240530 JANUARIO CICCO";6393
"240540 JAPI";3886
"240550 JARDIM DE ANGICOS";1901
"240560 JARDIM DE PIRANHAS";10250
"240570 JARDIM DO SERIDO";9807
"240580 JOAO CAMARA";22767
"240590 JOAO DIAS";1921
"240600 JOSE DA PENHA";4444
"240610 JUCURUTU";13635
"240615 JUNDIA";2539
"240620 LAGOA D'ANTA";4375
"240630 LAGOA DE PEDRAS";4874
"240640 LAGOA DE VELHOS";1915
"240650 LAGOA NOVA";10118
"240660 LAGOA SALGADA";5377
"240670 LAJES";7712
"240680 LAJES PINTADAS";3469
"240690 LUCRECIA";2731
"240700 LUIS GOMES";7008
"240710 MACAIBA";50425
"240720 MACAU";21967
"240725 MAJOR SALES";2604
"240730 MARCELINO VIEIRA";6153
"240740 MARTINS";6251
"240750 MAXARANGUAPE";7113
"240760 MESSIAS TARGINO";3038
"240770 MONTANHAS";8087
"240780 MONTE ALEGRE";14817
"240790 MONTE DAS GAMELEIRAS";1646
"240800 MOSSORO";198028
"240810 NATAL";627472
"240820 NISIA FLORESTA";16495
"240830 NOVA CRUZ";25819
"240840 OLHO-D'AGUA DO BORGES";3311
"240850 OURO BRANCO";3666
"240860 PARANA";2933
"240870 PARAU";2883
"240880 PARAZINHO";3299
"240890 PARELHAS";15406
"240895 RIO DO FOGO";6737
"240910 PASSA E FICA";8268
"240920 PASSAGEM";2116
"240930 PATU";8968
"240933 SANTA MARIA";3370
"240940 PAU DOS FERROS";21173
"240950 PEDRA GRANDE";2450
"240960 PEDRA PRETA";1846
"240970 PEDRO AVELINO";5206
"240980 PEDRO VELHO";10062
"240990 PENDENCIAS";10045
"241000 PILOES";2666
"241010 POCO BRANCO";9858
"241020 PORTALEGRE";5489
"241025 PORTO DO MANGUE";3691
"241030 SERRA CAIADA";6016
"241040 PUREZA";5732
"241050 RAFAEL FERNANDES";3568
"241060 RAFAEL GODEIRO";2284
"241070 RIACHO DA CRUZ";2332
"241080 RIACHO DE SANTANA";3110
"241090 RIACHUELO";4975
"241100 RODOLFO FERNANDES";3278
"241105 TIBAU";2710
"241110 RUY BARBOSA";2628
"241120 SANTA CRUZ";26236
"241140 SANTANA DO MATOS";10682
"241142 SANTANA DO SERIDO";1962
"241150 SANTO ANTONIO";16233
"241160 SAO BENTO DO NORTE";2117
"241170 SAO BENTO DO TRAIRI";2772
"241180 SAO FERNANDO";2655
"241190 SAO FRANCISCO DO OESTE";2962
"241200 SAO GONCALO DO AMARANTE";63881
"241210 SAO JOAO DO SABUGI";4646
"241220 SAO JOSE DE MIPIBU";28343
"241230 SAO JOSE DO CAMPESTRE";9054
"241240 SAO JOSE DO SERIDO";3285
"241250 SAO MIGUEL";15972
"241255 SAO MIGUEL DO GOSTOSO";6004
"241260 SAO PAULO DO POTENGI";11799
"241270 SAO PEDRO";4546
"241280 SAO RAFAEL";6297
"241290 SAO TOME";8028
"241300 SAO VICENTE";4660
"241310 SENADOR ELOI DE SOUZA";4007
"241320 SENADOR GEORGINO AVELINO";2684
"241330 SERRA DE SAO BENTO";4208
"241335 SERRA DO MEL";7276
"241340 SERRA NEGRA DO NORTE";5949
"241350 SERRINHA";4694
"241355 SERRINHA DOS PINTOS";3532
"241360 SEVERIANO MELO";4456
"241370 SITIO NOVO";3679
"241380 TABOLEIRO GRANDE";1710
"241390 TAIPU";8329
"241400 TANGARA";10072
"241410 TENENTE ANANIAS";7492
"241415 TENENTE LAURENTINO CRUZ";3789
"241420 TIBAU DO SUL";8134
"241430 TIMBAUBA DOS BATISTAS";1841
"241440 TOUROS";21539
"241445 TRIUNFO POTIGUAR";2395
"241450 UMARIZAL";8064
"241460 UPANEMA";9605
"241470 VARZEA";3922
"241475 VENHA-VER";2705
"241480 VERA CRUZ";7762
"241490 VICOSA";1217
"241500 VILA FLOR";2003
"250010 AGUA BRANCA";6680
"250020 AGUIAR";4073
"250030 ALAGOA GRANDE";20607
"250040 ALAGOA NOVA";14263
"250050 ALAGOINHA";9684
"250053 ALCANTIL";3861
"250057 ALGODAO DE JANDAIRA";1672
"250060 ALHANDRA";12586
"250070 SAO JOAO DO RIO DO PEIXE";14070
"250073 AMPARO";1547
"250077 APARECIDA";5828
"250080 ARACAGI";12720
"250090 ARARA";9408
"250100 ARARUNA";13118
"250110 AREIA";17429
"250115 AREIA DE BARAUNAS";1424
"250120 AREIAL";4789
"250130 AROEIRAS";13500
"250135 ASSUNCAO";2545
"250140 BAIA DA TRAICAO";5462
"250150 BANANEIRAS";15787
"250153 BARAUNA";3090
"250157 BARRA DE SANTANA";6048
"250160 BARRA DE SANTA ROSA";10301
"250170 BARRA DE SAO MIGUEL";4186
"250180 BAYEUX";73900
"250190 BELEM";12821
"250200 BELEM DO BREJO DO CRUZ";5328
"250205 BERNARDINO BATISTA";2107
"250210 BOA VENTURA";4288
"250215 BOA VISTA";4668
"250220 BOM JESUS";1755
"250230 BOM SUCESSO";3883
"250240 BONITO DE SANTA FE";7666
"250250 BOQUEIRAO";12479
"250260 IGARACY";4529
"250270 BORBOREMA";3589
"250280 BREJO DO CRUZ";9759
"250290 BREJO DOS SANTOS";4661
"250300 CAAPORA";14008
"250310 CABACEIRAS";3770
"250320 CABEDELO";43174
"250330 CACHOEIRA DOS INDIOS";7085
"250340 CACIMBA DE AREIA";2685
"250350 CACIMBA DE DENTRO";11949
"250355 CACIMBAS";4330
"250360 CAICARA";5348
"250370 CAJAZEIRAS";44698
"250375 CAJAZEIRINHAS";2196
"250380 CALDAS BRANDAO";4157
"250390 CAMALAU";4189
"250400 CAMPINA GRANDE";292140
"250403 CAPIM";3786
"250407 CARAUBAS";2872
"250410 CARRAPATEIRA";1713
"250415 CASSERENGUE";5023
"250420 CATINGUEIRA";3506
"250430 CATOLE DO ROCHA";21813
"250435 CATURITE";3338
"250440 CONCEICAO";13653
"250450 CONDADO";4916
"250460 CONDE";14967
"250470 CONGO";3479
"250480 COREMAS";11056
"250485 COXIXOLA";1420
"250490 CRUZ DO ESPIRITO SANTO";11406
"250500 CUBATI";4940
"250510 CUITE";15007
"250520 CUITEGI";4892
"250523 CUITE DE MAMANGUAPE";4458
"250527 CURRAL DE CIMA";3730
"250530 CURRAL VELHO";1828
"250535 DAMIAO";3437
"250540 DESTERRO";5675
"250550 VISTA SERRANA";2590
"250560 DIAMANTE";4874
"250570 DONA INES";7437
"250580 DUAS ESTRADAS";2664
"250590 EMAS";2299
"250600 ESPERANCA";22740
"250610 FAGUNDES";8200
"250620 FREI MARTINHO";2277
"250625 GADO BRAVO";6006
"250630 GUARABIRA";41428
"250640 GURINHEM";10080
"250650 GURJAO";2409
"250660 IBIARA";4548
"250670 IMACULADA";7589
"250680 INGA";13201
"250690 ITABAIANA";18569
"250700 ITAPORANGA";17071
"250710 ITAPOROROCA";12376
"250720 ITATUBA";7358
"250730 JACARAU";10094
"250740 JERICO";5650
"250750 JOAO PESSOA";558488
"250760 JUAREZ TAVORA";5406
"250770 JUAZEIRINHO";11715
"250780 JUNCO DO SERIDO";4863
"250790 JURIPIRANGA";7469
"250800 JURU";7218
"250810 LAGOA";3555
"250820 LAGOA DE DENTRO";5389
"250830 LAGOA SECA";18940
"250840 LASTRO";2153
"250850 LIVRAMENTO";5086
"250855 LOGRADOURO";2890
"250860 LUCENA";8223
"250870 MAE D'AGUA";2928
"250880 MALTA";4112
"250890 MAMANGUAPE";30362
"250900 MANAIRA";7618
"250905 MARCACAO";5145
"250910 MARI";15740
"250915 MARIZOPOLIS";4601
"250920 MASSARANDUBA";9400
"250930 MATARACA";5008
"250933 MATINHAS";3057
"250937 MATO GROSSO";2020
"250939 MATUREIA";4187
"250940 MOGEIRO";9048
"250950 MONTADAS";3609
"250960 MONTE HOREBE";3290
"250970 MONTEIRO";23194
"250980 MULUNGU";6993
"250990 NATUBA";7496
"251000 NAZAREZINHO";5429
"251010 NOVA FLORESTA";7709
"251020 NOVA OLINDA";4356
"251030 NOVA PALMEIRA";3282
"251040 OLHO D'AGUA";5066
"251050 OLIVEDOS";2741
"251060 OURO VELHO";2231
"251065 PARARI";943
"251070 PASSAGEM";1645
"251080 PATOS";75186
"251090 PAULISTA";9009
"251100 PEDRA BRANCA";2691
"251110 PEDRA LAVRADA";5557
"251120 PEDRAS DE FOGO";19537
"251130 PIANCO";11744
"251140 PICUI";13329
"251150 PILAR";8121
"251160 PILOES";4871
"251170 PILOEZINHOS";3689
"251180 PIRPIRITUBA";7562
"251190 PITIMBU";11510
"251200 POCINHOS";12218
"251203 POCO DANTAS";2668
"251207 POCO DE JOSE DE MOURA";3011
"251210 POMBAL";24752
"251220 PRATA";2837
"251230 PRINCESA ISABEL";15627
"251240 PUXINANA";9400
"251250 QUEIMADAS";30045
"251260 QUIXABA";1226
"251270 REMIGIO";12768
"251272 PEDRO REGIS";4124
"251274 RIACHAO";2347
"251275 RIACHAO DO BACAMARTE";3104
"251276 RIACHAO DO POCO";3025
"251278 RIACHO DE SANTO ANTONIO";1226
"251280 RIACHO DOS CAVALOS";6273
"251290 RIO TINTO";17179
"251300 SALGADINHO";2485
"251310 SALGADO DE SAO FELIX";8808
"251315 SANTA CECILIA";4650
"251320 SANTA CRUZ";5073
"251330 SANTA HELENA";4119
"251335 SANTA INES";2563
"251340 SANTA LUZIA";11096
"251350 SANTANA DE MANGUEIRA";3848
"251360 SANTANA DOS GARROTES";5477
"251365 JOCA CLAUDINO";1987
"251370 SANTA RITA";87767
"251380 SANTA TERESINHA";3389
"251385 SANTO ANDRE";2068
"251390 SAO BENTO";22869
"251392 SAO BENTINHO";3125
"251394 SAO DOMINGOS DO CARIRI";1827
"251396 SAO DOMINGOS";2201
"251398 SAO FRANCISCO";2644
"251400 SAO JOAO DO CARIRI";3334
"251410 SAO JOAO DO TIGRE";3126
"251420 SAO JOSE DA LAGOA TAPADA";5717
"251430 SAO JOSE DE CAIANA";4152
"251440 SAO JOSE DE ESPINHARAS";3516
"251445 SAO JOSE DOS RAMOS";3952
"251450 SAO JOSE DE PIRANHAS";14149
"251455 SAO JOSE DE PRINCESA";3093
"251460 SAO JOSE DO BONFIM";2360
"251465 SAO JOSE DO BREJO DO CRUZ";1228
"251470 SAO JOSE DO SABUGI";3042
"251480 SAO JOSE DOS CORDEIROS";2948
"251490 SAO MAMEDE";5922
"251500 SAO MIGUEL DE TAIPU";4732
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";8070
"251520 SAO SEBASTIAO DO UMBUZEIRO";2398
"251530 SAPE";36971
"251540 SAO VICENTE DO SERIDO";7155
"251550 SERRA BRANCA";9925
"251560 SERRA DA RAIZ";2314
"251570 SERRA GRANDE";2190
"251580 SERRA REDONDA";5257
"251590 SERRARIA";4391
"251593 SERTAOZINHO";3241
"251597 SOBRADO";5477
"251600 SOLANEA";19433
"251610 SOLEDADE";10062
"251615 SOSSEGO";2237
"251620 SOUSA";49842
"251630 SUME";12302
"251640 TACIMA";7756
"251650 TAPEROA";10884
"251660 TAVARES";10145
"251670 TEIXEIRA";9997
"251675 TENORIO";2049
"251680 TRIUNFO";6860
"251690 UIRAUNA";11186
"251700 UMBUZEIRO";6764
"251710 VARZEA";1952
"251720 VIEIROPOLIS";3911
"251740 ZABELE";1523
"260005 ABREU E LIMA";71366
"260010 AFOGADOS DA INGAZEIRA";25792
"260020 AFRANIO";12367
"260030 AGRESTINA";16607
"260040 AGUA PRETA";22752
"260050 AGUAS BELAS";27163
"260060 ALAGOINHA";10072
"260070 ALIANCA";27363
"260080 ALTINHO";16810
"260090 AMARAJI";15650
"260100 ANGELIM";7220
"260105 ARACOIABA";12886
"260110 ARARIPINA";52982
"260120 ARCOVERDE";49465
"260130 BARRA DE GUABIRABA";9015
"260140 BARREIROS";28102
"260150 BELEM DE MARIA";7662
"260160 BELEM DE SAO FRANCISCO";13914
"260170 BELO JARDIM";53358
"260180 BETANIA";8471
"260190 BEZERROS";44820
"260200 BODOCO";23981
"260210 BOM CONSELHO";31674
"260220 BOM JARDIM";28026
"260230 BONITO";26553
"260240 BREJAO";6269
"260250 BREJINHO";5371
"260260 BREJO DA MADRE DE DEUS";31781
"260270 BUENOS AIRES";9191
"260280 BUIQUE";33967
"260290 CABO DE SANTO AGOSTINHO";137701
"260300 CABROBO";21370
"260310 CACHOEIRINHA";14036
"260320 CAETES";18463
"260330 CALCADO";7858
"260340 CALUMBI";4117
"260345 CAMARAGIBE";110378
"260350 CAMOCIM DE SAO FELIX";12537
"260360 CAMUTANGA";5975
"260370 CANHOTINHO";16808
"260380 CAPOEIRAS";13851
"260390 CARNAIBA";13477
"260392 CARNAUBEIRA DA PENHA";7599
"260400 CARPINA";56472
"260410 CARUARU";236224
"260415 CASINHAS";9964
"260420 CATENDE";26143
"260430 CEDRO";7653
"260440 CHA DE ALEGRIA";9019
"260450 CHA GRANDE";14754
"260460 CONDADO";17143
"260470 CORRENTES";12450
"260480 CORTES";8646
"260490 CUMARU";12956
"260500 CUPIRA";17231
"260510 CUSTODIA";25069
"260515 DORMENTES";11988
"260520 ESCADA";46364
"260530 EXU";22030
"260540 FEIRA NOVA";15095
"260545 FERNANDO DE NORONHA";1638
"260550 FERREIROS";8493
"260560 FLORES";16303
"260570 FLORESTA";20326
"260580 FREI MIGUELINHO";10982
"260590 GAMELEIRA";19400
"260600 GARANHUNS";94690
"260610 GLORIA DO GOITA";21134
"260620 GOIANA";55987
"260630 GRANITO";4754
"260640 GRAVATA";57286
"260650 IATI";12501
"260660 IBIMIRIM";18497
"260670 IBIRAJUBA";5437
"260680 IGARASSU";76236
"260690 IGUARACY";8731
"260700 INAJA";12481
"260710 INGAZEIRA";3304
"260720 IPOJUCA";56718
"260730 IPUBI";18551
"260740 ITACURUBA";3015
"260750 ITAIBA";18156
"260760 ILHA DE ITAMARACA";13137
"260765 ITAMBE";25537
"260770 ITAPETIM";10613
"260775 ITAPISSUMA";16359
"260780 ITAQUITINGA";11200
"260790 JABOATAO DOS GUARARAPES";490193
"260795 JAQUEIRA";7798
"260800 JATAUBA";11086
"260805 JATOBA";10087
"260810 JOAO ALFREDO";22724
"260820 JOAQUIM NABUCO";10910
"260825 JUCATI";7424
"260830 JUPI";9857
"260840 JUREMA";9986
"260845 LAGOA DO CARRO";11801
"260850 LAGOA DE ITAENGA";14761
"260860 LAGOA DO OURO";8420
"260870 LAGOA DOS GATOS";11001
"260875 LAGOA GRANDE";15307
"260880 LAJEDO";26678
"260890 LIMOEIRO";41256
"260900 MACAPARANA";17506
"260910 MACHADOS";9676
"260915 MANARI";11532
"260920 MARAIAL";7957
"260930 MIRANDIBA";9834
"260940 MORENO";42518
"260950 NAZARE DA MATA";23333
"260960 OLINDA";293996
"260970 OROBO";16795
"260980 OROCO";9027
"260990 OURICURI";43753
"261000 PALMARES";42095
"261010 PALMEIRINA";5784
"261020 PANELAS";17891
"261030 PARANATAMA";7666
"261040 PARNAMIRIM";14223
"261050 PASSIRA";21321
"261060 PAUDALHO";36990
"261070 PAULISTA";232351
"261080 PEDRA";14772
"261090 PESQUEIRA";45161
"261100 PETROLANDIA";22570
"261110 PETROLINA";209108
"261120 POCAO";7883
"261130 POMBOS";17970
"261140 PRIMAVERA";9437
"261150 QUIPAPA";16500
"261153 QUIXABA";4893
"261160 RECIFE";1209607
"261170 RIACHO DAS ALMAS";14305
"261180 RIBEIRAO";32195
"261190 RIO FORMOSO";15723
"261200 SAIRE";8322
"261210 SALGADINHO";7044
"261220 SALGUEIRO";40231
"261230 SALOA";10957
"261240 SANHARO";15373
"261245 SANTA CRUZ";9342
