"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"280280 INDIAROBA";271,36;249,36;190,28;205,03;434,49;...;219,10
"280290 ITABAIANA";535,57;314,92;747,04;370,71;260,71;...;433,11
"280300 ITABAIANINHA";274,66;264,91;228,62;235,65;255,00;...;249,38
"280310 ITABI";315,80;265,99;172,16;251,94;...;...;273,39
"280320 ITAPORANGA D'AJUDA";266,19;232,71;205,45;220,41;152,75;...;230,94
"280330 JAPARATUBA";279,22;435,71;293,09;275,69;512,26;...;287,84
"280340 JAPOATA";254,66;304,15;323,12;235,63;...;...;244,40
"280350 LAGARTO";416,41;322,95;444,31;331,18;339,27;...;357,94
"280360 LARANJEIRAS";263,45;334,58;191,30;261,41;483,62;...;275,29
"280370 MACAMBIRA";342,44;292,21;287,71;263,50;...;...;281,47
"280380 MALHADA DOS BOIS";231,91;316,10;300,63;260,46;...;...;258,83
"280390 MALHADOR";346,36;297,30;...;294,12;...;...;307,48
"280400 MARUIM";321,86;266,44;376,62;305,67;176,37;...;302,76
"280410 MOITA BONITA";365,60;292,26;223,35;296,69;...;...;324,71
"280420 MONTE ALEGRE DE SERGIPE";226,11;208,93;173,42;208,69;225,00;...;213,62
"280430 MURIBECA";281,48;281,20;203,97;286,72;304,74;...;284,12
"280440 NEOPOLIS";342,27;273,80;317,44;255,13;321,67;...;277,28
"280445 NOSSA SENHORA APARECIDA";273,39;292,71;1143,42;253,06;3000,00;...;262,71
"280450 NOSSA SENHORA DA GLORIA";327,20;549,85;317,22;290,28;524,61;...;310,09
"280460 NOSSA SENHORA DAS DORES";354,06;205,34;335,13;257,40;381,66;...;287,16
"280470 NOSSA SENHORA DE LOURDES";302,01;196,37;425,20;237,21;...;...;257,96
"280480 NOSSA SENHORA DO SOCORRO";405,62;314,88;367,15;349,22;290,71;...;358,22
"280490 PACATUBA";199,93;261,50;253,80;184,33;-;...;190,68
"280500 PEDRA MOLE";363,40;480,37;343,16;312,33;...;...;331,92
"280510 PEDRINHAS";317,89;223,97;242,73;265,47;306,59;...;271,83
"280520 PINHAO";309,83;309,75;172,71;287,28;...;...;292,99
"280530 PIRAMBU";276,64;155,22;209,22;258,63;157,50;...;254,06
"280540 POCO REDONDO";195,28;245,90;198,70;196,26;300,00;...;197,86
"280550 POCO VERDE";278,12;247,66;697,31;250,47;515,00;...;261,68
"280560 PORTO DA FOLHA";280,62;215,13;180,12;186,81;113,10;...;219,28
"280570 PROPRIA";434,15;359,64;406,64;369,28;455,03;...;390,62
"280580 RIACHAO DO DANTAS";215,20;223,34;226,96;204,86;...;...;207,85
"280590 RIACHUELO";395,73;275,80;538,55;292,07;...;...;309,68
"280600 RIBEIROPOLIS";392,44;296,46;504,93;323,66;238,41;...;352,34
"280610 ROSARIO DO CATETE";341,73;393,72;334,69;313,66;727,50;...;332,76
"280620 SALGADO";402,96;250,86;234,78;285,13;556,92;...;310,24
"280630 SANTA LUZIA DO ITANHY";241,39;188,74;142,37;182,24;...;...;192,48
"280640 SANTANA DO SAO FRANCISCO";210,82;217,67;190,74;240,63;...;...;230,25
"280650 SANTA ROSA DE LIMA";231,96;212,23;267,33;193,44;...;...;205,47
"280660 SANTO AMARO DAS BROTAS";362,12;278,27;494,56;356,52;168,73;...;349,94
"280670 SAO CRISTOVAO";405,47;341,47;429,50;379,38;482,85;...;381,89
"280680 SAO DOMINGOS";274,97;207,31;231,79;286,97;174,00;...;279,74
"280690 SAO FRANCISCO";306,56;262,26;133,33;255,96;...;...;264,05
"280700 SAO MIGUEL DO ALEIXO";347,55;216,07;34,00;258,14;...;...;279,22
"280710 SIMAO DIAS";350,79;279,38;419,96;258,82;537,97;...;290,16
"280720 SIRIRI";302,07;299,06;279,48;248,88;310,14;...;264,01
"280730 TELHA";292,46;203,74;143,05;250,92;186,80;...;256,72
"280740 TOBIAS BARRETO";375,93;274,74;348,01;332,18;351,81;...;343,61
"280750 TOMAR DO GERU";195,83;203,87;135,41;205,53;167,02;...;202,09
"280760 UMBAUBA";310,20;274,22;218,27;255,50;...;...;268,46
"290010 ABAIRA";309,58;286,24;220,61;259,82;190,33;...;282,20
"290020 ABARE";329,66;196,84;149,10;202,32;166,66;...;214,86
"290030 ACAJUTIBA";301,71;221,43;292,36;240,20;140,11;...;251,46
"290035 ADUSTINA";221,84;216,72;234,04;196,85;315,67;...;206,69
"290040 AGUA FRIA";248,73;202,58;264,28;210,78;150,33;...;212,96
"290050 ERICO CARDOSO";295,77;227,20;369,60;241,54;...;...;258,28
"290060 AIQUARA";329,71;227,34;160,32;295,25;...;...;283,25
"290070 ALAGOINHAS";733,37;418,89;587,34;521,48;586,36;255,00;535,00
"290080 ALCOBACA";555,00;292,22;585,33;320,23;147,60;...;351,75
"290090 ALMADINA";322,75;224,79;192,79;256,39;88,08;...;260,79
"290100 AMARGOSA";601,40;256,43;544,82;316,64;256,34;...;362,00
"290110 AMELIA RODRIGUES";587,10;332,47;203,35;328,86;380,63;...;350,28
"290115 AMERICA DOURADA";197,89;202,93;167,75;166,57;64,16;...;178,50
"290120 ANAGE";245,20;226,08;145,46;245,67;255,00;...;243,51
"290130 ANDARAI";310,37;220,30;167,73;213,42;...;...;224,89
"290135 ANDORINHA";334,23;276,66;649,29;279,35;409,40;...;300,44
"290140 ANGICAL";253,87;267,89;190,51;246,10;240,00;...;249,62
"290150 ANGUERA";422,08;244,50;286,29;253,98;...;...;266,07
"290160 ANTAS";336,17;183,00;846,07;221,07;510,00;...;265,65
"290170 ANTONIO CARDOSO";307,72;207,31;285,43;254,76;...;...;232,56
"290180 ANTONIO GONCALVES";362,64;259,17;174,12;276,69;...;...;292,89
"290190 APORA";236,40;170,00;144,61;183,43;...;...;194,73
"290195 APUAREMA";273,00;247,43;472,36;239,35;...;...;247,37
"290200 ARACATU";352,58;274,49;366,22;299,17;395,74;...;316,35
"290205 ARACAS";299,70;220,36;188,43;211,42;128,23;...;222,69
"290210 ARACI";244,12;193,31;229,33;206,01;943,73;80,53;213,85
"290220 ARAMARI";298,14;224,47;286,72;280,69;...;...;267,91
"290225 ARATACA";263,40;217,58;135,69;259,56;172,50;...;252,87
"290230 ARATUIPE";351,68;255,18;171,66;271,71;80,89;...;275,03
"290240 AURELINO LEAL";301,42;227,62;235,85;247,33;...;...;249,13
"290250 BAIANOPOLIS";259,34;214,25;185,82;222,52;...;...;232,30
"290260 BAIXA GRANDE";268,45;195,18;235,72;235,99;...;...;236,73
"290265 BANZAE";302,99;232,95;273,39;203,21;110,88;...;221,44
"290270 BARRA";217,11;177,98;178,61;168,53;800,00;...;177,95
"290280 BARRA DA ESTIVA";271,41;232,33;605,77;262,96;510,00;...;266,34
"290290 BARRA DO CHOCA";289,37;257,92;244,16;244,34;322,32;...;258,55
"290300 BARRA DO MENDES";304,41;294,33;139,57;284,53;14,89;...;290,14
"290310 BARRA DO ROCHA";318,38;265,99;256,14;276,09;341,83;...;281,03
"290320 BARREIRAS";818,37;488,00;839,42;506,24;572,64;...;594,07
"290323 BARRO ALTO";250,93;277,17;268,79;241,17;214,00;...;246,60
"290327 BARROCAS";324,97;244,07;218,44;264,26;195,49;...;279,28
"290330 BARRO PRETO";363,80;228,78;578,55;283,29;210,95;...;284,73
"290340 BELMONTE";432,90;276,22;253,38;249,93;243,02;...;277,80
"290350 BELO CAMPO";332,36;214,25;232,64;235,50;...;...;260,64
"290360 BIRITINGA";245,34;177,68;256,62;203,15;634,11;...;205,97
"290370 BOA NOVA";245,29;206,15;260,53;208,04;...;...;219,12
"290380 BOA VISTA DO TUPIM";185,38;168,77;202,49;200,54;131,78;...;191,17
"290390 BOM JESUS DA LAPA";566,60;255,33;402,19;313,40;247,31;...;359,93
"290395 BOM JESUS DA SERRA";233,51;172,70;226,01;217,60;201,28;...;220,22
"290400 BONINAL";294,66;239,66;229,56;247,69;...;...;255,16
"290405 BONITO";264,66;224,41;204,38;241,71;243,45;...;244,53
"290410 BOQUIRA";286,71;267,83;253,18;254,68;...;...;264,54
"290420 BOTUPORA";274,22;184,85;185,77;214,00;445,00;...;227,75
"290430 BREJOES";316,82;244,14;169,07;225,12;539,08;...;247,93
"290440 BREJOLANDIA";239,00;223,78;129,62;208,26;...;...;218,47
"290450 BROTAS DE MACAUBAS";271,52;193,20;297,38;234,49;318,60;...;243,98
"290460 BRUMADO";490,97;370,12;326,79;327,24;256,69;...;398,87
"290470 BUERAREMA";426,83;227,97;390,91;284,36;405,55;...;299,28
"290475 BURITIRAMA";198,63;172,38;150,50;167,20;199,83;...;173,63
"290480 CAATIBA";323,50;234,82;206,76;280,12;...;...;286,15
"290485 CABACEIRAS DO PARAGUACU";309,41;190,33;402,05;193,53;510,00;...;207,62
"290490 CACHOEIRA";524,26;286,23;263,27;379,50;330,56;...;356,00
"290500 CACULE";459,71;312,98;337,88;331,76;596,25;...;381,07
"290510 CAEM";300,50;170,55;148,24;213,96;350,00;...;218,74
"290515 CAETANOS";224,16;322,52;117,81;214,64;...;...;220,35
"290520 CAETITE";556,88;346,51;353,63;290,35;396,60;...;401,90
"290530 CAFARNAUM";348,82;242,03;260,12;223,10;...;...;246,37
"290540 CAIRU";438,89;291,44;232,31;311,57;182,71;...;323,16
"290550 CALDEIRAO GRANDE";249,24;259,43;168,25;188,09;240,90;...;205,27
"290560 CAMACAN";777,70;230,28;267,95;257,41;185,27;...;335,52
"290570 CAMACARI";815,69;466,43;474,31;470,96;681,55;...;527,75
"290580 CAMAMU";461,60;214,42;171,58;239,20;274,29;...;260,17
"290590 CAMPO ALEGRE DE LOURDES";264,98;171,31;154,84;182,06;...;...;198,07
"290600 CAMPO FORMOSO";313,12;217,65;404,87;249,38;828,79;...;264,91
"290610 CANAPOLIS";216,02;336,20;117,14;197,15;277,67;...;211,80
"290620 CANARANA";300,55;257,38;221,31;229,70;330,00;...;248,69
"290630 CANAVIEIRAS";406,81;249,06;233,38;306,00;593,58;...;316,20
"290640 CANDEAL";355,18;225,63;209,30;240,15;...;...;250,09
"290650 CANDEIAS";462,98;408,51;552,09;443,46;658,80;...;437,17
"290660 CANDIBA";326,63;236,54;281,29;275,01;150,59;...;288,99
"290670 CANDIDO SALES";305,69;259,35;230,87;245,33;...;...;262,48
"290680 CANSANCAO";273,39;160,33;201,41;193,27;170,11;...;210,40
"290682 CANUDOS";257,53;245,64;228,71;241,20;156,53;...;244,60
"290685 CAPELA DO ALTO ALEGRE";301,69;252,68;185,40;293,68;130,00;...;291,82
"290687 CAPIM GROSSO";455,78;251,66;322,37;353,89;1090,51;...;371,99
"290689 CARAIBAS";289,56;338,38;289,45;261,39;...;...;275,25
"290690 CARAVELAS";519,74;356,79;230,93;336,86;611,00;...;366,78
"290700 CARDEAL DA SILVA";267,76;174,27;175,69;194,45;218,51;...;195,99
"290710 CARINHANHA";250,28;219,74;174,91;189,53;...;...;205,18
"290720 CASA NOVA";329,96;281,19;309,29;262,23;224,32;...;285,91
"290730 CASTRO ALVES";564,35;253,12;160,69;276,60;70,62;...;303,96
"290740 CATOLANDIA";284,92;318,31;230,24;214,75;620,00;...;242,36
"290750 CATU";596,19;434,23;422,30;440,74;...;...;458,94
"290755 CATURAMA";258,06;300,94;274,27;200,78;...;...;231,30
"290760 CENTRAL";275,50;202,20;113,76;212,56;396,94;...;228,23
"290770 CHORROCHO";321,50;249,66;190,54;228,64;...;...;244,52
"290780 CICERO DANTAS";391,78;209,04;446,99;257,34;440,00;...;308,76
"290790 CIPO";304,12;275,85;2500,00;291,84;115,37;...;293,97
"290800 COARACI";487,77;364,64;139,16;291,48;222,00;...;337,37
"290810 COCOS";313,40;215,35;337,32;211,15;98,07;...;252,80
"290820 CONCEICAO DA FEIRA";598,36;284,97;122,68;351,87;168,14;...;339,32
"290830 CONCEICAO DO ALMEIDA";556,44;224,50;203,81;264,75;510,00;...;280,52
"290840 CONCEICAO DO COITE";391,25;238,10;318,93;275,39;269,88;...;302,28
"290850 CONCEICAO DO JACUIPE";681,00;344,61;336,56;383,55;860,97;...;398,26
"290860 CONDE";343,52;201,93;296,05;229,03;...;...;240,91
"290870 CONDEUBA";279,53;280,74;246,06;246,07;97,50;-;257,34
"290880 CONTENDAS DO SINCORA";339,85;320,27;234,22;263,89;...;...;288,39
"290890 CORACAO DE MARIA";402,13;237,20;160,74;241,93;...;...;253,88
"290900 CORDEIROS";274,66;209,54;1836,67;253,73;...;...;260,39
"290910 CORIBE";293,10;204,88;169,64;208,33;...;...;232,10
"290920 CORONEL JOAO SA";252,04;236,03;358,69;226,96;192,46;...;236,05
"290930 CORRENTINA";366,57;192,14;242,28;255,46;336,67;...;280,83
"290940 COTEGIPE";321,65;208,70;273,61;203,97;152,78;...;231,54
"290950 CRAVOLANDIA";319,65;213,09;146,35;246,40;-;...;257,25
"290960 CRISOPOLIS";264,84;240,63;157,39;204,68;...;...;221,68
"290970 CRISTOPOLIS";248,80;210,64;160,14;231,89;...;...;235,16
"290980 CRUZ DAS ALMAS";874,36;367,81;316,96;411,64;200,25;...;462,99
"290990 CURACA";263,39;203,90;223,57;228,06;150,06;...;231,10
"291000 DARIO MEIRA";270,88;195,29;238,87;177,72;358,78;...;197,92
"291005 DIAS D'AVILA";630,41;364,90;372,37;397,35;399,33;...;431,04
"291010 DOM BASILIO";270,87;378,03;452,48;196,44;...;...;240,40
"291020 DOM MACEDO COSTA";359,47;228,12;544,63;344,79;-;...;321,67
"291030 ELISIO MEDRADO";417,27;313,08;173,76;257,76;333,91;...;310,46
"291040 ENCRUZILHADA";273,16;192,25;325,95;190,91;66,75;...;211,07
"291050 ENTRE RIOS";521,95;226,28;461,94;287,10;9881,31;...;313,99
"291060 ESPLANADA";474,75;292,31;286,85;251,40;214,15;...;299,75
"291070 EUCLIDES DA CUNHA";337,84;234,94;190,53;250,52;148,39;...;265,79
"291072 EUNAPOLIS";876,90;397,54;445,62;460,63;406,70;...;563,87
"291075 FATIMA";260,76;257,65;201,01;241,26;...;...;248,44
"291077 FEIRA DA MATA";228,48;240,08;247,41;183,13;...;...;205,01
"291080 FEIRA DE SANTANA";1208,84;412,63;583,56;543,48;320,56;160,00;646,63
"291085 FILADELFIA";284,41;223,39;244,38;233,41;338,20;...;242,98
"291090 FIRMINO ALVES";374,57;309,04;264,75;306,88;297,96;...;324,23
"291100 FLORESTA AZUL";256,77;228,06;252,80;230,32;141,14;...;235,58
"291110 FORMOSA DO RIO PRETO";365,65;217,15;854,27;249,98;281,07;...;274,58
"291120 GANDU";626,75;382,74;207,97;399,81;424,66;...;435,91
"291125 GAVIAO";286,58;208,17;265,48;269,33;...;...;267,22
"291130 GENTIO DO OURO";208,02;206,50;34,85;202,66;...;...;204,85
"291140 GLORIA";272,48;301,33;240,09;261,85;159,66;...;259,05
"291150 GONGOGI";255,75;237,32;191,05;224,00;302,60;...;230,28
"291160 GOVERNADOR MANGABEIRA";1029,13;234,59;202,01;266,74;165,71;...;318,38
"291165 GUAJERU";242,95;302,03;189,82;237,00;510,00;...;240,57
"291170 GUANAMBI";670,36;297,85;437,65;388,56;382,30;...;487,92
"291180 GUARATINGA";271,94;323,31;130,46;242,90;340,83;...;254,97
"291185 HELIOPOLIS";233,20;224,73;249,60;240,28;...;...;236,45
"291190 IACU";434,57;266,18;237,50;271,68;...;...;297,68
"291200 IBIASSUCE";376,96;318,77;243,50;326,84;263,33;...;346,05
"291210 IBICARAI";417,08;337,96;333,19;304,90;352,20;...;333,95
"291220 IBICOARA";427,50;252,39;197,71;260,70;203,33;...;295,76
"291230 IBICUI";321,75;260,38;226,17;297,65;...;...;300,54
"291240 IBIPEBA";283,54;227,49;575,37;293,20;294,64;...;285,56
"291250 IBIPITANGA";254,89;213,66;284,88;240,07;91,00;...;246,39
"291260 IBIQUERA";251,56;162,49;217,86;176,50;...;...;187,80
"291270 IBIRAPITANGA";308,45;222,48;226,04;267,13;585,00;...;259,36
"291280 IBIRAPUA";554,57;316,17;826,19;387,85;427,74;...;426,29
"291290 IBIRATAIA";396,91;230,10;243,72;255,84;...;...;274,11
"291300 IBITIARA";292,90;194,13;268,39;232,77;62,50;...;240,52
"291310 IBITITA";294,10;214,45;203,56;231,53;...;...;247,44
"291320 IBOTIRAMA";434,96;232,78;208,79;320,89;224,22;...;330,88
"291330 ICHU";418,05;239,99;212,05;236,74;310,67;...;293,91
"291340 IGAPORA";382,37;207,37;284,36;245,53;504,02;...;295,31
"291345 IGRAPIUNA";359,39;267,64;275,94;231,26;244,22;...;261,81
"291350 IGUAI";303,29;223,72;355,59;230,14;...;...;251,12
"291360 ILHEUS";920,13;444,24;762,30;503,71;357,82;...;571,51
"291370 INHAMBUPE";351,49;206,09;190,88;234,21;-;...;251,95
"291380 IPECAETA";220,05;155,41;159,23;179,74;...;...;182,34
"291390 IPIAU";1414,84;307,25;363,77;377,97;648,33;...;556,17
"291400 IPIRA";353,65;239,31;237,96;243,96;210,76;...;264,97
"291410 IPUPIARA";253,27;202,43;655,60;253,09;350,00;...;253,10
"291420 IRAJUBA";334,56;213,07;353,37;192,94;200,00;...;233,04
"291430 IRAMAIA";248,45;253,22;200,82;223,17;190,92;...;232,57
"291440 IRAQUARA";345,37;286,50;133,94;210,46;...;...;241,06
"291450 IRARA";535,94;265,26;220,51;291,69;2727,73;...;301,54
"291460 IRECE";585,95;361,84;475,68;437,73;142,89;...;478,42
"291465 ITABELA";617,84;331,29;452,46;277,38;110,61;...;347,91
"291470 ITABERABA";467,56;317,22;532,62;424,51;258,99;...;416,68
"291480 ITABUNA";859,13;447,04;654,97;518,53;474,90;...;585,24
"291490 ITACARE";644,85;236,83;215,01;288,32;361,04;...;318,63
"291500 ITAETE";324,03;207,42;215,25;200,90;25,00;...;221,97
"291510 ITAGI";245,02;208,96;335,47;226,78;237,14;...;228,82
"291520 ITAGIBA";304,55;241,22;240,72;244,08;437,24;...;257,36
"291530 ITAGIMIRIM";389,43;326,24;374,51;310,16;93,50;...;330,20
"291535 ITAGUACU DA BAHIA";310,95;204,69;142,29;231,63;141,66;...;244,59
"291540 ITAJU DO COLONIA";310,69;259,98;117,09;269,24;257,27;...;274,63
"291550 ITAJUIPE";426,87;329,40;486,31;334,22;183,13;...;349,99
"291560 ITAMARAJU";648,94;384,71;574,07;381,68;355,45;...;421,76
"291570 ITAMARI";364,91;278,34;...;319,07;178,49;...;317,47
"291580 ITAMBE";346,10;270,24;344,56;299,35;263,48;...;307,25
"291590 ITANAGRA";330,42;347,16;179,41;246,65;880,33;...;279,17
"291600 ITANHEM";458,98;341,49;749,92;346,98;306,88;...;381,90
"291610 ITAPARICA";876,77;357,71;503,26;356,90;149,33;...;404,91
"291620 ITAPE";325,03;225,44;171,16;269,55;443,47;...;273,13
"291630 ITAPEBI";314,44;248,19;173,75;262,98;163,74;...;266,35
"291640 ITAPETINGA";651,69;416,41;556,31;441,24;506,00;...;497,69
"291650 ITAPICURU";199,78;204,37;239,94;177,36;-;...;182,98
"291660 ITAPITANGA";235,67;223,53;260,10;212,99;...;...;218,19
"291670 ITAQUARA";258,12;218,36;209,10;205,13;...;...;219,90
"291680 ITARANTIM";477,07;276,19;321,00;293,81;377,50;...;344,15
"291685 ITATIM";237,06;204,17;219,13;244,11;319,83;...;237,46
"291690 ITIRUCU";445,58;286,75;362,28;257,47;...;...;303,40
"291700 ITIUBA";235,84;172,92;225,97;197,94;-;...;203,35
"291710 ITORORO";377,95;312,22;466,85;297,05;429,05;...;317,27
"291720 ITUACU";282,83;289,18;279,58;248,81;110,20;...;265,23
"291730 ITUBERA";432,58;257,16;387,67;333,58;426,88;...;331,18
"291733 IUIU";272,35;235,02;222,04;239,11;184,99;...;246,35
"291735 JABORANDI";362,38;216,78;159,80;240,56;...;...;275,18
"291740 JACARACI";284,63;371,96;312,71;274,76;...;...;280,88
"291750 JACOBINA";546,80;334,80;375,75;367,69;311,12;...;402,96
"291760 JAGUAQUARA";385,11;239,47;272,24;264,40;230,54;...;292,29
"291770 JAGUARARI";738,37;447,12;271,56;324,32;319,23;...;427,92
"291780 JAGUARIPE";615,83;211,06;194,05;206,11;...;...;244,36
"291790 JANDAIRA";275,63;181,40;172,07;177,77;169,33;...;186,16
"291800 JEQUIE";608,42;339,41;436,64;427,07;263,40;...;463,19
"291810 JEREMOABO";299,44;240,69;237,24;247,42;161,67;...;260,71
"291820 JIQUIRICA";316,67;216,88;475,42;237,01;170,00;...;252,10
"291830 JITAUNA";316,07;242,09;526,99;248,05;129,09;...;260,60
"291835 JOAO DOURADO";317,96;279,13;301,40;258,48;253,00;156,56;275,85
"291840 JUAZEIRO";603,69;396,63;628,51;404,14;398,20;...;456,91
"291845 JUCURUCU";189,14;195,91;310,77;176,73;...;...;179,62
"291850 JUSSARA";270,99;183,92;207,68;225,62;...;...;233,64
"291855 JUSSARI";257,87;245,32;265,23;293,49;251,87;...;279,98
"291860 JUSSIAPE";381,79;248,90;232,35;300,61;51,60;...;332,66
"291870 LAFAIETE COUTINHO";383,85;249,68;172,14;262,63;317,30;...;283,79
"291875 LAGOA REAL";240,11;233,44;273,09;199,99;...;...;221,57
"291880 LAJE";323,99;203,68;551,05;227,45;144,64;...;238,16
"291890 LAJEDAO";788,77;361,59;266,79;330,97;...;...;447,05
"291900 LAJEDINHO";276,57;168,41;142,28;195,48;...;...;205,28
"291905 LAJEDO DO TABOCAL";239,81;234,22;179,13;231,05;196,63;...;233,30
"291910 LAMARAO";177,90;164,02;124,32;183,46;738,34;...;179,67
"291915 LAPAO";302,41;210,33;128,49;224,43;347,61;...;241,72
"291920 LAURO DE FREITAS";2148,62;494,55;736,12;749,68;583,37;...;998,63
"291930 LENCOIS";721,44;268,99;236,60;322,37;1004,12;...;359,51
"291940 LICINIO DE ALMEIDA";307,87;351,74;112,57;285,45;...;...;296,16
"291950 LIVRAMENTO DE NOSSA SENHORA";355,74;246,36;276,97;268,64;243,42;...;302,93
"291955 LUIS EDUARDO MAGALHAES";1558,32;440,25;867,92;495,05;468,92;...;847,87
"291960 MACAJUBA";228,17;208,25;145,54;168,02;...;...;183,18
"291970 MACARANI";418,59;280,37;401,52;316,39;199,69;...;345,26
"291980 MACAUBAS";294,93;163,97;292,72;228,28;237,67;...;249,16
"291990 MACURURE";302,87;220,32;207,02;216,95;215,62;...;234,70
"291992 MADRE DE DEUS";568,85;569,44;407,96;443,46;297,67;...;476,61
"291995 MAETINGA";291,23;243,86;...;257,80;...;...;267,31
"292000 MAIQUINIQUE";364,93;284,31;333,75;273,94;...;...;298,98
"292010 MAIRI";386,95;296,55;427,72;244,39;384,00;...;283,19
"292020 MALHADA";265,79;223,95;678,08;199,50;20,00;...;217,30
"292030 MALHADA DE PEDRAS";272,20;207,74;166,00;215,69;256,00;...;240,76
"292040 MANOEL VITORINO";245,84;254,85;183,00;205,17;34,00;...;221,01
"292045 MANSIDAO";188,74;141,73;180,11;175,06;...;...;173,65
"292050 MARACAS";358,30;248,35;295,01;257,08;397,06;...;286,65
"292060 MARAGOGIPE";344,27;314,95;335,58;270,68;...;...;293,43
"292070 MARAU";1785,64;230,88;191,10;295,83;286,00;...;429,96
"292080 MARCIONILIO SOUZA";214,26;209,50;174,86;183,56;...;...;190,51
"292090 MASCOTE";403,43;232,05;187,52;218,62;391,91;...;251,72
"292100 MATA DE SAO JOAO";1112,86;333,78;309,47;341,42;226,25;...;423,79
"292105 MATINA";279,18;192,79;243,44;202,26;...;...;222,18
"292110 MEDEIROS NETO";530,02;354,70;298,43;323,72;615,98;...;379,63
"292120 MIGUEL CALMON";429,86;212,76;244,18;239,50;510,00;...;276,36
"292130 MILAGRES";400,76;276,06;305,12;280,17;514,06;...;308,73
"292140 MIRANGABA";228,55;159,80;136,66;189,01;127,50;...;190,43
"292145 MIRANTE";222,59;292,43;151,76;195,02;...;...;208,10
"292150 MONTE SANTO";211,87;194,10;209,11;184,64;160,45;...;195,67
"292160 MORPARA";275,92;233,65;147,49;194,25;52,25;...;215,54
"292170 MORRO DO CHAPEU";330,50;228,30;214,90;221,06;872,31;...;246,77
"292180 MORTUGABA";391,90;312,41;309,48;297,70;...;...;328,47
"292190 MUCUGE";438,91;252,53;397,19;266,72;2680,94;...;309,97
"292200 MUCURI";988,06;304,37;791,54;418,04;416,65;...;524,15
"292205 MULUNGU DO MORRO";207,84;212,17;222,91;195,12;228,00;...;199,13
"292210 MUNDO NOVO";769,59;226,08;140,80;239,13;...;...;341,84
"292220 MUNIZ FERREIRA";387,68;238,66;124,28;285,68;...;...;292,31
"292225 MUQUEM DE SAO FRANCISCO";176,79;160,69;234,13;162,39;115,34;...;164,40
"292230 MURITIBA";694,19;341,30;424,98;346,00;219,00;...;388,56
"292240 MUTUIPE";406,18;214,17;359,55;423,96;229,98;...;371,14
"292250 NAZARE";688,96;253,21;395,84;400,49;163,67;...;408,25
"292260 NILO PECANHA";290,40;198,88;319,50;183,12;...;...;200,94
"292265 NORDESTINA";194,30;173,35;157,99;184,76;153,60;...;186,38
"292270 NOVA CANAA";284,41;262,98;171,66;224,09;...;...;244,81
"292273 NOVA FATIMA";320,44;228,16;266,87;276,31;84,11;...;282,77
"292275 NOVA IBIA";604,56;250,75;374,05;361,95;2166,67;...;377,42
"292280 NOVA ITARANA";223,43;153,21;226,87;178,22;274,01;...;185,26
"292285 NOVA REDENCAO";264,20;223,38;202,55;211,19;...;...;220,57
"292290 NOVA SOURE";330,09;198,15;119,68;223,83;170,00;...;238,53
"292300 NOVA VICOSA";875,89;297,84;1147,13;345,49;315,99;...;464,88
