"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"315733 SANTA CRUZ DE MINAS";516,32;417,39;475,22;444,89;...;...;481,61
"315737 SANTA CRUZ DE SALINAS";256,60;349,19;...;231,39;...;...;241,34
"315740 SANTA CRUZ DO ESCALVADO";480,78;267,08;344,18;337,93;333,32;...;371,51
"315750 SANTA EFIGENIA DE MINAS";341,44;230,63;260,92;272,03;290,00;...;286,87
"315760 SANTA FE DE MINAS";586,01;232,90;416,78;260,23;...;...;308,76
"315765 SANTA HELENA DE MINAS";246,04;236,53;279,62;222,92;86,12;...;210,55
"315770 SANTA JULIANA";781,12;675,95;774,16;553,65;...;...;703,33
"315780 SANTA LUZIA";659,97;487,55;518,76;496,37;494,98;...;539,72
"315790 SANTA MARGARIDA";482,82;339,75;409,76;316,27;...;...;397,27
"315800 SANTA MARIA DE ITABIRA";570,77;306,87;222,90;317,18;...;...;376,44
"315810 SANTA MARIA DO SALTO";369,89;244,07;241,53;302,63;625,00;...;318,95
"315820 SANTA MARIA DO SUACUI";517,44;281,06;761,80;358,44;1020,00;...;391,20
"315830 SANTANA DA VARGEM";649,09;393,37;1089,05;463,21;1700,00;...;553,14
"315840 SANTANA DE CATAGUASES";493,76;322,65;280,06;336,44;...;...;432,46
"315850 SANTANA DE PIRAPAMA";413,19;302,44;610,09;358,13;...;...;371,12
"315860 SANTANA DO DESERTO";539,64;368,45;297,60;368,13;...;...;440,53
"315870 SANTANA DO GARAMBEU";477,44;255,62;...;454,63;...;...;447,99
"315880 SANTANA DO JACARE";539,54;394,88;620,62;385,52;...;...;469,23
"315890 SANTANA DO MANHUACU";419,41;277,79;269,91;328,36;...;...;356,30
"315895 SANTANA DO PARAISO";527,80;490,77;361,99;467,54;561,45;...;486,66
"315900 SANTANA DO RIACHO";510,04;463,93;377,19;362,65;...;...;414,19
"315910 SANTANA DOS MONTES";371,19;304,06;398,76;331,33;933,33;...;347,40
"315920 SANTA RITA DE CALDAS";605,62;431,25;271,28;556,71;...;...;590,95
"315930 SANTA RITA DE JACUTINGA";594,29;346,94;312,35;387,75;4440,38;...;531,98
"315935 SANTA RITA DE MINAS";440,79;300,85;450,53;365,41;1020,00;...;388,97
"315940 SANTA RITA DE IBITIPOCA";493,79;268,32;...;282,86;...;...;389,59
"315950 SANTA RITA DO ITUETO";405,31;309,49;239,69;309,98;...;...;347,57
"315960 SANTA RITA DO SAPUCAI";811,58;465,10;352,21;460,46;630,00;...;713,39
"315970 SANTA ROSA DA SERRA";714,03;447,87;322,32;504,74;103,00;...;597,27
"315980 SANTA VITORIA";832,51;489,75;840,53;568,22;534,97;...;692,67
"315990 SANTO ANTONIO DO AMPARO";530,29;331,97;329,39;361,27;444,16;...;425,79
"316000 SANTO ANTONIO DO AVENTUREIRO";551,92;299,87;213,79;360,80;...;...;470,44
"316010 SANTO ANTONIO DO GRAMA";479,88;268,74;457,89;345,89;...;...;381,43
"316020 SANTO ANTONIO DO ITAMBE";354,82;181,60;182,91;215,65;...;...;224,15
"316030 SANTO ANTONIO DO JACINTO";362,96;253,71;723,34;261,82;512,56;...;284,26
"316040 SANTO ANTONIO DO MONTE";898,65;464,79;466,88;521,69;...;...;779,64
"316045 SANTO ANTONIO DO RETIRO";177,92;149,30;...;165,55;...;...;168,23
"316050 SANTO ANTONIO DO RIO ABAIXO";547,35;246,15;315,70;290,22;...;...;369,52
"316060 SANTO HIPOLITO";1059,94;306,29;566,00;316,15;...;...;429,61
"316070 SANTOS DUMONT";697,82;352,38;211,58;445,37;501,63;...;564,05
"316080 SAO BENTO ABADE";548,10;658,85;651,14;354,18;...;...;454,45
"316090 SAO BRAS DO SUACUI";497,82;309,94;369,12;443,31;...;...;450,74
"316095 SAO DOMINGOS DAS DORES";381,35;322,23;...;295,91;...;...;327,75
"316100 SAO DOMINGOS DO PRATA";743,72;323,66;898,25;428,12;470,43;...;525,54
"316105 SAO FELIX DE MINAS";331,08;218,37;447,21;306,32;...;...;308,60
"316110 SAO FRANCISCO";484,21;238,19;306,45;290,64;146,90;...;319,15
"316120 SAO FRANCISCO DE PAULA";554,73;347,28;295,37;399,75;...;...;482,60
"316130 SAO FRANCISCO DE SALES";748,91;371,60;430,49;490,20;...;...;623,61
"316140 SAO FRANCISCO DO GLORIA";478,76;334,58;472,11;427,81;...;...;446,98
"316150 SAO GERALDO";550,93;372,14;325,08;363,60;...;...;468,28
"316160 SAO GERALDO DA PIEDADE";726,69;256,49;250,00;331,87;...;...;387,47
"316165 SAO GERALDO DO BAIXIO";470,99;347,06;288,56;360,17;...;...;395,75
"316170 SAO GONCALO DO ABAETE";566,59;329,27;582,33;454,11;620,00;...;498,33
"316180 SAO GONCALO DO PARA";602,61;492,94;522,71;470,46;1344,00;...;550,76
"316190 SAO GONCALO DO RIO ABAIXO";660,73;339,83;549,42;352,38;...;...;424,80
"316200 SAO GONCALO DO SAPUCAI";744,62;321,90;836,14;499,99;717,00;...;644,49
"316210 SAO GOTARDO";773,04;498,33;10756,65;560,90;280,67;...;782,11
"316220 SAO JOAO BATISTA DO GLORIA";723,81;396,31;...;525,96;422,81;...;667,99
"316225 SAO JOAO DA LAGOA";329,66;299,77;217,39;262,03;...;...;278,59
"316230 SAO JOAO DA MATA";527,18;510,12;...;510,21;...;...;525,15
"316240 SAO JOAO DA PONTE";269,26;239,74;288,51;250,72;...;...;255,32
"316245 SAO JOAO DAS MISSOES";274,55;178,89;716,85;245,57;139,65;...;177,36
"316250 SAO JOAO DEL REI";903,46;486,78;1095,75;565,27;760,81;...;756,25
"316255 SAO JOAO DO MANHUACU";638,27;306,33;337,57;388,90;...;...;475,38
"316257 SAO JOAO DO MANTENINHA";450,09;316,34;602,82;323,84;...;...;367,70
"316260 SAO JOAO DO ORIENTE";467,12;340,37;190,00;355,00;221,14;...;397,00
"316265 SAO JOAO DO PACUI";793,13;218,13;111,31;240,32;...;...;343,07
"316270 SAO JOAO DO PARAISO";316,48;429,75;319,32;277,92;...;...;293,74
"316280 SAO JOAO EVANGELISTA";553,93;334,01;252,43;318,53;...;...;372,23
"316290 SAO JOAO NEPOMUCENO";719,97;408,40;430,53;473,00;231,15;...;604,62
"316292 SAO JOAQUIM DE BICAS";597,58;498,84;366,44;415,97;764,00;...;482,85
"316294 SAO JOSE DA BARRA";766,65;459,88;954,99;576,21;230,00;...;709,04
"316295 SAO JOSE DA LAPA";652,71;495,07;736,44;441,03;346,05;...;515,39
"316300 SAO JOSE DA SAFIRA";476,69;254,39;549,74;301,59;36,67;...;329,57
"316310 SAO JOSE DA VARGINHA";627,29;478,99;199,40;463,10;...;...;542,57
"316320 SAO JOSE DO ALEGRE";580,82;435,25;290,72;429,44;266,80;...;531,71
"316330 SAO JOSE DO DIVINO";501,95;359,83;340,28;347,50;267,50;...;388,83
"316340 SAO JOSE DO GOIABAL";634,27;296,58;1945,93;414,15;...;...;473,65
"316350 SAO JOSE DO JACURI";373,61;310,64;417,22;269,95;...;...;297,53
"316360 SAO JOSE DO MANTIMENTO";410,31;224,99;436,79;281,96;...;...;345,90
"316370 SAO LOURENCO";919,13;529,02;485,88;526,55;258,52;...;805,32
"316380 SAO MIGUEL DO ANTA";477,57;306,08;...;299,76;294,54;...;368,43
"316390 SAO PEDRO DA UNIAO";554,37;472,09;534,91;379,77;...;...;538,31
"316400 SAO PEDRO DOS FERROS";538,73;326,76;395,22;347,16;...;...;404,10
"316410 SAO PEDRO DO SUACUI";477,60;273,07;598,32;321,05;...;...;356,07
"316420 SAO ROMAO";500,53;217,71;245,07;269,59;...;...;300,16
"316430 SAO ROQUE DE MINAS";657,18;429,52;423,94;527,35;...;...;615,10
"316440 SAO SEBASTIAO DA BELA VISTA";645,26;401,98;441,43;441,52;...;...;569,05
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";425,04;275,20;...;358,57;...;...;404,47
"316447 SAO SEBASTIAO DO ANTA";351,97;326,69;275,06;306,44;...;...;320,99
"316450 SAO SEBASTIAO DO MARANHAO";304,75;305,06;383,96;254,82;...;...;265,76
"316460 SAO SEBASTIAO DO OESTE";569,16;318,15;377,64;467,15;...;...;528,20
"316470 SAO SEBASTIAO DO PARAISO";866,74;476,48;1864,83;548,05;819,21;...;764,63
"316480 SAO SEBASTIAO DO RIO PRETO";660,56;270,35;471,61;384,10;...;...;486,41
"316490 SAO SEBASTIAO DO RIO VERDE";477,42;381,78;...;334,00;...;...;437,95
"316500 SAO TIAGO";548,63;375,76;322,68;354,94;102,98;...;478,90
"316510 SAO TOMAS DE AQUINO";659,41;413,26;909,44;495,98;940,42;...;586,99
"316520 SAO THOME DAS LETRAS";469,60;327,18;425,38;357,35;1075,00;...;422,27
"316530 SAO VICENTE DE MINAS";780,14;308,39;356,69;344,03;330,18;...;525,72
"316540 SAPUCAI-MIRIM";519,71;346,93;1225,70;368,75;...;...;494,25
"316550 SARDOA";392,17;303,49;406,89;289,41;142,86;...;321,61
"316553 SARZEDO";744,41;537,30;601,07;598,89;...;...;639,98
"316555 SETUBINHA";310,26;209,05;189,88;212,54;...;...;224,12
"316556 SEM-PEIXE";396,42;338,27;445,84;386,02;...;...;384,22
"316557 SENADOR AMARAL";363,64;306,85;766,73;509,08;...;...;383,22
"316560 SENADOR CORTES";972,78;298,28;212,82;280,33;...;...;576,27
"316570 SENADOR FIRMINO";471,30;313,58;353,49;350,23;...;...;422,15
"316580 SENADOR JOSE BENTO";517,79;314,48;235,37;372,85;...;...;490,51
"316590 SENADOR MODESTINO GONCALVES";286,34;254,07;262,79;264,91;...;255,00;269,57
"316600 SENHORA DE OLIVEIRA";419,57;283,59;201,63;250,05;...;...;336,08
"316610 SENHORA DO PORTO";399,58;232,24;360,44;303,34;...;...;319,75
"316620 SENHORA DOS REMEDIOS";310,43;225,64;211,52;251,02;...;...;285,91
"316630 SERICITA";388,13;284,20;343,61;310,34;196,67;...;337,31
"316640 SERITINGA";495,87;400,74;...;416,54;...;...;470,64
"316650 SERRA AZUL DE MINAS";204,66;179,95;597,77;226,64;...;...;221,79
"316660 SERRA DA SAUDADE";541,44;395,91;...;457,07;...;...;490,63
"316670 SERRA DOS AIMORES";659,84;346,35;311,71;388,82;351,84;...;457,46
"316680 SERRA DO SALITRE";773,13;789,84;625,75;593,64;...;...;706,69
"316690 SERRANIA";544,08;309,21;469,60;351,10;680,00;...;463,37
"316695 SERRANOPOLIS DE MINAS";327,35;323,34;458,97;368,32;...;...;351,46
"316700 SERRANOS";456,87;269,47;344,67;367,58;...;...;419,52
"316710 SERRO";1182,43;235,06;314,11;347,18;...;...;454,10
"316720 SETE LAGOAS";1145,66;515,29;661,37;657,26;1028,28;...;801,73
"316730 SILVEIRANIA";477,15;365,92;253,02;327,56;...;...;430,76
"316740 SILVIANOPOLIS";710,99;397,30;1275,94;357,04;...;...;644,38
"316750 SIMAO PEREIRA";599,89;287,01;...;400,10;...;...;434,82
"316760 SIMONESIA";432,09;347,16;292,36;341,10;229,96;...;376,72
"316770 SOBRALIA";380,45;306,90;403,56;312,08;-;...;339,17
"316780 SOLEDADE DE MINAS";543,21;531,01;234,40;405,89;127,50;...;515,39
"316790 TABULEIRO";566,07;330,28;484,73;396,64;...;...;501,73
"316800 TAIOBEIRAS";518,24;287,66;815,18;373,60;...;...;424,23
"316805 TAPARUBA";379,47;257,79;...;319,65;...;...;341,32
"316810 TAPIRA";846,51;512,27;2817,61;965,12;333,33;...;891,58
"316820 TAPIRAI";591,14;431,28;340,67;402,14;...;...;510,34
"316830 TAQUARACU DE MINAS";492,15;368,97;474,21;407,99;247,50;...;429,48
"316840 TARUMIRIM";422,33;300,75;235,75;307,89;...;...;350,27
"316850 TEIXEIRAS";596,10;303,96;7144,74;391,16;250,00;...;562,28
"316860 TEOFILO OTONI";980,05;388,96;711,25;463,56;995,15;...;600,77
"316870 TIMOTEO";1011,01;516,52;535,46;656,79;1042,50;...;777,81
"316880 TIRADENTES";997,23;410,09;414,04;546,23;824,96;...;800,19
"316890 TIROS";661,88;363,44;451,42;466,50;170,00;...;603,33
"316900 TOCANTINS";659,86;390,82;491,76;478,98;460,79;...;552,17
"316905 TOCOS DO MOJI";488,13;397,89;420,00;454,50;...;...;484,35
"316910 TOLEDO";494,58;328,54;469,30;394,28;180,00;...;481,20
"316920 TOMBOS";816,23;340,44;399,35;436,06;683,51;...;604,63
"316930 TRES CORACOES";1043,87;421,58;1145,36;484,55;418,65;...;743,40
"316935 TRES MARIAS";845,98;405,44;667,85;559,77;...;...;633,54
"316940 TRES PONTAS";880,55;390,74;434,96;460,13;-;...;667,11
"316950 TUMIRITINGA";450,87;318,54;237,38;327,61;869,28;...;356,36
"316960 TUPACIGUARA";795,67;390,43;503,86;517,32;...;...;653,91
"316970 TURMALINA";497,88;431,95;1110,20;398,03;128,40;...;443,62
"316980 TURVOLANDIA";696,54;1585,70;1767,38;428,25;...;...;649,56
"316990 UBA";897,88;474,07;512,27;517,58;454,20;...;713,40
"317000 UBAI";346,71;190,39;213,37;223,70;...;...;244,82
"317005 UBAPORANGA";388,94;356,12;221,59;304,99;...;...;337,22
"317010 UBERABA";1143,08;607,85;831,85;657,12;977,17;...;955,49
"317020 UBERLANDIA";1185,71;650,19;1058,51;720,79;574,93;...;974,42
"317030 UMBURATIBA";354,95;240,82;366,74;328,54;325,54;...;328,81
"317040 UNAI";896,65;611,75;905,88;525,09;447,39;...;680,14
"317043 UNIAO DE MINAS";584,19;453,92;513,53;428,55;...;...;507,22
"317047 URUANA DE MINAS";438,36;323,69;363,21;312,50;...;...;343,53
"317050 URUCANIA";538,64;330,26;323,28;358,79;...;...;393,83
"317052 URUCUIA";345,38;288,93;309,58;237,13;...;...;257,75
"317057 VARGEM ALEGRE";426,34;286,71;259,44;408,32;...;...;402,77
"317060 VARGEM BONITA";541,22;355,35;466,25;454,03;...;...;506,13
"317065 VARGEM GRANDE DO RIO PARDO";295,15;293,57;168,56;238,57;...;...;260,77
"317070 VARGINHA";1122,71;515,81;850,02;594,33;514,85;...;894,06
"317075 VARJAO DE MINAS";596,41;399,16;700,15;466,93;866,67;...;521,08
"317080 VARZEA DA PALMA";558,44;295,19;344,50;355,76;...;...;395,99
"317090 VARZELANDIA";274,57;220,09;355,82;219,82;140,00;...;234,20
"317100 VAZANTE";784,17;440,28;424,19;550,51;...;...;633,27
"317103 VERDELANDIA";288,00;187,70;328,70;223,68;...;...;228,50
"317107 VEREDINHA";321,70;392,60;409,54;272,22;638,00;...;292,16
"317110 VERISSIMO";527,39;418,18;981,90;533,65;...;...;516,83
"317115 VERMELHO NOVO";390,61;287,81;31,44;325,08;...;...;345,58
"317120 VESPASIANO";643,65;503,16;500,56;474,56;383,62;...;525,50
"317130 VICOSA";1216,56;468,59;945,00;608,55;439,69;...;872,59
"317140 VIEIRAS";428,89;278,36;449,82;320,66;...;...;378,98
"317150 MATHIAS LOBATO";439,11;229,29;178,56;286,84;...;...;299,91
"317160 VIRGEM DA LAPA";396,10;318,53;287,82;274,76;...;...;299,54
"317170 VIRGINIA";422,66;374,48;152,13;351,11;...;...;411,64
"317180 VIRGINOPOLIS";566,12;292,51;593,25;341,28;...;...;410,73
"317190 VIRGOLANDIA";415,33;336,70;478,81;285,87;...;...;323,93
"317200 VISCONDE DO RIO BRANCO";850,78;409,40;671,64;502,96;253,33;...;653,29
"317210 VOLTA GRANDE";777,82;275,17;253,42;415,58;488,57;...;503,51
"317220 WENCESLAU BRAZ";461,88;444,73;...;355,93;...;...;439,73
"320010 AFONSO CLAUDIO";568,99;337,02;594,28;390,56;531,90;...;486,47
"320013 AGUIA BRANCA";646,62;371,79;1918,29;381,33;...;...;485,14
"320016 AGUA DOCE DO NORTE";468,15;269,11;415,07;333,24;1020,00;...;372,33
"320020 ALEGRE";832,80;476,90;459,42;470,32;657,31;...;648,15
"320030 ALFREDO CHAVES";704,64;468,76;443,62;470,87;230,55;...;629,41
"320035 ALTO RIO NOVO";541,61;268,67;493,64;344,46;...;...;407,63
"320040 ANCHIETA";734,52;473,20;634,01;484,64;342,01;...;585,93
"320050 APIACA";603,42;285,54;309,65;384,33;...;...;480,05
"320060 ARACRUZ";969,87;550,49;921,31;544,67;283,09;...;678,33
"320070 ATILIO VIVACQUA";586,32;420,87;766,79;377,61;255,00;...;477,16
"320080 BAIXO GUANDU";534,89;385,24;617,78;490,74;748,55;510,00;502,06
"320090 BARRA DE SAO FRANCISCO";665,00;427,23;407,27;427,41;210,00;...;507,24
"320100 BOA ESPERANCA";610,07;362,83;573,52;390,28;...;...;459,22
"320110 BOM JESUS DO NORTE";697,87;361,67;242,66;489,19;191,25;...;577,03
"320115 BREJETUBA";473,14;344,17;456,36;332,75;548,34;...;396,28
"320120 CACHOEIRO DE ITAPEMIRIM";996,46;455,77;494,05;528,92;736,68;...;750,81
"320130 CARIACICA";749,36;548,44;593,41;514,45;586,03;...;593,92
"320140 CASTELO";743,21;325,75;607,31;466,21;469,12;...;631,45
"320150 COLATINA";952,27;456,41;1027,04;642,78;591,80;...;775,72
"320160 CONCEICAO DA BARRA";578,75;329,46;451,77;382,23;387,15;...;419,01
"320170 CONCEICAO DO CASTELO";659,39;399,42;512,57;444,45;159,86;...;553,57
"320180 DIVINO DE SAO LOURENCO";421,13;252,35;254,56;315,05;398,33;...;376,39
"320190 DOMINGOS MARTINS";588,64;388,93;501,53;425,56;125,00;...;543,44
"320200 DORES DO RIO PRETO";446,99;219,61;304,70;309,28;218,61;...;389,46
"320210 ECOPORANGA";551,79;298,44;536,33;359,33;...;...;399,09
"320220 FUNDAO";852,91;495,64;709,99;510,95;875,58;...;642,09
"320225 GOVERNADOR LINDENBERG";631,22;312,95;314,78;401,28;...;...;505,24
"320230 GUACUI";759,25;316,29;584,80;381,55;500,00;...;584,13
"320240 GUARAPARI";1061,83;457,82;714,77;634,23;532,16;...;799,30
"320245 IBATIBA";496,92;403,01;717,31;397,17;385,87;...;453,74
"320250 IBIRACU";1154,15;390,64;738,71;454,76;...;...;748,25
"320255 IBITIRAMA";425,87;226,88;297,73;261,81;...;...;352,25
"320260 ICONHA";716,69;411,98;565,37;532,10;...;...;657,76
"320265 IRUPI";527,35;291,59;650,12;418,38;...;...;478,78
"320270 ITAGUACU";596,66;377,89;688,80;428,71;331,62;...;516,86
"320280 ITAPEMIRIM";462,21;313,30;451,85;367,12;240,00;...;410,34
"320290 ITARANA";633,34;373,10;53,00;580,78;430,00;...;605,28
"320300 IUNA";586,86;310,07;265,56;392,06;718,76;...;490,62
"320305 JAGUARE";834,19;292,10;698,71;398,29;323,15;...;534,49
"320310 JERONIMO MONTEIRO";737,63;326,42;414,36;402,20;...;...;563,14
"320313 JOAO NEIVA";1009,55;527,01;449,58;676,75;345,87;...;824,82
"320316 LARANJA DA TERRA";430,85;353,19;250,00;337,21;80,00;...;406,09
"320320 LINHARES";1033,91;476,55;589,24;523,18;1174,77;...;704,03
"320330 MANTENOPOLIS";504,18;346,66;164,83;380,78;750,00;...;411,61
"320332 MARATAIZES";553,18;454,03;1245,05;462,95;537,79;...;519,27
"320334 MARECHAL FLORIANO";752,63;507,23;862,06;561,07;704,70;...;671,42
"320335 MARILANDIA";601,27;350,29;624,77;380,52;692,93;...;508,97
"320340 MIMOSO DO SUL";629,54;365,86;478,38;423,14;2195,31;...;517,38
"320350 MONTANHA";757,14;535,30;435,65;449,13;294,89;...;540,92
"320360 MUCURICI";429,97;359,20;498,43;345,34;...;...;366,95
"320370 MUNIZ FREIRE";483,15;286,53;300,77;337,77;405,00;...;414,05
"320380 MUQUI";678,08;338,88;946,30;378,03;...;...;520,82
"320390 NOVA VENECIA";741,17;579,01;470,43;451,02;497,71;...;584,21
"320400 PANCAS";557,04;320,14;407,40;378,14;1595,71;...;447,51
"320405 PEDRO CANARIO";524,94;354,61;449,32;399,10;433,91;170,00;424,93
"320410 PINHEIROS";694,99;394,73;388,19;434,23;510,00;...;494,70
"320420 PIUMA";690,85;523,22;507,25;530,75;471,75;...;609,20
"320425 PONTO BELO";420,07;343,94;364,47;373,42;361,66;...;382,03
"320430 PRESIDENTE KENNEDY";460,35;290,58;515,81;396,74;...;...;408,37
"320435 RIO BANANAL";672,76;384,54;761,58;389,18;407,44;...;539,06
"320440 RIO NOVO DO SUL";663,96;405,21;...;480,06;...;...;582,66
"320450 SANTA LEOPOLDINA";434,72;583,85;510,00;370,34;296,27;...;417,78
"320455 SANTA MARIA DE JETIBA";584,46;751,44;959,15;584,55;2527,66;...;592,68
"320460 SANTA TERESA";767,59;477,97;429,36;577,00;...;...;700,06
"320465 SAO DOMINGOS DO NORTE";672,23;378,50;3010,91;419,18;189,00;...;544,36
"320470 SAO GABRIEL DA PALHA";911,88;1113,70;439,66;642,44;407,44;...;783,89
"320480 SAO JOSE DO CALCADO";668,07;316,07;686,33;361,47;240,88;...;507,91
"320490 SAO MATEUS";1086,21;473,23;928,90;530,07;429,11;...;682,37
"320495 SAO ROQUE DO CANAA";617,69;390,25;137,50;416,66;...;...;548,92
"320500 SERRA";908,44;589,86;697,28;572,86;611,68;...;680,02
"320501 SOORETAMA";600,65;392,22;388,58;371,75;510,00;...;437,41
"320503 VARGEM ALTA";553,12;367,15;498,21;396,34;861,47;...;478,18
"320506 VENDA NOVA DO IMIGRANTE";868,00;431,80;594,43;533,29;510,00;...;742,78
"320510 VIANA";606,06;423,63;535,76;443,21;425,29;...;490,88
"320515 VILA PAVAO";493,52;375,66;413,69;383,38;...;...;444,50
"320517 VILA VALERIO";644,29;320,45;440,55;495,26;250,00;...;560,15
"320520 VILA VELHA";1625,18;765,07;974,51;864,90;811,19;255,00;1190,67
"320530 VITORIA";2647,35;833,34;1519,24;1089,31;927,88;...;1820,97
"330010 ANGRA DOS REIS";857,72;670,86;487,13;658,81;425,05;101,80;760,36
"330015 APERIBE";546,10;435,93;166,73;373,20;...;...;495,56
"330020 ARARUAMA";880,25;435,33;468,84;490,47;819,70;510,00;657,25
"330022 AREAL";735,92;353,07;589,01;401,64;...;...;560,51
"330023 ARMACAO DOS BUZIOS";998,55;520,42;451,92;573,31;...;...;794,15
"330025 ARRAIAL DO CABO";789,93;664,25;555,41;562,27;269,38;...;695,95
"330030 BARRA DO PIRAI";917,60;462,52;464,52;585,44;374,36;...;700,64
"330040 BARRA MANSA";839,81;507,70;697,19;526,10;628,39;...;684,80
"330045 BELFORD ROXO";518,35;420,90;456,89;434,21;463,13;22,40;458,59
"330050 BOM JARDIM";696,84;372,13;876,82;435,10;150,00;...;620,12
"330060 BOM JESUS DO ITABAPOANA";913,64;369,46;594,43;476,51;691,71;...;704,66
"330070 CABO FRIO";1033,18;535,98;571,50;600,83;768,09;255,00;799,30
"330080 CACHOEIRAS DE MACACU";751,70;420,37;712,06;480,44;117,57;...;589,48
"330090 CAMBUCI";598,79;346,69;790,11;357,53;...;...;495,56
"330093 CARAPEBUS";675,58;524,18;511,32;569,34;450,00;...;604,45
"330095 COMENDADOR LEVY GASPARIAN";688,44;366,83;574,50;474,80;340,00;...;535,42
"330100 CAMPOS DOS GOYTACAZES";863,42;397,73;563,36;485,11;731,13;147,84;653,81
"330110 CANTAGALO";818,91;346,03;392,69;521,42;834,33;...;632,34
"330115 CARDOSO MOREIRA";510,28;279,93;515,47;378,33;377,00;...;448,88
"330120 CARMO";700,54;358,85;570,50;421,22;345,36;...;544,15
"330130 CASIMIRO DE ABREU";887,25;478,68;1391,19;637,95;733,98;...;742,57
"330140 CONCEICAO DE MACABU";789,34;451,68;376,80;482,38;455,00;...;605,92
"330150 CORDEIRO";913,45;396,37;802,79;539,28;350,00;...;719,73
"330160 DUAS BARRAS";631,77;331,64;351,97;457,67;533,33;...;533,48
"330170 DUQUE DE CAXIAS";673,00;463,30;508,04;498,61;559,28;...;555,28
"330180 ENGENHEIRO PAULO DE FRONTIN";619,63;377,06;310,04;427,54;378,34;...;515,02
"330185 GUAPIMIRIM";754,15;422,33;334,14;477,21;740,00;...;575,83
"330187 IGUABA GRANDE";967,57;525,62;1663,46;537,79;723,33;...;765,45
"330190 ITABORAI";708,38;450,45;682,50;491,50;486,00;...;565,20
"330200 ITAGUAI";698,06;497,95;712,58;516,14;294,66;...;586,90
"330205 ITALVA";675,55;398,16;543,46;482,36;513,17;...;588,08
"330210 ITAOCARA";680,77;332,13;1595,31;450,49;...;...;593,57
"330220 ITAPERUNA";846,63;399,67;546,24;528,81;676,02;196,67;664,25
"330225 ITATIAIA";919,03;589,00;809,51;585,19;928,00;...;754,07
"330227 JAPERI";425,69;349,04;357,76;379,37;264,54;...;386,61
"330230 LAJE DO MURIAE";618,26;291,74;269,35;367,46;...;...;444,67
"330240 MACAE";1441,68;693,05;1290,18;773,47;886,49;...;1047,01
"330245 MACUCO";785,18;336,08;256,30;347,31;...;...;560,84
"330250 MAGE";658,33;433,93;749,57;493,17;912,69;344,06;547,50
"330260 MANGARATIBA";962,49;731,90;931,53;649,88;1350,00;...;795,39
"330270 MARICA";996,27;723,38;869,16;704,92;1171,12;...;868,95
"330280 MENDES";804,79;542,27;309,26;470,19;8800,00;...;641,39
"330285 MESQUITA";728,22;542,08;570,42;538,02;742,25;6,60;607,27
"330290 MIGUEL PEREIRA";1084,28;467,39;1044,49;501,25;545,16;...;786,18
"330300 MIRACEMA";892,66;333,56;309,83;457,31;332,49;...;604,34
"330310 NATIVIDADE";871,71;391,20;657,50;472,99;510,00;...;646,66
"330320 NILOPOLIS";833,90;580,03;621,46;643,71;525,38;...;716,24
"330330 NITEROI";2500,01;820,96;1551,78;1041,82;3569,38;1021,02;1951,11
"330340 NOVA FRIBURGO";1000,98;506,81;791,85;577,80;1194,06;...;880,31
"330350 NOVA IGUACU";696,90;467,27;546,86;462,25;511,58;...;549,14
"330360 PARACAMBI";642,50;465,84;510,02;490,18;990,00;...;556,34
"330370 PARAIBA DO SUL";803,48;390,23;315,23;423,60;...;...;590,83
"330380 PARATY";897,75;447,05;522,19;561,55;305,97;...;716,24
"330385 PATY DO ALFERES";793,82;336,15;554,30;355,19;642,38;...;551,03
"330390 PETROPOLIS";1105,34;449,77;567,09;549,20;961,82;...;891,61
"330395 PINHEIRAL";763,68;465,35;653,63;515,47;576,78;...;624,47
"330400 PIRAI";811,60;428,73;454,51;478,75;...;...;625,68
"330410 PORCIUNCULA";870,78;377,07;442,69;441,31;...;...;608,21
"330411 PORTO REAL";688,05;429,81;478,86;515,70;265,64;...;572,83
"330412 QUATIS";663,93;403,58;318,26;414,36;422,72;...;528,91
"330414 QUEIMADOS";526,01;405,95;409,42;424,75;1104,15;...;455,44
"330415 QUISSAMA";775,59;537,28;1779,98;485,78;500,00;...;602,35
"330420 RESENDE";1132,46;581,33;1384,57;629,01;739,89;305,72;891,18
"330430 RIO BONITO";808,19;409,29;508,23;469,66;427,20;...;606,98
"330440 RIO CLARO";678,56;503,01;616,92;470,04;...;...;596,28
"330450 RIO DAS FLORES";702,41;304,20;538,90;361,63;...;...;494,09
"330452 RIO DAS OSTRAS";1228,22;651,65;673,73;842,77;1143,64;...;1024,70
"330455 RIO DE JANEIRO";2007,55;751,34;1199,86;806,36;1296,89;8757,56;1421,76
"330460 SANTA MARIA MADALENA";673,58;374,87;433,89;368,72;...;...;509,63
"330470 SANTO ANTONIO DE PADUA";804,31;364,45;752,98;474,37;1150,00;...;645,02
"330475 SAO FRANCISCO DE ITABAPOANA";401,14;295,36;797,55;308,71;-;...;353,99
"330480 SAO FIDELIS";606,26;377,57;344,95;518,50;...;...;557,37
"330490 SAO GONCALO";744,33;553,47;598,46;563,02;522,96;106,70;640,71
"330500 SAO JOAO DA BARRA";565,31;423,48;727,06;512,62;669,72;...;542,22
"330510 SAO JOAO DE MERITI";666,78;501,66;551,05;519,39;539,79;297,60;568,72
