"Município";"População não alfabetizada"
"411160 IVATUBA";338
"411170 JABOTI";725
"411180 JACAREZINHO";5189
"411190 JAGUAPITA";1453
"411200 JAGUARIAIVA";2816
"411210 JANDAIA DO SUL";2097
"411220 JANIOPOLIS";1706
"411230 JAPIRA";926
"411240 JAPURA";861
"411250 JARDIM ALEGRE";3532
"411260 JARDIM OLINDA";213
"411270 JATAIZINHO";1311
"411275 JESUITAS";1498
"411280 JOAQUIM TAVORA";1449
"411290 JUNDIAI DO SUL";825
"411295 JURANDA";1223
"411300 JUSSARA";760
"411310 KALORE";904
"411320 LAPA";3202
"411330 LARANJEIRAS DO SUL";5642
"411340 LEOPOLIS";675
"411345 LINDOESTE";925
"411350 LOANDA";2344
"411360 LOBATO";468
"411370 LONDRINA";29849
"411373 LUIZIANA";1428
"411375 LUNARDELLI";1240
"411380 LUPIONOPOLIS";736
"411390 MALLET";592
"411400 MAMBORE";2111
"411410 MANDAGUACU";2066
"411420 MANDAGUARI";3121
"411430 MANDIRITUBA";2898
"411440 MANGUEIRINHA";2427
"411450 MANOEL RIBAS";1780
"411460 MARECHAL CANDIDO RONDON";2046
"411470 MARIA HELENA";1532
"411480 MARIALVA";2368
"411490 MARILANDIA DO SUL";1960
"411500 MARILENA";911
"411510 MARILUZ";1868
"411520 MARINGA";15264
"411530 MARIOPOLIS";635
"411540 MARMELEIRO";1674
"411550 MARUMBI";687
"411560 MATELANDIA";1878
"411570 MATINHOS";529
"411580 MEDIANEIRA";2473
"411590 MIRADOR";365
"411600 MIRASELVA";836
"411605 MISSAL";550
"411610 MOREIRA SALES";2899
"411620 MORRETES";1183
"411630 MUNHOZ DE MELO";627
"411640 NOSSA SENHORA DAS GRACAS";646
"411650 NOVA ALIANCA DO IVAI";272
"411660 NOVA AMERICA DA COLINA";686
"411670 NOVA AURORA";1882
"411680 NOVA CANTU";1928
"411690 NOVA ESPERANCA";2920
"411700 NOVA FATIMA";1370
"411710 NOVA LONDRINA";1386
"411720 NOVA OLIMPIA";1004
"411722 NOVA SANTA ROSA";308
"411725 NOVA PRATA DO IGUACU";1737
"411727 NOVA TEBAS";3375
"411730 ORTIGUEIRA";6742
"411740 OURIZONA";559
"411745 OURO VERDE DO OESTE";651
"411750 PAICANDU";2747
"411760 PALMAS";3789
"411770 PALMEIRA";1735
"411780 PALMITAL";3856
"411790 PALOTINA";2141
"411800 PARAISO DO NORTE";1353
"411810 PARANACITY";1270
"411820 PARANAGUA";6095
"411830 PARANAPOEMA";437
"411840 PARANAVAI";6833
"411850 PATO BRANCO";3661
"411860 PAULA FREITAS";329
"411870 PAULO FRONTIN";388
"411880 PEABIRU";1917
"411890 PEROLA";2194
"411900 PEROLA D'OESTE";1045
"411910 PIEN";461
"411920 PINHALAO";1040
"411930 PINHAO";4957
"411940 PIRAI DO SUL";1853
"411950 PIRAQUARA";6891
"411960 PITANGA";8405
"411970 PLANALTINA DO PARANA";557
"411980 PLANALTO";1327
"411990 PONTA GROSSA";12885
"412000 PORECATU";1912
"412010 PORTO AMAZONAS";353
"412020 PORTO RICO";561
"412030 PORTO VITORIA";288
"412035 PRANCHITA";802
"412040 PRESIDENTE CASTELO BRANCO";600
"412050 PRIMEIRO DE MAIO";1676
"412060 PRUDENTOPOLIS";3442
"412070 QUATIGUA";715
"412080 QUATRO BARRAS";717
"412090 QUEDAS DO IGUACU";3108
"412100 QUERENCIA DO NORTE";1749
"412110 QUINTA DO SOL";926
"412120 QUITANDINHA";1728
"412130 RANCHO ALEGRE";652
"412140 REALEZA";1643
"412150 REBOUCAS";976
"412160 RENASCENCA";753
"412170 RESERVA";4730
"412180 RIBEIRAO CLARO";1663
"412190 RIBEIRAO DO PINHAL";2360
"412200 RIO AZUL";854
"412210 RIO BOM";846
"412220 RIO BRANCO DO SUL";6046
"412230 RIO NEGRO";1450
"412240 ROLANDIA";4798
"412250 RONCADOR";2474
"412260 RONDON";1166
"412265 ROSARIO DO IVAI";2114
"412270 SABAUDIA";549
"412280 SALGADO FILHO";1727
"412290 SALTO DO ITARARE";1114
"412300 SALTO DO LONTRA";1600
"412310 SANTA AMELIA";670
"412320 SANTA CECILIA DO PAVAO";1518
"412330 SANTA CRUZ DE MONTE CASTELO";1465
"412340 SANTA FE";1294
"412350 SANTA HELENA";1398
"412360 SANTA INES";301
"412370 SANTA ISABEL DO IVAI";2043
"412380 SANTA IZABEL DO OESTE";1295
"412390 SANTA MARIANA";2913
"412400 SANTANA DO ITARARE";1030
"412402 SANTA TEREZA DO OESTE";683
"412405 SANTA TEREZINHA DE ITAIPU";1186
"412410 SANTO ANTONIO DA PLATINA";5541
"412420 SANTO ANTONIO DO CAIUA";590
"412430 SANTO ANTONIO DO PARAISO";428
"412440 SANTO ANTONIO DO SUDOESTE";2368
"412450 SANTO INACIO";839
"412460 SAO CARLOS DO IVAI";823
"412470 SAO JERONIMO DA SERRA";2793
"412480 SAO JOAO";1308
"412490 SAO JOAO DO CAIUA";992
"412500 SAO JOAO DO IVAI";3211
"412510 SAO JOAO DO TRIUNFO";1114
"412520 SAO JORGE D'OESTE";937
"412530 SAO JORGE DO IVAI";640
"412535 SAO JORGE DO PATROCINIO";1288
"412540 SAO JOSE DA BOA VISTA";1357
"412545 SAO JOSE DAS PALMEIRAS";821
"412550 SAO JOSE DOS PINHAIS";7073
"412560 SAO MATEUS DO SUL";2032
"412570 SAO MIGUEL DO IGUACU";1983
"412580 SAO PEDRO DO IVAI";1427
"412590 SAO PEDRO DO PARANA";533
"412600 SAO SEBASTIAO DA AMOREIRA";1369
"412610 SAO TOME";619
"412620 SAPOPEMA";1492
"412625 SARANDI";5241
"412630 SENGES";1798
"412640 SERTANEJA";764
"412650 SERTANOPOLIS";1645
"412660 SIQUEIRA CAMPOS";2363
"412665 SULINA";428
"412670 TAMBOARA";755
"412680 TAPEJARA";1724
"412690 TAPIRA";1564
"412700 TEIXEIRA SOARES";1224
"412710 TELEMACO BORBA";7265
"412720 TERRA BOA";2050
"412730 TERRA RICA";2339
"412740 TERRA ROXA";2481
"412750 TIBAGI";3776
"412760 TIJUCAS DO SUL";1136
"412770 TOLEDO";7411
"412780 TOMAZINA";1826
"412785 TRES BARRAS DO PARANA";1969
"412790 TUNEIRAS DO OESTE";1974
"412795 TUPASSI";862
"412796 TURVO";1850
"412800 UBIRATA";3103
"412810 UMUARAMA";11265
"412820 UNIAO DA VITORIA";2303
"412830 UNIFLOR";440
"412840 URAI";1793
"412850 WENCESLAU BRAZ";2661
"412855 VERA CRUZ DO OESTE";1420
"412860 VERE";1219
"412870 VITORINO";481
"412880 XAMBRE";1400
"420005 ABDON BATISTA";337
"420010 ABELARDO LUZ";1819
"420020 AGROLANDIA";457
"420030 AGRONOMICA";227
"420040 AGUA DOCE";584
"420050 AGUAS DE CHAPECO";593
"420060 AGUAS MORNAS";403
"420070 ALFREDO WAGNER";987
"420080 ANCHIETA";960
"420090 ANGELINA";623
"420100 ANITA GARIBALDI";1640
"420110 ANITAPOLIS";395
"420120 ANTONIO CARLOS";451
"420125 APIUNA";789
"420130 ARAQUARI";1026
"420140 ARARANGUA";3214
"420150 ARMAZEM";631
"420160 ARROIO TRINTA";333
"420170 ASCURRA";472
"420180 ATALANTA";195
"420190 AURORA";268
"420200 BALNEARIO CAMBORIU";1528
"420210 BARRA VELHA";1313
"420220 BENEDITO NOVO";406
"420230 BIGUACU";2646
"420240 BLUMENAU";5283
"420250 BOM JARDIM DA SERRA";488
"420260 BOM RETIRO";869
"420270 BOTUVERA";414
"420280 BRACO DO NORTE";890
"420290 BRUSQUE";2439
"420300 CACADOR";3872
"420310 CAIBI";488
"420320 CAMBORIU";2280
"420330 CAMPO ALEGRE";655
"420340 CAMPO BELO DO SUL";2106
"420350 CAMPO ERE";2415
"420360 CAMPOS NOVOS";4860
"420370 CANELINHA";857
"420380 CANOINHAS";3055
"420390 CAPINZAL";1048
"420400 CATANDUVAS";988
"420410 CAXAMBU DO SUL";903
"420415 CELSO RAMOS";250
"420420 CHAPECO";8384
"420430 CONCORDIA";3546
"420440 CORONEL FREITAS";1122
"420450 CORUPA";476
"420455 CORREIA PINTO";1634
"420460 CRICIUMA";6564
"420470 CUNHA PORA";497
"420480 CURITIBANOS";3824
"420490 DESCANSO";1258
"420500 DIONISIO CERQUEIRA";1572
"420510 DONA EMMA";274
"420515 DOUTOR PEDRINHO";167
"420520 ERVAL VELHO";418
"420530 FAXINAL DOS GUEDES";920
"420540 FLORIANOPOLIS";9996
"420545 FORQUILHINHA";866
"420550 FRAIBURGO";1687
"420560 GALVAO";824
"420570 GAROPABA";1505
"420580 GARUVA";424
"420590 GASPAR";1561
"420600 GOVERNADOR CELSO RAMOS";1147
"420610 GRAO PARA";334
"420620 GRAVATAL";878
"420630 GUABIRUBA";397
"420640 GUARACIABA";769
"420650 GUARAMIRIM";890
"420660 GUARUJA DO SUL";318
"420670 HERVAL D'OESTE";1240
"420680 IBICARE";266
"420690 IBIRAMA";800
"420700 ICARA";2735
"420710 ILHOTA";715
"420720 IMARUI";2214
"420730 IMBITUBA";2626
"420740 IMBUIA";378
"420750 INDAIAL";1056
"420760 IPIRA";123
"420765 IPORA DO OESTE";241
"420770 IPUMIRIM";481
"420775 IRACEMINHA";314
"420780 IRANI";582
"420790 IRINEOPOLIS";848
"420800 ITA";541
"420810 ITAIOPOLIS";1806
"420820 ITAJAI";5584
"420830 ITAPEMA";678
"420840 ITAPIRANGA";592
"420845 ITAPOA";268
"420850 ITUPORANGA";1284
"420860 JABORA";458
"420870 JACINTO MACHADO";1136
"420880 JAGUARUNA";2158
"420890 JARAGUA DO SUL";2119
"420900 JOACABA";1343
"420910 JOINVILLE";12163
"420915 JOSE BOITEUX";394
"420920 LACERDOPOLIS";156
"420930 LAGES";11370
"420940 LAGUNA";3854
"420950 LAURENTINO";232
"420960 LAURO MULLER";973
"420970 LEBON REGIS";1502
"420980 LEOBERTO LEAL";431
"420985 LINDOIA DO SUL";423
"420990 LONTRAS";588
"421000 LUIZ ALVES";278
"421010 MAFRA";2127
"421020 MAJOR GERCINO";305
"421030 MAJOR VIEIRA";674
"421040 MARACAJA";454
"421050 MARAVILHA";1779
"421055 MAREMA";825
"421060 MASSARANDUBA";687
"421070 MATOS COSTA";475
"421080 MELEIRO";871
"421090 MODELO";592
"421100 MONDAI";872
"421110 MONTE CASTELO";1046
"421120 MORRO DA FUMACA";932
"421130 NAVEGANTES";1893
"421140 NOVA ERECHIM";168
"421150 NOVA TRENTO";652
"421160 NOVA VENEZA";600
"421170 ORLEANS";1356
"421175 OTACILIO COSTA";1250
"421180 OURO";331
"421190 PALHOCA";4905
"421200 PALMA SOLA";667
"421210 PALMITOS";1101
"421220 PAPANDUVA";1336
"421230 PAULO LOPES";859
"421240 PEDRAS GRANDES";320
"421250 PENHA";940
"421260 PERITIBA";98
"421270 PETROLANDIA";567
"421280 BALNEARIO PICARRAS";566
"421290 PINHALZINHO";683
"421300 PINHEIRO PRETO";51
"421310 PIRATUBA";220
"421320 POMERODE";243
"421330 PONTE ALTA";489
"421340 PONTE SERRADA";1165
"421350 PORTO BELO";815
"421360 PORTO UNIAO";1274
"421370 POUSO REDONDO";555
"421380 PRAIA GRANDE";958
"421390 PRESIDENTE CASTELLO BRANCO";80
"421400 PRESIDENTE GETULIO";495
"421410 PRESIDENTE NEREU";301
"421420 QUILOMBO";1788
"421430 RANCHO QUEIMADO";196
"421440 RIO DAS ANTAS";353
"421450 RIO DO CAMPO";382
"421460 RIO DO OESTE";418
"421470 RIO DOS CEDROS";261
"421480 RIO DO SUL";1925
"421490 RIO FORTUNA";168
"421500 RIO NEGRINHO";1183
"421510 RODEIO";322
"421520 ROMELANDIA";736
"421530 SALETE";304
"421540 SALTO VELOSO";270
"421550 SANTA CECILIA";1188
"421560 SANTA ROSA DE LIMA";115
"421565 SANTA ROSA DO SUL";786
"421570 SANTO AMARO DA IMPERATRIZ";846
"421580 SAO BENTO DO SUL";1798
"421590 SAO BONIFACIO";170
"421600 SAO CARLOS";604
"421610 SAO DOMINGOS";1288
"421620 SAO FRANCISCO DO SUL";1322
"421630 SAO JOAO BATISTA";982
"421640 SAO JOAO DO SUL";864
"421650 SAO JOAQUIM";1824
"421660 SAO JOSE";6214
"421670 SAO JOSE DO CEDRO";1345
"421680 SAO JOSE DO CERRITO";1355
"421690 SAO LOURENCO DO OESTE";1847
"421700 SAO LUDGERO";270
"421710 SAO MARTINHO";220
"421720 SAO MIGUEL DO OESTE";2770
"421730 SAUDADES";396
"421740 SCHROEDER";169
"421750 SEARA";1487
"421755 SERRA ALTA";256
"421760 SIDEROPOLIS";629
"421770 SOMBRIO";1802
"421780 TAIO";1368
"421790 TANGARA";936
"421800 TIJUCAS";1880
"421810 TIMBE DO SUL";554
"421820 TIMBO";510
"421825 TIMBO GRANDE";547
"421830 TRES BARRAS";1404
"421840 TREZE DE MAIO";499
"421850 TREZE TILIAS";206
"421860 TROMBUDO CENTRAL";392
"421870 TUBARAO";4915
"421875 TUNAPOLIS";67
"421880 TURVO";1046
"421885 UNIAO DO OESTE";704
"421890 URUBICI";922
"421895 URUPEMA";170
"421900 URUSSANGA";1464
"421910 VARGEAO";183
"421920 VIDAL RAMOS";638
"421930 VIDEIRA";2124
"421935 VITOR MEIRELES";522
"421940 WITMARSUM";224
"421950 XANXERE";3309
"421960 XAVANTINA";417
"421970 XAXIM";1710
"430005 AGUA SANTA";434
"430010 AGUDO";1281
"430020 AJURICABA";771
"430030 ALECRIM";730
"430040 ALEGRETE";6172
"430045 ALEGRIA";729
"430050 ALPESTRE";1404
"430055 ALTO ALEGRE";179
"430060 ALVORADA";8279
"430063 AMARAL FERRADOR";1082
"430066 ANDRE DA ROCHA";127
"430070 ANTA GORDA";583
"430080 ANTONIO PRADO";757
"430090 ARATIBA";663
"430100 ARROIO DO MEIO";647
"430105 ARROIO DO SAL";241
"430110 ARROIO DOS RATOS";1265
"430120 ARROIO DO TIGRE";1479
"430130 ARROIO GRANDE";1743
"430140 ARVOREZINHA";1302
"430150 AUGUSTO PESTANA";450
"430155 AUREA";419
"430160 BAGE";9217
"430165 BARAO";422
"430170 BARAO DE COTEGIPE";464
"430180 BARRACAO";764
"430190 BARRA DO RIBEIRO";1287
"430200 BARROS CASSAL";2067
"430210 BENTO GONCALVES";3446
"430220 BOA VISTA DO BURICA";244
"430230 BOM JESUS";1478
"430235 BOM PRINCIPIO";79
"430240 BOM RETIRO DO SUL";741
"430245 BOQUEIRAO DO LEAO";823
"430250 BOSSOROCA";768
"430260 BRAGA";724
"430265 BROCHIER";313
"430270 BUTIA";2839
"430280 CACAPAVA DO SUL";3495
"430290 CACEQUI";1448
"430300 CACHOEIRA DO SUL";8964
"430310 CACHOEIRINHA";4135
"430320 CACIQUE DOBLE";627
"430330 CAIBATE";637
"430340 CAICARA";451
"430350 CAMAQUA";6202
"430355 CAMARGO";261
"430360 CAMBARA DO SUL";624
"430370 CAMPINA DAS MISSOES";197
"430380 CAMPINAS DO SUL";587
"430390 CAMPO BOM";2618
"430400 CAMPO NOVO";982
"430410 CAMPOS BORGES";409
"430420 CANDELARIA";3493
"430430 CANDIDO GODOI";259
"430440 CANELA";1568
"430450 CANGUCU";5923
"430460 CANOAS";13150
"430463 CAPAO DA CANOA";1538
"430466 CAPAO DO LEAO";2052
"430468 CAPELA DE SANTANA";772
"430470 CARAZINHO";3489
"430480 CARLOS BARBOSA";792
"430490 CASCA";843
"430495 CASEIROS";343
"430500 CATUIPE";848
"430510 CAXIAS DO SUL";12056
"430513 CERRO BRANCO";591
"430515 CERRO GRANDE";289
"430517 CERRO GRANDE DO SUL";1074
"430520 CERRO LARGO";837
"430530 CHAPADA";354
"430535 CHARQUEADAS";1398
"430540 CHIAPETTA";753
"430545 CIDREIRA";685
"430550 CIRIACO";873
"430560 COLORADO";276
"430570 CONDOR";415
"430580 CONSTANTINA";1180
"430590 CORONEL BICACO";1175
"430595 COTIPORA";272
"430600 CRISSIUMAL";879
"430605 CRISTAL";766
"430610 CRUZ ALTA";4047
"430620 CRUZEIRO DO SUL";484
"430630 DAVID CANABARRO";454
"430635 DEZESSEIS DE NOVEMBRO";487
"430640 DOIS IRMAOS";436
"430645 DOIS LAJEADOS";467
"430650 DOM FELICIANO";1655
"430660 DOM PEDRITO";3076
"430670 DONA FRANCISCA";330
"430673 DOUTOR MAURICIO CARDOSO";524
"430676 ELDORADO DO SUL";1258
"430680 ENCANTADO";946
"430690 ENCRUZILHADA DO SUL";2950
"430693 ENTRE-IJUIS";754
"430695 ENTRE RIOS DO SUL";454
"430697 EREBANGO";217
"430700 ERECHIM";4254
"430705 ERNESTINA";283
"430710 HERVAL";908
"430720 ERVAL GRANDE";794
"430730 ERVAL SECO";1243
"430740 ESMERALDA";602
"430750 ESPUMOSO";1578
"430755 ESTACAO";265
"430760 ESTANCIA VELHA";1157
"430770 ESTEIO";3137
"430780 ESTRELA";882
"430783 EUGENIO DE CASTRO";123
"430786 FAGUNDES VARELA";178
"430790 FARROUPILHA";2208
"430800 FAXINAL DO SOTURNO";653
"430805 FAXINALZINHO";339
"430810 FELIZ";270
"430820 FLORES DA CUNHA";949
"430830 FONTOURA XAVIER";1934
"430840 FORMIGUEIRO";931
"430845 FORTALEZA DOS VALOS";362
"430850 FREDERICO WESTPHALEN";1635
"430860 GARIBALDI";1014
"430870 GAURAMA";422
"430880 GENERAL CAMARA";1515
"430890 GETULIO VARGAS";1068
"430900 GIRUA";1985
"430905 GLORINHA";736
"430910 GRAMADO";1294
"430920 GRAVATAI";9697
"430925 GUABIJU";138
"430930 GUAIBA";5052
"430940 GUAPORE";1315
"430950 GUARANI DAS MISSOES";713
"430955 HARMONIA";46
"430960 HORIZONTINA";820
"430970 HUMAITA";300
"430975 IBARAMA";586
"430980 IBIACA";652
"430990 IBIRAIARAS";568
"430995 IBIRAPUITA";804
"431000 IBIRUBA";892
"431010 IGREJINHA";1017
"431020 IJUI";3912
"431030 ILOPOLIS";308
"431033 IMBE";378
"431036 IMIGRANTE";113
"431040 INDEPENDENCIA";534
"431043 IPE";647
"431046 IPIRANGA DO SUL";108
"431050 IRAI";1015
"431055 ITACURUBI";354
"431060 ITAQUI";3182
"431070 ITATIBA DO SUL";610
"431075 IVORA";121
"431080 IVOTI";477
"431085 JABOTICABA";684
"431090 JACUTINGA";500
"431100 JAGUARAO";2448
"431110 JAGUARI";943
"431112 JAQUIRANA";349
"431115 JOIA";661
"431120 JULIO DE CASTILHOS";2079
"431125 LAGOAO";1270
"431130 LAGOA VERMELHA";2834
"431140 LAJEADO";2976
"431150 LAVRAS DO SUL";1014
"431160 LIBERATO SALZANO";1099
"431170 MACHADINHO";929
"431180 MARAU";1920
"431190 MARCELINO RAMOS";468
"431200 MARIANO MORO";311
"431210 MATA";647
"431220 MAXIMILIANO DE ALMEIDA";563
"431230 MIRAGUAI";644
"431235 MONTAURI";133
"431240 MONTENEGRO";3003
"431245 MORRO REDONDO";674
"431250 MOSTARDAS";1171
"431260 MUCUM";583
"431265 NAO-ME-TOQUE";748
"431270 NONOAI";2554
"431275 NOVA ALVORADA";304
"431280 NOVA ARACA";160
"431290 NOVA BASSANO";409
"431300 NOVA BRESCIA";448
"431303 NOVA ESPERANCA DO SUL";362
"431306 NOVA HARTZ";505
"431310 NOVA PALMA";612
"431320 NOVA PETROPOLIS";506
"431330 NOVA PRATA";635
"431335 NOVA ROMA DO SUL";266
"431340 NOVO HAMBURGO";9909
"431350 OSORIO";2785
"431360 PAIM FILHO";458
"431365 PALMARES DO SUL";1221
"431370 PALMEIRA DAS MISSOES";5833
"431380 PALMITINHO";1203
"431390 PANAMBI";1241
"431395 PANTANO GRANDE";1297
"431400 PARAI";226
"431402 PARAISO DO SUL";607
"431405 PAROBE";2070
"431410 PASSO FUNDO";8371
"431415 PAVERAMA";564
"431420 PEDRO OSORIO";2286
"431430 PEJUCARA";224
"431440 PELOTAS";17376
"431445 PINHAL";310
"431450 PINHEIRO MACHADO";1936
"431455 PIRAPO";478
"431460 PIRATINI";3049
"431470 PLANALTO";1862
"431475 POCO DAS ANTAS";23
"431480 PORTAO";1730
"431490 PORTO ALEGRE";42970
"431500 PORTO LUCENA";845
"431510 PORTO XAVIER";1310
"431513 POUSO NOVO";257
"431515 PROGRESSO";919
"431517 PROTASIO ALVES";244
"431520 PUTINGA";546
"431530 QUARAI";1735
"431535 QUINZE DE NOVEMBRO";142
"431540 REDENTORA";1486
"431545 RELVADO";135
"431550 RESTINGA SECA";1756
"431560 RIO GRANDE";11755
"431570 RIO PARDO";4538
"431575 RIOZINHO";357
"431580 ROCA SALES";520
"431590 RODEIO BONITO";1202
"431600 ROLANTE";1358
"431610 RONDA ALTA";1036
"431620 RONDINHA";450
"431630 ROQUE GONZALES";863
"431640 ROSARIO DO SUL";3994
"431643 SALDANHA MARINHO";202
"431645 SALTO DO JACUI";1280
"431650 SALVADOR DO SUL";228
"431660 SANANDUVA";1042
"431670 SANTA BARBARA DO SUL";745
"431680 SANTA CRUZ DO SUL";6986
"431690 SANTA MARIA";11664
"431695 SANTA MARIA DO HERVAL";67
"431700 SANTANA DA BOA VISTA";1298
"431710 SANT'ANA DO LIVRAMENTO";4647
"431720 SANTA ROSA";2734
"431730 SANTA VITORIA DO PALMAR";2762
"431740 SANTIAGO";3308
"431750 SANTO ANGELO";4577
"431760 SANTO ANTONIO DA PATRULHA";5479
"431770 SANTO ANTONIO DAS MISSOES";1325
"431780 SANTO AUGUSTO";1739
"431790 SANTO CRISTO";477
"431800 SAO BORJA";5382
"431805 SAO DOMINGOS DO SUL";180
"431810 SAO FRANCISCO DE ASSIS";3037
"431820 SAO FRANCISCO DE PAULA";1562
"431830 SAO GABRIEL";6772
"431840 SAO JERONIMO";2823
"431842 SAO JOAO DA URTIGA";563
"431844 SAO JORGE";233
"431846 SAO JOSE DO HERVAL";405
"431848 SAO JOSE DO HORTENCIO";52
"431850 SAO JOSE DO NORTE";4242
"431860 SAO JOSE DO OURO";1020
"431870 SAO LEOPOLDO";9188
"431880 SAO LOURENCO DO SUL";2954
"431890 SAO LUIZ GONZAGA";3583
"431900 SAO MARCOS";861
"431910 SAO MARTINHO";442
"431915 SAO MIGUEL DAS MISSOES";957
"431920 SAO NICOLAU";1015
"431930 SAO PAULO DAS MISSOES";487
"431940 SAO PEDRO DO SUL";1513
"431950 SAO SEBASTIAO DO CAI";982
"431960 SAO SEPE";3062
"431970 SAO VALENTIM";910
"431975 SAO VENDELINO";41
"431980 SAO VICENTE DO SUL";872
"431990 SAPIRANGA";3605
"432000 SAPUCAIA DO SUL";6415
"432010 SARANDI";1595
"432020 SEBERI";1169
"432023 SEDE NOVA";303
"432026 SEGREDO";927
"432030 SELBACH";112
"432040 SERAFINA CORREA";598
"432050 SERTAO";660
"432060 SEVERIANO DE ALMEIDA";296
"432065 SILVEIRA MARTINS";223
"432070 SOBRADINHO";2578
"432080 SOLEDADE";3430
"432090 TAPEJARA";1542
"432100 TAPERA";622
"432110 TAPES";2068
"432120 TAQUARA";3085
"432130 TAQUARI";2592
"432132 TAQUARUCU DO SUL";273
"432135 TAVARES";865
"432140 TENENTE PORTELA";2406
"432143 TERRA DE AREIA";1320
"432145 TEUTONIA";383
"432150 TORRES";3327
"432160 TRAMANDAI";1443
"432163 TRES ARROIOS";223
"432166 TRES CACHOEIRAS";693
"432170 TRES COROAS";928
"432180 TRES DE MAIO";1629
"432185 TRES PALMEIRAS";540
"432190 TRES PASSOS";2776
"432195 TRINDADE DO SUL";909
"432200 TRIUNFO";1786
"432210 TUCUNDUVA";873
"432215 TUNAS";779
"432220 TUPANCIRETA";2007
"432225 TUPANDI";49
"432230 TUPARENDI";851
"432240 URUGUAIANA";6323
"432250 VACARIA";5017
"432255 VANINI";169
"432260 VENANCIO AIRES";3195
"432270 VERA CRUZ";1366
"432280 VERANOPOLIS";934
"432290 VIADUTOS";600
"432300 VIAMAO";11691
"432310 VICENTE DUTRA";802
"432320 VICTOR GRAEFF";125
"432330 VILA FLORES";105
"432340 VILA MARIA";366
"432350 VISTA ALEGRE";233
"432360 VISTA ALEGRE DO PRATA";144
"432370 VISTA GAUCHA";213
"500020 AGUA CLARA";710
"500060 AMAMBAI";3159
"500070 ANASTACIO";2688
"500080 ANAURILANDIA";1272
"500085 ANGELICA";1314
"500090 ANTONIO JOAO";854
"500100 APARECIDA DO TABOADO";2112
"500110 AQUIDAUANA";4325
"500124 ARAL MOREIRA";1101
"500150 BANDEIRANTES";717
"500190 BATAGUASSU";1716
"500200 BATAYPORA";1137
"500210 BELA VISTA";1598
"500215 BODOQUENA";1058
"500220 BONITO";1887
"500230 BRASILANDIA";1643
"500240 CAARAPO";3252
"500260 CAMAPUA";1848
"500270 CAMPO GRANDE";28635
"500280 CARACOL";444
"500290 CASSILANDIA";2297
"500295 CHAPADAO DO SUL";391
"500310 CORGUINHO";556
"500315 CORONEL SAPUCAIA";1816
"500320 CORUMBA";6524
"500325 COSTA RICA";1685
"500330 COXIM";5190
"500345 DEODAPOLIS";2527
"500348 DOIS IRMAOS DO BURITI";1512
"500350 DOURADINA";723
"500370 DOURADOS";12166
"500375 ELDORADO";1891
"500380 FATIMA DO SUL";3071
"500400 GLORIA DE DOURADOS";1726
"500410 GUIA LOPES DA LAGUNA";1406
"500430 IGUATEMI";1583
"500440 INOCENCIA";1026
"500450 ITAPORA";2413
"500460 ITAQUIRAI";2301
"500470 IVINHEMA";4519
"500490 JARAGUARI";779
"500500 JARDIM";1631
"500510 JATEI";1075
"500515 JUTI";989
"500520 LADARIO";924
"500540 MARACAJU";2200
"500560 MIRANDA";2959
"500568 MUNDO NOVO";2557
"500570 NAVIRAI";4414
"500580 NIOAQUE";1775
"500620 NOVA ANDRADINA";3576
"500630 PARANAIBA";5512
"500635 PARANHOS";1433
"500640 PEDRO GOMES";1645
"500660 PONTA PORA";4923
"500690 PORTO MURTINHO";1825
"500710 RIBAS DO RIO PARDO";1297
"500720 RIO BRILHANTE";2477
"500730 RIO NEGRO";955
"500740 RIO VERDE DE MATO GROSSO";2167
"500750 ROCHEDO";692
"500755 SANTA RITA DO PARDO";868
"500769 SAO GABRIEL DO OESTE";921
"500770 SETE QUEDAS";1566
"500780 SELVIRIA";990
"500790 SIDROLANDIA";1955
"500793 SONORA";777
"500795 TACURU";1210
"500797 TAQUARUSSU";712
"500800 TERENOS";1235
"500830 TRES LAGOAS";7033
"500840 VICENTINA";1320
"510010 ACORIZAL";935
"510020 AGUA BOA";1980
"510025 ALTA FLORESTA";8423
"510030 ALTO ARAGUAIA";1255
"510040 ALTO GARCAS";1035
"510050 ALTO PARAGUAI";2492
"510060 ALTO TAQUARI";288
"510080 APIACAS";586
"510100 ARAGUAIANA";591
"510120 ARAGUAINHA";258
"510125 ARAPUTANGA";1630
"510130 ARENAPOLIS";2570
"510140 ARIPUANA";1771
"510160 BARAO DE MELGACO";2387
"510170 BARRA DO BUGRES";3908
"510180 BARRA DO GARCAS";4120
"510190 BRASNORTE";844
"510250 CACERES";11070
"510260 CAMPINAPOLIS";2142
"510263 CAMPO NOVO DO PARECIS";335
"510267 CAMPO VERDE";509
"510270 CANARANA";847
"510285 CASTANHEIRA";845
"510300 CHAPADA DOS GUIMARAES";1944
"510305 CLAUDIA";754
"510310 COCALINHO";894
"510320 COLIDER";4032
"510330 COMODORO";1098
"510340 CUIABA";25135
"510345 DENISE";908
"510350 DIAMANTINO";1248
"510360 DOM AQUINO";1334
"510380 FIGUEIROPOLIS D'OESTE";969
"510390 GENERAL CARNEIRO";668
"510410 GUARANTA DO NORTE";2603
"510420 GUIRATINGA";2072
"510450 INDIAVAI";214
"510455 ITAUBA";715
"510460 ITIQUIRA";1200
"510480 JACIARA";2639
"510490 JANGADA";1313
