"Município";"População não alfabetizada"
"241020 PORTALEGRE";1779
"241030 SERRA CAIADA";2038
"241040 PUREZA";2019
"241050 RAFAEL FERNANDES";760
"241060 RAFAEL GODEIRO";910
"241070 RIACHO DA CRUZ";589
"241080 RIACHO DE SANTANA";996
"241090 RIACHUELO";1692
"241100 RODOLFO FERNANDES";1539
"241110 RUY BARBOSA";1074
"241120 SANTA CRUZ";7166
"241140 SANTANA DO MATOS";5907
"241142 SANTANA DO SERIDO";494
"241150 SANTO ANTONIO";5772
"241160 SAO BENTO DO NORTE";2549
"241170 SAO BENTO DO TRAIRI";928
"241180 SAO FERNANDO";990
"241190 SAO FRANCISCO DO OESTE";730
"241200 SAO GONCALO DO AMARANTE";9214
"241210 SAO JOAO DO SABUGI";1104
"241220 SAO JOSE DE MIPIBU";7458
"241230 SAO JOSE DO CAMPESTRE";3620
"241240 SAO JOSE DO SERIDO";638
"241250 SAO MIGUEL";6399
"241260 SAO PAULO DO POTENGI";4274
"241270 SAO PEDRO";2420
"241280 SAO RAFAEL";2236
"241290 SAO TOME";3545
"241300 SAO VICENTE";1352
"241310 SENADOR ELOI DE SOUZA";1617
"241320 SENADOR GEORGINO AVELINO";725
"241330 SERRA DE SAO BENTO";2099
"241335 SERRA DO MEL";1948
"241340 SERRA NEGRA DO NORTE";2340
"241350 SERRINHA";2199
"241360 SEVERIANO MELO";3272
"241370 SITIO NOVO";1406
"241380 TABOLEIRO GRANDE";451
"241390 TAIPU";3552
"241400 TANGARA";2896
"241410 TENENTE ANANIAS";3100
"241420 TIBAU DO SUL";1790
"241430 TIMBAUBA DOS BATISTAS";409
"241440 TOUROS";8291
"241450 UMARIZAL";2681
"241460 UPANEMA";2232
"241470 VARZEA";2964
"241480 VERA CRUZ";2794
"241490 VICOSA";385
"241500 VILA FLOR";609
"250010 AGUA BRANCA";2160
"250020 AGUIAR";2409
"250030 ALAGOA GRANDE";10072
"250040 ALAGOA NOVA";6433
"250050 ALAGOINHA";4170
"250060 ALHANDRA";4245
"250070 SAO JOAO DO RIO DO PEIXE";6223
"250080 ARACAGI";6849
"250090 ARARA";3547
"250100 ARARUNA";6108
"250110 AREIA";8490
"250120 AREIAL";1519
"250130 AROEIRAS";10250
"250140 BAIA DA TRAICAO";1580
"250150 BANANEIRAS";8195
"250160 BARRA DE SANTA ROSA";5727
"250170 BARRA DE SAO MIGUEL";1342
"250180 BAYEUX";15357
"250190 BELEM";5029
"250200 BELEM DO BREJO DO CRUZ";2991
"250210 BOA VENTURA";1799
"250220 BOM JESUS";513
"250230 BOM SUCESSO";1922
"250240 BONITO DE SANTA FE";2755
"250250 BOQUEIRAO";9200
"250260 IGARACY";1646
"250270 BORBOREMA";1354
"250280 BREJO DO CRUZ";4321
"250290 BREJO DOS SANTOS";1864
"250300 CAAPORA";4272
"250310 CABACEIRAS";1300
"250320 CABEDELO";5281
"250330 CACHOEIRA DOS INDIOS";2183
"250340 CACIMBA DE AREIA";855
"250350 CACIMBA DE DENTRO";6424
"250360 CAICARA";3753
"250370 CAJAZEIRAS";11693
"250380 CALDAS BRANDAO";1599
"250390 CAMALAU";1744
"250400 CAMPINA GRANDE";49858
"250410 CARRAPATEIRA";482
"250420 CATINGUEIRA";1828
"250430 CATOLE DO ROCHA";6444
"250440 CONCEICAO";7205
"250450 CONDADO";1924
"250460 CONDE";2895
"250470 CONGO";1315
"250480 COREMAS";4505
"250490 CRUZ DO ESPIRITO SANTO";4460
"250500 CUBATI";1858
"250510 CUITE";7587
"250520 CUITEGI";2346
"250530 CURRAL VELHO";732
"250540 DESTERRO";3998
"250550 VISTA SERRANA";659
"250560 DIAMANTE";2473
"250570 DONA INES";3493
"250580 DUAS ESTRADAS";2493
"250590 EMAS";772
"250600 ESPERANCA";7552
"250610 FAGUNDES";4016
"250620 FREI MARTINHO";718
"250630 GUARABIRA";11727
"250640 GURINHEM";4925
"250650 GURJAO";1399
"250660 IBIARA";2256
"250670 IMACULADA";2913
"250680 INGA";7657
"250690 ITABAIANA";7680
"250700 ITAPORANGA";5220
"250710 ITAPOROROCA";4829
"250720 ITATUBA";3164
"250730 JACARAU";6728
"250740 JERICO";3168
"250750 JOAO PESSOA";56976
"250760 JUAREZ TAVORA";2682
"250770 JUAZEIRINHO";4451
"250780 JUNCO DO SERIDO";1405
"250790 JURIPIRANGA";3427
"250800 JURU";3294
"250810 LAGOA";1729
"250820 LAGOA DE DENTRO";2627
"250830 LAGOA SECA";5410
"250840 LASTRO";1112
"250850 LIVRAMENTO";1727
"250860 LUCENA";2509
"250870 MAE D'AGUA";1499
"250880 MALTA";1855
"250890 MAMANGUAPE";16884
"250900 MANAIRA";3481
"250910 MARI";7523
"250920 MASSARANDUBA";3873
"250930 MATARACA";1369
"250940 MOGEIRO";4325
"250950 MONTADAS";956
"250960 MONTE HOREBE";1180
"250970 MONTEIRO";7721
"250980 MULUNGU";3859
"250990 NATUBA";4214
"251000 NAZAREZINHO";2043
"251010 NOVA FLORESTA";2331
"251020 NOVA OLINDA";1804
"251030 NOVA PALMEIRA";908
"251040 OLHO D'AGUA";2584
"251050 OLIVEDOS";816
"251060 OURO VELHO";789
"251070 PASSAGEM";1108
"251080 PATOS";15969
"251090 PAULISTA";3418
"251100 PEDRA BRANCA";949
"251110 PEDRA LAVRADA";2013
"251120 PEDRAS DE FOGO";9085
"251130 PIANCO";4743
"251140 PICUI";5246
"251150 PILAR";4940
"251160 PILOES";2588
"251170 PILOEZINHOS";1914
"251180 PIRPIRITUBA";3382
"251190 PITIMBU";2778
"251200 POCINHOS";4513
"251210 POMBAL";11453
"251220 PRATA";905
"251230 PRINCESA ISABEL";6186
"251240 PUXINANA";3416
"251250 QUEIMADAS";8425
"251260 QUIXABA";535
"251270 REMIGIO";4904
"251280 RIACHO DOS CAVALOS";3012
"251290 RIO TINTO";8778
"251300 SALGADINHO";887
"251310 SALGADO DE SAO FELIX";4413
"251320 SANTA CRUZ";1972
"251330 SANTA HELENA";1773
"251340 SANTA LUZIA";2816
"251350 SANTANA DE MANGUEIRA";2486
"251360 SANTANA DOS GARROTES";2655
"251370 SANTA RITA";23170
"251380 SANTA TERESINHA";1648
"251390 SAO BENTO";6680
"251400 SAO JOAO DO CARIRI";2044
"251410 SAO JOAO DO TIGRE";1600
"251420 SAO JOSE DA LAGOA TAPADA";2713
"251430 SAO JOSE DE CAIANA";1717
"251440 SAO JOSE DE ESPINHARAS";1800
"251450 SAO JOSE DE PIRANHAS";5060
"251460 SAO JOSE DO BONFIM";743
"251470 SAO JOSE DO SABUGI";1031
"251480 SAO JOSE DOS CORDEIROS";1396
"251490 SAO MAMEDE";2069
"251500 SAO MIGUEL DE TAIPU";1551
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";2837
"251520 SAO SEBASTIAO DO UMBUZEIRO";1394
"251530 SAPE";18778
"251540 SAO VICENTE DO SERIDO";2145
"251550 SERRA BRANCA";3213
"251560 SERRA DA RAIZ";1254
"251570 SERRA GRANDE";796
"251580 SERRA REDONDA";2514
"251590 SERRARIA";3482
"251600 SOLANEA";10960
"251610 SOLEDADE";2836
"251620 SOUSA";19962
"251630 SUME";4559
"251640 TACIMA";3929
"251650 TAPEROA";3962
"251660 TAVARES";4450
"251670 TEIXEIRA";4769
"251680 TRIUNFO";2933
"251690 UIRAUNA";5933
"251700 UMBUZEIRO";6014
"251710 VARZEA";380
"260005 ABREU E LIMA";9921
"260010 AFOGADOS DA INGAZEIRA";6489
"260020 AFRANIO";4373
"260030 AGRESTINA";6119
"260040 AGUA PRETA";12087
"260050 AGUAS BELAS";14075
"260060 ALAGOINHA";2708
"260070 ALIANCA";10236
"260080 ALTINHO";8625
"260090 AMARAJI";5949
"260100 ANGELIM";2838
"260110 ARARIPINA";15980
"260120 ARCOVERDE";10526
"260130 BARRA DE GUABIRABA";3426
"260140 BARREIROS";9076
"260150 BELEM DE MARIA";3912
"260160 BELEM DE SAO FRANCISCO";5607
"260170 BELO JARDIM";17980
"260180 BETANIA";3310
"260190 BEZERROS";16950
"260200 BODOCO";7814
"260210 BOM CONSELHO";13319
"260220 BOM JARDIM";11200
"260230 BONITO";12230
"260240 BREJAO";2893
"260250 BREJINHO";2191
"260260 BREJO DA MADRE DE DEUS";10153
"260270 BUENOS AIRES";3722
"260280 BUIQUE";13192
"260290 CABO DE SANTO AGOSTINHO";20704
"260300 CABROBO";6007
"260310 CACHOEIRINHA";4887
"260320 CAETES";7206
"260330 CALCADO";2738
"260340 CALUMBI";2138
"260345 CAMARAGIBE";13760
"260350 CAMOCIM DE SAO FELIX";4343
"260360 CAMUTANGA";1845
"260370 CANHOTINHO";8402
"260380 CAPOEIRAS";6064
"260390 CARNAIBA";7461
"260400 CARPINA";13924
"260410 CARUARU";42020
"260420 CATENDE";8486
"260430 CEDRO";2076
"260440 CHA DE ALEGRIA";3001
"260450 CHA GRANDE";5088
"260460 CONDADO";5133
"260470 CORRENTES";5115
"260480 CORTES";3650
"260490 CUMARU";5778
"260500 CUPIRA";7379
"260510 CUSTODIA";8415
"260520 ESCADA";13499
"260530 EXU";8995
"260540 FEIRA NOVA";5511
"260545 FERNANDO DE NORONHA";73
"260550 FERREIROS";3093
"260560 FLORES";6446
"260570 FLORESTA";7107
"260580 FREI MIGUELINHO";4771
"260590 GAMELEIRA";5351
"260600 GARANHUNS";20541
"260610 GLORIA DO GOITA";7962
"260620 GOIANA";13770
"260630 GRANITO";1591
"260640 GRAVATA";16874
"260650 IATI";7481
"260660 IBIMIRIM";8651
"260670 IBIRAJUBA";2478
"260680 IGARASSU";17122
"260690 IGUARACY";3261
"260700 INAJA";8643
"260710 INGAZEIRA";1023
"260720 IPOJUCA";12384
"260730 IPUBI";7519
"260740 ITACURUBA";737
"260750 ITAIBA";10780
"260760 ILHA DE ITAMARACA";1520
"260765 ITAMBE";10628
"260770 ITAPETIM";4006
"260775 ITAPISSUMA";3422
"260780 ITAQUITINGA";3887
"260790 JABOATAO DOS GUARARAPES";58158
"260800 JATAUBA";4923
"260810 JOAO ALFREDO";9330
"260820 JOAQUIM NABUCO";4366
"260830 JUPI";6185
"260840 JUREMA";4740
"260850 LAGOA DE ITAENGA";4949
"260860 LAGOA DO OURO";3593
"260870 LAGOA DOS GATOS";6696
"260880 LAJEDO";8611
"260890 LIMOEIRO";12605
"260900 MACAPARANA";6045
"260910 MACHADOS";2603
"260920 MARAIAL";7325
"260930 MIRANDIBA";2717
"260940 MORENO";7301
"260950 NAZARE DA MATA";5529
"260960 OLINDA";32387
"260970 OROBO";6021
"260980 OROCO";2867
"260990 OURICURI";22211
"261000 PALMARES";13963
"261010 PALMEIRINA";2481
"261020 PANELAS";10216
"261030 PARANATAMA";4012
"261040 PARNAMIRIM";4976
"261050 PASSIRA";9530
"261060 PAUDALHO";9640
"261070 PAULISTA";16782
"261080 PEDRA";5992
"261090 PESQUEIRA";15911
"261100 PETROLANDIA";6240
"261110 PETROLINA";26971
"261120 POCAO";3153
"261130 POMBOS";7041
"261140 PRIMAVERA";3239
"261150 QUIPAPA";6869
"261160 RECIFE";121955
"261170 RIACHO DAS ALMAS";6137
"261180 RIBEIRAO";11244
"261190 RIO FORMOSO";8882
"261200 SAIRE";3550
"261210 SALGADINHO";1825
"261220 SALGUEIRO";9183
"261230 SALOA";4849
"261240 SANHARO";4240
"261250 SANTA CRUZ DO CAPIBARIBE";8369
"261260 SANTA MARIA DA BOA VISTA";10207
"261270 SANTA MARIA DO CAMBUCA";3673
"261280 SANTA TEREZINHA";2443
"261290 SAO BENEDITO DO SUL";3923
"261300 SAO BENTO DO UNA";12864
"261310 SAO CAITANO";10501
"261320 SAO JOAO";6108
"261330 SAO JOAQUIM DO MONTE";6174
"261340 SAO JOSE DA COROA GRANDE";3351
"261350 SAO JOSE DO BELMONTE";8401
"261360 SAO JOSE DO EGITO";6658
"261370 SAO LOURENCO DA MATA";15719
"261380 SAO VICENTE FERRER";4238
"261390 SERRA TALHADA";18000
"261400 SERRITA";5334
"261410 SERTANIA";8168
"261420 SIRINHAEM";9223
"261430 MOREILANDIA";3311
"261440 SOLIDAO";1455
"261450 SURUBIM";19061
"261460 TABIRA";4999
"261470 TACAIMBO";4927
"261480 TACARATU";4321
"261500 TAQUARITINGA DO NORTE";3901
"261510 TEREZINHA";2332
"261520 TERRA NOVA";1473
"261530 TIMBAUBA";13939
"261540 TORITAMA";2896
"261550 TRACUNHAEM";3291
"261560 TRINDADE";5031
"261570 TRIUNFO";6356
"261580 TUPANATINGA";7483
"261590 TUPARETAMA";1686
"261600 VENTUROSA";3357
"261610 VERDEJANTE";2192
"261620 VERTENTES";4156
"261630 VICENCIA";7896
"261640 VITORIA DE SANTO ANTAO";24695
"270010 AGUA BRANCA";7414
"270020 ANADIA";5572
"270030 ARAPIRACA";39360
"270040 ATALAIA";14626
"270050 BARRA DE SANTO ANTONIO";4611
"270060 BARRA DE SAO MIGUEL";1427
"270070 BATALHA";4194
"270080 BELEM";1918
"270090 BELO MONTE";2182
"270100 BOCA DA MATA";6749
"270110 BRANQUINHA";3467
"270120 CACIMBINHAS";5086
"270130 CAJUEIRO";6036
"270140 CAMPO ALEGRE";10056
"270150 CAMPO GRANDE";3485
"270160 CANAPI";6648
"270170 CAPELA";6523
"270180 CARNEIROS";1310
"270190 CHA PRETA";2724
"270200 COITE DO NOIA";3342
"270210 COLONIA LEOPOLDINA";5531
"270220 COQUEIRO SECO";1189
"270230 CORURIPE";14317
"270235 CRAIBAS";7264
"270240 DELMIRO GOUVEIA";9396
"270250 DOIS RIACHOS";3617
"270260 FEIRA GRANDE";6236
"270270 FELIZ DESERTO";1018
"270280 FLEXEIRAS";3914
"270290 GIRAU DO PONCIANO";10209
"270300 IBATEGUARA";5276
"270310 IGACI";9374
"270320 IGREJA NOVA";7482
"270330 INHAPI";5487
"270340 JACARE DOS HOMENS";1465
"270350 JACUIPE";2773
"270360 JAPARATINGA";1937
"270370 JARAMATAIA";1686
"270380 JOAQUIM GOMES";9160
"270390 JUNDIA";4152
"270400 JUNQUEIRO";6653
"270410 LAGOA DA CANOA";5671
"270420 LIMOEIRO DE ANADIA";6629
"270430 MACEIO";85436
"270440 MAJOR ISIDORO";6397
"270450 MARAGOGI";4001
"270460 MARAVILHA";3750
"270470 MARECHAL DEODORO";7163
"270480 MARIBONDO";4726
"270490 MAR VERMELHO";1101
"270500 MATA GRANDE";8610
"270510 MATRIZ DE CAMARAGIBE";5976
"270520 MESSIAS";2930
"270530 MINADOR DO NEGRAO";2923
"270540 MONTEIROPOLIS";2088
"270550 MURICI";9315
"270560 NOVO LINO";4774
"270570 OLHO D'AGUA DAS FLORES";4026
"270580 OLHO D'AGUA DO CASADO";1910
"270590 OLHO D'AGUA GRANDE";1759
"270600 OLIVENCA";3313
"270610 OURO BRANCO";2443
"270620 PALESTINA";930
"270630 PALMEIRA DOS INDIOS";19596
"270640 PAO DE ACUCAR";5832
"270650 PASSO DE CAMARAGIBE";4590
"270660 PAULO JACINTO";2398
"270670 PENEDO";11709
"270680 PIACABUCU";5541
"270690 PILAR";8536
"270700 PINDOBA";1182
"270710 PIRANHAS";3231
"270720 POCO DAS TRINCHEIRAS";3565
"270730 PORTO CALVO";7043
"270740 PORTO DE PEDRAS";3323
"270750 PORTO REAL DO COLEGIO";5585
"270760 QUEBRANGULO";3789
"270770 RIO LARGO";11543
"270780 ROTEIRO";2577
"270790 SANTA LUZIA DO NORTE";1147
"270800 SANTANA DO IPANEMA";9423
"270810 SANTANA DO MUNDAU";4248
"270820 SAO BRAS";2140
"270830 SAO JOSE DA LAJE";6912
"270840 SAO JOSE DA TAPERA";10341
"270850 SAO LUIS DO QUITUNDE";11411
"270860 SAO MIGUEL DOS CAMPOS";13575
"270870 SAO MIGUEL DOS MILAGRES";1350
"270880 SAO SEBASTIAO";8635
"270890 SATUBA";2144
"270895 SENADOR RUI PALMEIRA";2648
"270900 TANQUE D'ARCA";2596
"270910 TAQUARANA";5833
"270915 TEOTONIO VILELA";8662
"270920 TRAIPU";8313
"270930 UNIAO DOS PALMARES";17532
"270940 VICOSA";7325
"280010 AMPARO DE SAO FRANCISCO";602
"280020 AQUIDABA";4702
"280030 ARACAJU";35283
"280040 ARAUA";3036
"280050 AREIA BRANCA";3001
"280060 BARRA DOS COQUEIROS";2039
"280067 BOQUIM";5489
"280070 BREJO GRANDE";1931
"280100 CAMPO DO BRITO";4239
"280110 CANHOBA";1121
"280120 CANINDE DE SAO FRANCISCO";3666
"280130 CAPELA";6039
"280140 CARIRA";5460
"280150 CARMOPOLIS";1192
"280160 CEDRO DE SAO JOAO";1088
"280170 CRISTINAPOLIS";3562
"280190 CUMBE";907
"280200 DIVINA PASTORA";573
"280210 ESTANCIA";10908
"280220 FEIRA NOVA";1517
"280230 FREI PAULO";3025
"280240 GARARU";3115
"280250 GENERAL MAYNARD";427
"280260 GRACHO CARDOSO";1514
"280270 ILHA DAS FLORES";1977
"280280 INDIAROBA";3700
"280290 ITABAIANA";16156
"280300 ITABAIANINHA";9521
"280310 ITABI";1240
"280320 ITAPORANGA D'AJUDA";6133
"280330 JAPARATUBA";2798
"280340 JAPOATA";3168
"280350 LAGARTO";19674
"280360 LARANJEIRAS";3705
"280370 MACAMBIRA";1480
"280380 MALHADA DOS BOIS";714
"280390 MALHADOR";2356
"280400 MARUIM";2726
"280410 MOITA BONITA";2396
"280420 MONTE ALEGRE DE SERGIPE";3205
"280430 MURIBECA";1739
"280440 NEOPOLIS";5013
"280445 NOSSA SENHORA APARECIDA";3112
"280450 NOSSA SENHORA DA GLORIA";6584
"280460 NOSSA SENHORA DAS DORES";5479
"280470 NOSSA SENHORA DE LOURDES";1364
"280480 NOSSA SENHORA DO SOCORRO";9123
"280490 PACATUBA";3295
"280500 PEDRA MOLE";652
"280510 PEDRINHAS";1971
"280520 PINHAO";1534
"280530 PIRAMBU";1141
"280540 POCO REDONDO";7623
"280550 POCO VERDE";5370
"280560 PORTO DA FOLHA";6819
"280570 PROPRIA";4907
"280580 RIACHAO DO DANTAS";6032
"280590 RIACHUELO";1634
"280600 RIBEIROPOLIS";3931
"280610 ROSARIO DO CATETE";1159
"280620 SALGADO";5002
"280630 SANTA LUZIA DO ITANHY";3277
"280650 SANTA ROSA DE LIMA";943
"280660 SANTO AMARO DAS BROTAS";2437
"280670 SAO CRISTOVAO";7149
"280680 SAO DOMINGOS";2456
"280690 SAO FRANCISCO";609
"280700 SAO MIGUEL DO ALEIXO";1213
"280710 SIMAO DIAS";9214
"280720 SIRIRI";1563
"280730 TELHA";635
"280740 TOBIAS BARRETO";10172
"280750 TOMAR DO GERU";3443
"280760 UMBAUBA";3760
"290010 ABAIRA";1829
"290020 ABARE";3045
"290030 ACAJUTIBA";3409
"290035 ADUSTINA";5214
"290040 AGUA FRIA";3911
"290050 ERICO CARDOSO";2189
"290060 AIQUARA";1662
"290070 ALAGOINHAS";16227
"290080 ALCOBACA";3867
"290090 ALMADINA";3066
"290100 AMARGOSA";6976
"290110 AMELIA RODRIGUES";3982
"290115 AMERICA DOURADA";3066
"290120 ANAGE";11229
"290130 ANDARAI";4035
"290135 ANDORINHA";5230
"290140 ANGICAL";4486
"290150 ANGUERA";2046
"290160 ANTAS";6005
"290170 ANTONIO CARDOSO";3245
"290180 ANTONIO GONCALVES";3602
"290190 APORA";4799
"290195 APUAREMA";2098
"290200 ARACATU";4270
"290205 ARACAS";2531
"290210 ARACI";14810
"290220 ARAMARI";1663
"290225 ARATACA";3876
"290230 ARATUIPE";2406
"290240 AURELINO LEAL";4393
"290250 BAIANOPOLIS";4092
"290260 BAIXA GRANDE";6016
"290265 BANZAE";3586
"290270 BARRA";9856
"290280 BARRA DA ESTIVA";3524
"290290 BARRA DO CHOCA";7952
"290300 BARRA DO MENDES";2328
"290310 BARRA DO ROCHA";3277
"290320 BARREIRAS";14419
"290323 BARRO ALTO";2193
"290330 BARRO PRETO";2752
"290340 BELMONTE";5844
"290350 BELO CAMPO";4331
"290360 BIRITINGA";3678
"290370 BOA NOVA";5005
"290380 BOA VISTA DO TUPIM";5034
"290390 BOM JESUS DA LAPA";10261
"290395 BOM JESUS DA SERRA";3300
"290400 BONINAL";3525
"290405 BONITO";2077
"290410 BOQUIRA";4994
"290420 BOTUPORA";3327
"290430 BREJOES";3567
"290440 BREJOLANDIA";3136
"290450 BROTAS DE MACAUBAS";2937
"290460 BRUMADO";11536
"290470 BUERAREMA";5025
"290475 BURITIRAMA";3549
"290480 CAATIBA";3221
"290485 CABACEIRAS DO PARAGUACU";4012
"290490 CACHOEIRA";5540
"290500 CACULE";4102
"290510 CAEM";3744
"290515 CAETANOS";3632
"290520 CAETITE";10993
"290530 CAFARNAUM";2872
"290540 CAIRU";4506
"290550 CALDEIRAO GRANDE";3988
"290560 CAMACAN";8416
"290570 CAMACARI";12266
"290580 CAMAMU";8439
"290590 CAMPO ALEGRE DE LOURDES";6462
"290600 CAMPO FORMOSO";15680
"290610 CANAPOLIS";2802
"290620 CANARANA";3954
"290630 CANAVIEIRAS";8151
"290640 CANDEAL";2559
"290650 CANDEIAS";9017
"290660 CANDIBA";3481
"290670 CANDIDO SALES";6719
"290680 CANSANCAO";8428
"290682 CANUDOS";4189
"290685 CAPELA DO ALTO ALEGRE";3945
"290687 CAPIM GROSSO";4899
"290689 CARAIBAS";5671
"290690 CARAVELAS";5816
"290700 CARDEAL DA SILVA";1650
"290710 CARINHANHA";6827
"290720 CASA NOVA";12775
"290730 CASTRO ALVES";7223
"290740 CATOLANDIA";864
"290750 CATU";7027
"290755 CATURAMA";3159
"290760 CENTRAL";2692
"290770 CHORROCHO";2482
"290780 CICERO DANTAS";9108
"290790 CIPO";2960
"290800 COARACI";8034
"290810 COCOS";4795
"290820 CONCEICAO DA FEIRA";3466
"290830 CONCEICAO DO ALMEIDA";5051
"290840 CONCEICAO DO COITE";12298
"290850 CONCEICAO DO JACUIPE";3717
"290860 CONDE";4940
"290870 CONDEUBA";5204
"290880 CONTENDAS DO SINCORA";1563
"290890 CORACAO DE MARIA";5803
"290900 CORDEIROS";3204
"290910 CORIBE";4484
"290920 CORONEL JOAO SA";7823
"290930 CORRENTINA";8003
"290940 COTEGIPE";3516
"290950 CRAVOLANDIA";1347
"290960 CRISOPOLIS";5371
"290970 CRISTOPOLIS";3697
"290980 CRUZ DAS ALMAS";7393
"290990 CURACA";6343
"291000 DARIO MEIRA";4442
"291005 DIAS D'AVILA";3555
"291010 DOM BASILIO";2735
"291020 DOM MACEDO COSTA";953
"291030 ELISIO MEDRADO";1991
"291040 ENCRUZILHADA";7319
"291050 ENTRE RIOS";6488
"291060 ESPLANADA";5651
"291070 EUCLIDES DA CUNHA";16365
"291072 EUNAPOLIS";13574
"291075 FATIMA";6558
"291077 FEIRA DA MATA";1404
"291080 FEIRA DE SANTANA";52087
"291085 FILADELFIA";4277
"291090 FIRMINO ALVES";1570
"291100 FLORESTA AZUL";3179
"291110 FORMOSA DO RIO PRETO";3808
"291120 GANDU";5327
"291125 GAVIAO";1957
"291130 GENTIO DO OURO";3626
"291140 GLORIA";3979
"291150 GONGOGI";2405
"291160 GOVERNADOR MANGABEIRA";3688
"291165 GUAJERU";2278
"291170 GUANAMBI";13982
"291180 GUARATINGA";7563
"291185 HELIOPOLIS";4241
"291190 IACU";7678
"291200 IBIASSUCE";3127
"291210 IBICARAI";7395
"291220 IBICOARA";2056
"291230 IBICUI";4427
"291240 IBIPEBA";3911
"291250 IBIPITANGA";3613
"291260 IBIQUERA";1483
"291270 IBIRAPITANGA";7936
"291280 IBIRAPUA";2215
"291290 IBIRATAIA";5883
"291300 IBITIARA";4639
"291310 IBITITA";3480
"291320 IBOTIRAMA";5431
"291330 ICHU";1430
"291340 IGAPORA";3628
"291345 IGRAPIUNA";4127
"291350 IGUAI";7355
"291360 ILHEUS";46071
"291370 INHAMBUPE";7138
"291380 IPECAETA";4268
"291390 IPIAU";10073
"291400 IPIRA";16159
"291410 IPUPIARA";1393
"291420 IRAJUBA";1912
"291430 IRAMAIA";5098
"291440 IRAQUARA";3585
"291450 IRARA";5740
"291460 IRECE";7894
"291465 ITABELA";5147
"291470 ITABERABA";10681
"291480 ITABUNA";25834
"291490 ITACARE";5408
"291500 ITAETE";4875
"291510 ITAGI";4022
"291520 ITAGIBA";5416
"291530 ITAGIMIRIM";2185
"291535 ITAGUACU DA BAHIA";5500
"291540 ITAJU DO COLONIA";2713
"291550 ITAJUIPE";6125
"291560 ITAMARAJU";14871
"291570 ITAMARI";2640
"291580 ITAMBE";6540
"291590 ITANAGRA";1513
"291600 ITANHEM";5878
"291610 ITAPARICA";1601
"291620 ITAPE";3813
"291630 ITAPEBI";3497
"291640 ITAPETINGA";10639
"291650 ITAPICURU";8972
"291660 ITAPITANGA";2750
"291670 ITAQUARA";2389
"291680 ITARANTIM";4514
"291685 ITATIM";2841
"291690 ITIRUCU";3280
"291700 ITIUBA";8442
"291710 ITORORO";5767
"291720 ITUACU";5109
"291730 ITUBERA";5560
"291733 IUIU";3001
"291735 JABORANDI";3070
"291740 JACARACI";3942
"291750 JACOBINA";15517
"291760 JAGUAQUARA";11506
"291770 JAGUARARI";7842
"291780 JAGUARIPE";4571
"291790 JANDAIRA";2603
"291800 JEQUIE";30356
"291810 JEREMOABO";13583
"291820 JIQUIRICA";3238
"291830 JITAUNA";6789
"291835 JOAO DOURADO";4330
"291840 JUAZEIRO";22146
"291845 JUCURUCU";5196
"291850 JUSSARA";2872
"291855 JUSSARI";2190
"291860 JUSSIAPE";2385
"291870 LAFAIETE COUTINHO";1568
"291875 LAGOA REAL";3454
"291880 LAJE";5044
"291890 LAJEDAO";972
"291900 LAJEDINHO";1643
"291905 LAJEDO DO TABOCAL";2090
"291910 LAMARAO";3051
"291915 LAPAO";4222
"291920 LAURO DE FREITAS";7543
"291930 LENCOIS";1646
"291940 LICINIO DE ALMEIDA";3100
"291950 LIVRAMENTO DE NOSSA SENHORA";8615
"291960 MACAJUBA";2971
"291970 MACARANI";4347
"291980 MACAUBAS";12685
"291990 MACURURE";1966
"291992 MADRE DE DEUS";826
"291995 MAETINGA";2954
"292000 MAIQUINIQUE";2032
"292010 MAIRI";4494
"292020 MALHADA";4217
"292030 MALHADA DE PEDRAS";2415
"292040 MANOEL VITORINO";4936
"292045 MANSIDAO";2200
"292050 MARACAS";7826
"292060 MARAGOGIPE";10907
"292070 MARAU";5152
"292080 MARCIONILIO SOUZA";3944
"292090 MASCOTE";5748
"292100 MATA DE SAO JOAO";5775
"292105 MATINA";3035
"292110 MEDEIROS NETO";5747
"292120 MIGUEL CALMON";6575
"292130 MILAGRES";2146
"292140 MIRANGABA";4152
"292145 MIRANTE";2304
"292150 MONTE SANTO";18901
"292160 MORPARA";2116
"292170 MORRO DO CHAPEU";7537
"292180 MORTUGABA";3015
"292190 MUCUGE";2988
"292200 MUCURI";5341
"292205 MULUNGU DO MORRO";3392
"292210 MUNDO NOVO";7947
"292220 MUNIZ FERREIRA";1649
"292225 MUQUEM DE SAO FRANCISCO";2434
"292230 MURITIBA";4528
"292240 MUTUIPE";5320
"292250 NAZARE";6382
"292260 NILO PECANHA";3907
"292265 NORDESTINA";2837
"292270 NOVA CANAA";3873
"292273 NOVA FATIMA";2628
"292275 NOVA IBIA";3092
"292280 NOVA ITARANA";2295
"292285 NOVA REDENCAO";2489
"292290 NOVA SOURE";7998
"292300 NOVA VICOSA";6416
"292303 NOVO HORIZONTE";2132
"292305 NOVO TRIUNFO";3722
"292310 OLINDINA";7796
"292320 OLIVEIRA DOS BREJINHOS";5234
"292330 OURICANGAS";2015
"292335 OUROLANDIA";4189
"292340 PALMAS DE MONTE ALTO";6317
"292350 PALMEIRAS";1502
"292360 PARAMIRIM";5637
"292370 PARATINGA";6196
