Município,Renda média domic. per capita,Ano
352470 JAGUARIUNA,"783,11",2000
352480 JALES,"650,07",2000
352490 JAMBEIRO,"524,12",2000
352500 JANDIRA,"570,82",2000
352510 JARDINOPOLIS,"638,27",2000
352520 JARINU,"621,55",2000
352530 JAU,789,2000
352540 JERIQUARA,"431,73",2000
352550 JOANOPOLIS,"558,21",2000
352560 JOAO RAMALHO,"406,15",2000
352570 JOSE BONIFACIO,"669,03",2000
352580 JULIO MESQUITA,"418,69",2000
352585 JUMIRIM,"498,64",2000
352590 JUNDIAI,"1083,9",2000
352600 JUNQUEIROPOLIS,"476,18",2000
352610 JUQUIA,"453,57",2000
352620 JUQUITIBA,"418,85",2000
352630 LAGOINHA,"358,99",2000
352640 LARANJAL PAULISTA,"698,33",2000
352650 LAVINIA,"450,03",2000
352660 LAVRINHAS,"373,3",2000
352670 LEME,"622,34",2000
352680 LENCOIS PAULISTA,"688,23",2000
352690 LIMEIRA,"726,79",2000
352700 LINDOIA,"693,58",2000
352710 LINS,"829,83",2000
352720 LORENA,"646,78",2000
352725 LOURDES,"349,5",2000
352730 LOUVEIRA,"671,95",2000
352740 LUCELIA,"509,38",2000
352750 LUCIANOPOLIS,"323,05",2000
352760 LUIS ANTONIO,"578,95",2000
352770 LUIZIANIA,"384,08",2000
352780 LUPERCIO,"350,77",2000
352790 LUTECIA,"419,48",2000
352800 MACATUBA,"472,56",2000
352810 MACAUBAL,"534,39",2000
352820 MACEDONIA,"362,91",2000
352830 MAGDA,"508,31",2000
352840 MAIRINQUE,"567,6",2000
352850 MAIRIPORA,"842,71",2000
352860 MANDURI,"485,74",2000
352870 MARABA PAULISTA,"274,6",2000
352880 MARACAI,"454,03",2000
352885 MARAPOAMA,"386,6",2000
352890 MARIAPOLIS,337,2000
352900 MARILIA,"827,97",2000
352910 MARINOPOLIS,"350,17",2000
352920 MARTINOPOLIS,"457,66",2000
352930 MATAO,"622,87",2000
352940 MAUA,"540,01",2000
352950 MENDONCA,"576,16",2000
352960 MERIDIANO,"368,77",2000
352965 MESOPOLIS,"321,92",2000
352970 MIGUELOPOLIS,"538,8",2000
352980 MINEIROS DO TIETE,"575,54",2000
352990 MIRACATU,"409,89",2000
353000 MIRA ESTRELA,"362,1",2000
353010 MIRANDOPOLIS,"543,59",2000
353020 MIRANTE DO PARANAPANEMA,"392,73",2000
353030 MIRASSOL,"657,39",2000
353040 MIRASSOLANDIA,"321,23",2000
353050 MOCOCA,"600,54",2000
353060 MOGI DAS CRUZES,"759,18",2000
353070 MOGI GUACU,"695,05",2000
353080 MOGI MIRIM,"826,79",2000
353090 MOMBUCA,"551,24",2000
353100 MONCOES,"408,62",2000
353110 MONGAGUA,"603,18",2000
353120 MONTE ALEGRE DO SUL,"666,16",2000
353130 MONTE ALTO,"694,93",2000
353140 MONTE APRAZIVEL,"644,49",2000
353150 MONTE AZUL PAULISTA,"651,88",2000
353160 MONTE CASTELO,"428,18",2000
353170 MONTEIRO LOBATO,"525,26",2000
353180 MONTE MOR,"509,95",2000
353190 MORRO AGUDO,"568,48",2000
353200 MORUNGABA,"686,99",2000
353205 MOTUCA,"429,94",2000
353210 MURUTINGA DO SUL,"457,58",2000
353215 NANTES,"356,74",2000
353220 NARANDIBA,"331,51",2000
353230 NATIVIDADE DA SERRA,"338,61",2000
353240 NAZARE PAULISTA,"423,12",2000
353250 NEVES PAULISTA,"624,1",2000
353260 NHANDEARA,"613,26",2000
353270 NIPOA,"422,01",2000
353280 NOVA ALIANCA,527,2000
353282 NOVA CAMPINA,"317,29",2000
353284 NOVA CANAA PAULISTA,"311,31",2000
353286 NOVA CASTILHO,"258,52",2000
353290 NOVA EUROPA,"551,85",2000
353300 NOVA GRANADA,"493,57",2000
353310 NOVA GUATAPORANGA,"313,56",2000
353320 NOVA INDEPENDENCIA,"287,76",2000
353325 NOVAIS,"298,43",2000
353330 NOVA LUZITANIA,"441,61",2000
353340 NOVA ODESSA,"670,72",2000
353350 NOVO HORIZONTE,"588,61",2000
353360 NUPORANGA,"600,86",2000
353370 OCAUCU,"499,72",2000
353380 OLEO,"349,16",2000
353390 OLIMPIA,"693,34",2000
353400 ONDA VERDE,"396,49",2000
353410 ORIENTE,"499,4",2000
353420 ORINDIUVA,"578,93",2000
353430 ORLANDIA,"676,14",2000
353440 OSASCO,"767,48",2000
353450 OSCAR BRESSANE,"536,95",2000
353460 OSVALDO CRUZ,"630,1",2000
353470 OURINHOS,"667,08",2000
353475 OUROESTE,"492,54",2000
353480 OURO VERDE,"266,65",2000
353490 PACAEMBU,"466,57",2000
353500 PALESTINA,"467,48",2000
353510 PALMARES PAULISTA,"417,18",2000
353520 PALMEIRA D'OESTE,"467,39",2000
353530 PALMITAL,"786,96",2000
353540 PANORAMA,"571,97",2000
353550 PARAGUACU PAULISTA,"530,72",2000
353560 PARAIBUNA,"484,75",2000
353570 PARAISO,"459,95",2000
353580 PARANAPANEMA,"509,51",2000
353590 PARANAPUA,"465,38",2000
353600 PARAPUA,"726,71",2000
353610 PARDINHO,"495,67",2000
353620 PARIQUERA-ACU,"468,09",2000
353625 PARISI,"372,74",2000
353630 PATROCINIO PAULISTA,"527,41",2000
353640 PAULICEIA,"441,04",2000
353650 PAULINIA,"992,35",2000
353657 PAULISTANIA,"478,05",2000
353660 PAULO DE FARIA,"522,52",2000
353670 PEDERNEIRAS,"518,81",2000
353680 PEDRA BELA,"375,57",2000
353690 PEDRANOPOLIS,"343,2",2000
353700 PEDREGULHO,"459,76",2000
353710 PEDREIRA,"718,46",2000
353715 PEDRINHAS PAULISTA,"679,12",2000
353720 PEDRO DE TOLEDO,"437,17",2000
353730 PENAPOLIS,"710,48",2000
353740 PEREIRA BARRETO,505,2000
353750 PEREIRAS,"566,64",2000
353760 PERUIBE,"615,71",2000
353770 PIACATU,"434,54",2000
353780 PIEDADE,"545,11",2000
353790 PILAR DO SUL,"632,62",2000
353800 PINDAMONHANGABA,"653,27",2000
353810 PINDORAMA,"516,45",2000
353820 PINHALZINHO,"517,94",2000
353830 PIQUEROBI,"410,1",2000
353850 PIQUETE,"566,8",2000
353860 PIRACAIA,"581,89",2000
353870 PIRACICABA,"896,25",2000
353880 PIRAJU,"643,68",2000
353890 PIRAJUI,"534,17",2000
353900 PIRANGI,"512,89",2000
353910 PIRAPORA DO BOM JESUS,"464,76",2000
353920 PIRAPOZINHO,"577,99",2000
353930 PIRASSUNUNGA,"790,38",2000
353940 PIRATININGA,"691,19",2000
353950 PITANGUEIRAS,"480,25",2000
353960 PLANALTO,"561,92",2000
353970 PLATINA,"366,82",2000
353980 POA,"594,45",2000
353990 POLONI,"603,93",2000
354000 POMPEIA,"616,9",2000
354010 PONGAI,"602,34",2000
354020 PONTAL,"700,15",2000
354025 PONTALINDA,"260,96",2000
354030 PONTES GESTAL,"372,78",2000
354040 POPULINA,"373,8",2000
354050 PORANGABA,"461,39",2000
354060 PORTO FELIZ,"570,51",2000
354070 PORTO FERREIRA,"663,81",2000
354075 POTIM,"355,46",2000
354080 POTIRENDABA,"594,74",2000
354085 PRACINHA,"241,08",2000
354090 PRADOPOLIS,"566,85",2000
354100 PRAIA GRANDE,"742,72",2000
354105 PRATANIA,"578,95",2000
354110 PRESIDENTE ALVES,"457,62",2000
354120 PRESIDENTE BERNARDES,"504,47",2000
354130 PRESIDENTE EPITACIO,"576,68",2000
354140 PRESIDENTE PRUDENTE,"948,92",2000
354150 PRESIDENTE VENCESLAU,"716,94",2000
354160 PROMISSAO,"523,41",2000
354165 QUADRA,"368,99",2000
354170 QUATA,"531,43",2000
354180 QUEIROZ,"262,39",2000
354190 QUELUZ,"448,81",2000
354200 QUINTANA,"423,9",2000
354210 RAFARD,"578,56",2000
354220 RANCHARIA,"514,19",2000
354230 REDENCAO DA SERRA,"326,94",2000
354240 REGENTE FEIJO,"582,94",2000
354250 REGINOPOLIS,"522,11",2000
354260 REGISTRO,"570,76",2000
354270 RESTINGA,"359,18",2000
354280 RIBEIRA,"251,28",2000
354290 RIBEIRAO BONITO,"533,23",2000
354300 RIBEIRAO BRANCO,"236,88",2000
354310 RIBEIRAO CORRENTE,369,2000
354320 RIBEIRAO DO SUL,"388,34",2000
354323 RIBEIRAO DOS INDIOS,"286,03",2000
354325 RIBEIRAO GRANDE,"332,05",2000
354330 RIBEIRAO PIRES,"712,47",2000
354340 RIBEIRAO PRETO,"1062,13",2000
354350 RIVERSUL,"262,33",2000
354360 RIFAINA,"457,24",2000
354370 RINCAO,"431,9",2000
354380 RINOPOLIS,"454,9",2000
354390 RIO CLARO,"919,28",2000
354400 RIO DAS PEDRAS,"589,42",2000
354410 RIO GRANDE DA SERRA,"385,54",2000
354420 RIOLANDIA,"470,51",2000
354425 ROSANA,"594,82",2000
354430 ROSEIRA,"410,73",2000
354440 RUBIACEA,"435,3",2000
354450 RUBINEIA,"488,39",2000
354460 SABINO,"532,63",2000
354470 SAGRES,"269,24",2000
354480 SALES,"453,82",2000
354490 SALES OLIVEIRA,"623,16",2000
354500 SALESOPOLIS,"512,15",2000
354510 SALMOURAO,"338,9",2000
354515 SALTINHO,"840,22",2000
354520 SALTO,"675,17",2000
354530 SALTO DE PIRAPORA,"464,21",2000
354540 SALTO GRANDE,"475,15",2000
354550 SANDOVALINA,"374,52",2000
354560 SANTA ADELIA,"561,64",2000
354570 SANTA ALBERTINA,"628,67",2000
354580 SANTA BARBARA D'OESTE,"641,55",2000
354600 SANTA BRANCA,"530,13",2000
354610 SANTA CLARA D'OESTE,"386,79",2000
354620 SANTA CRUZ DA CONCEICAO,"685,49",2000
354625 SANTA CRUZ DA ESPERANCA,"523,65",2000
354630 SANTA CRUZ DAS PALMEIRAS,"569,18",2000
354640 SANTA CRUZ DO RIO PARDO,"682,95",2000
354650 SANTA ERNESTINA,"468,66",2000
354660 SANTA FE DO SUL,"707,45",2000
354670 SANTA GERTRUDES,"560,47",2000
354680 SANTA ISABEL,"538,22",2000
354690 SANTA LUCIA,"409,58",2000
354700 SANTA MARIA DA SERRA,"476,57",2000
354710 SANTA MERCEDES,"342,82",2000
354720 SANTANA DA PONTE PENSA,"491,49",2000
354730 SANTANA DE PARNAIBA,"1539,2",2000
354740 SANTA RITA D'OESTE,"350,78",2000
354750 SANTA RITA DO PASSA QUATRO,"936,74",2000
354760 SANTA ROSA DE VITERBO,"587,42",2000
354765 SANTA SALETE,"398,96",2000
354770 SANTO ANASTACIO,"512,38",2000
354780 SANTO ANDRE,"1015,15",2000
354790 SANTO ANTONIO DA ALEGRIA,"531,25",2000
354800 SANTO ANTONIO DE POSSE,"630,59",2000
354805 SANTO ANTONIO DO ARACANGUA,"390,33",2000
354810 SANTO ANTONIO DO JARDIM,"471,16",2000
354820 SANTO ANTONIO DO PINHAL,"568,56",2000
354830 SANTO EXPEDITO,"399,33",2000
354840 SANTOPOLIS DO AGUAPEI,"324,95",2000
354850 SANTOS,"1435,73",2000
354860 SAO BENTO DO SAPUCAI,"455,96",2000
354870 SAO BERNARDO DO CAMPO,"993,48",2000
354880 SAO CAETANO DO SUL,"1638,66",2000
354890 SAO CARLOS,"897,64",2000
354900 SAO FRANCISCO,"380,2",2000
354910 SAO JOAO DA BOA VISTA,"802,43",2000
354920 SAO JOAO DAS DUAS PONTES,"486,6",2000
354925 SAO JOAO DE IRACEMA,"588,86",2000
354930 SAO JOAO DO PAU D'ALHO,"339,23",2000
354940 SAO JOAQUIM DA BARRA,"664,88",2000
354950 SAO JOSE DA BELA VISTA,"382,61",2000
354960 SAO JOSE DO BARREIRO,"488,03",2000
354970 SAO JOSE DO RIO PARDO,"664,38",2000
354980 SAO JOSE DO RIO PRETO,"1006,43",2000
354990 SAO JOSE DOS CAMPOS,"924,93",2000
354995 SAO LOURENCO DA SERRA,"485,18",2000
355000 SAO LUIS DO PARAITINGA,"460,44",2000
355010 SAO MANUEL,"596,37",2000
355020 SAO MIGUEL ARCANJO,"442,8",2000
355030 SAO PAULO,1201,2000
355040 SAO PEDRO,"691,48",2000
355050 SAO PEDRO DO TURVO,"352,17",2000
355060 SAO ROQUE,"838,61",2000
355070 SAO SEBASTIAO,"705,46",2000
355080 SAO SEBASTIAO DA GRAMA,"479,98",2000
355090 SAO SIMAO,"629,64",2000
355100 SAO VICENTE,"650,11",2000
355110 SARAPUI,"550,72",2000
355120 SARUTAIA,"300,38",2000
355130 SEBASTIANOPOLIS DO SUL,"406,13",2000
355140 SERRA AZUL,"429,35",2000
355150 SERRANA,"466,04",2000
355160 SERRA NEGRA,"918,34",2000
355170 SERTAOZINHO,"781,24",2000
355180 SETE BARRAS,"311,2",2000
355190 SEVERINIA,"424,13",2000
355200 SILVEIRAS,"427,05",2000
355210 SOCORRO,"634,44",2000
355220 SOROCABA,"881,35",2000
355230 SUD MENNUCCI,"503,86",2000
355240 SUMARE,"571,66",2000
355250 SUZANO,"570,28",2000
355255 SUZANAPOLIS,"369,16",2000
355260 TABAPUA,"488,41",2000
355270 TABATINGA,"514,49",2000
355280 TABOAO DA SERRA,"702,07",2000
355290 TACIBA,"428,62",2000
355300 TAGUAI,"436,51",2000
355310 TAIACU,"469,64",2000
355320 TAIUVA,"625,48",2000
355330 TAMBAU,"503,55",2000
355340 TANABI,"585,13",2000
355350 TAPIRAI,"429,21",2000
355360 TAPIRATIBA,"540,48",2000
355365 TAQUARAL,"427,91",2000
355370 TAQUARITINGA,"585,76",2000
355380 TAQUARITUBA,"469,69",2000
355385 TAQUARIVAI,"336,79",2000
355390 TARABAI,"315,71",2000
355395 TARUMA,"468,12",2000
355400 TATUI,"659,81",2000
355410 TAUBATE,"906,66",2000
355420 TEJUPA,"347,73",2000
355430 TEODORO SAMPAIO,"506,44",2000
355440 TERRA ROXA,"404,72",2000
355450 TIETE,"843,29",2000
355460 TIMBURI,394,2000
355465 TORRE DE PEDRA,"330,18",2000
355470 TORRINHA,"588,95",2000
355475 TRABIJU,"391,28",2000
355480 TREMEMBE,"754,57",2000
355490 TRES FRONTEIRAS,"468,37",2000
355495 TUIUTI,"471,05",2000
355500 TUPA,"693,87",2000
355510 TUPI PAULISTA,"624,37",2000
355520 TURIUBA,"456,18",2000
355530 TURMALINA,"393,78",2000
355535 UBARANA,"347,5",2000
355540 UBATUBA,"618,96",2000
355550 UBIRAJARA,"356,93",2000
355560 UCHOA,"475,22",2000
355570 UNIAO PAULISTA,"341,77",2000
355580 URANIA,"468,66",2000
355590 URU,"422,57",2000
355600 URUPES,"563,19",2000
355610 VALENTIM GENTIL,"550,98",2000
355620 VALINHOS,"1117,3",2000
355630 VALPARAISO,"559,76",2000
355635 VARGEM,"490,91",2000
355640 VARGEM GRANDE DO SUL,"555,53",2000
355645 VARGEM GRANDE PAULISTA,"583,15",2000
355650 VARZEA PAULISTA,"511,72",2000
355660 VERA CRUZ,"545,51",2000
355670 VINHEDO,"1233,52",2000
355680 VIRADOURO,"520,03",2000
355690 VISTA ALEGRE DO ALTO,"773,31",2000
355695 VITORIA BRASIL,"349,88",2000
355700 VOTORANTIM,"598,67",2000
355710 VOTUPORANGA,"816,67",2000
355715 ZACARIAS,"342,86",2000
355720 CHAVANTES,"517,82",2000
355730 ESTIVA GERBI,"484,97",2000
410010 ABATIA,"287,22",2000
410020 ADRIANOPOLIS,"226,43",2000
410030 AGUDOS DO SUL,"299,92",2000
410040 ALMIRANTE TAMANDARE,"390,71",2000
410045 ALTAMIRA DO PARANA,259,2000
410050 ALTONIA,"364,33",2000
410060 ALTO PARANA,"391,51",2000
410070 ALTO PIQUIRI,"463,19",2000
410080 ALVORADA DO SUL,"419,28",2000
410090 AMAPORA,"356,92",2000
410100 AMPERE,"469,14",2000
410105 ANAHY,"259,97",2000
410110 ANDIRA,"466,24",2000
410115 ANGULO,"442,84",2000
410120 ANTONINA,"385,11",2000
410130 ANTONIO OLINTO,"227,22",2000
410140 APUCARANA,"566,71",2000
410150 ARAPONGAS,"598,05",2000
410160 ARAPOTI,"655,99",2000
410165 ARAPUA,"207,69",2000
410170 ARARUNA,"370,12",2000
410180 ARAUCARIA,"476,24",2000
410185 ARIRANHA DO IVAI,"289,56",2000
410190 ASSAI,"394,36",2000
410200 ASSIS CHATEAUBRIAND,"685,4",2000
410210 ASTORGA,"529,74",2000
410220 ATALAIA,"455,79",2000
410230 BALSA NOVA,"393,5",2000
410240 BANDEIRANTES,"454,48",2000
410250 BARBOSA FERRAZ,"315,7",2000
410260 BARRACAO,"468,82",2000
410270 BARRA DO JACARE,"400,35",2000
410275 BELA VISTA DA CAROBA,"240,99",2000
410280 BELA VISTA DO PARAISO,"516,79",2000
410290 BITURUNA,"334,96",2000
410300 BOA ESPERANCA,"320,44",2000
410302 BOA ESPERANCA DO IGUACU,333,2000
410304 BOA VENTURA DE SAO ROQUE,"360,14",2000
410305 BOA VISTA DA APARECIDA,"360,17",2000
410310 BOCAIUVA DO SUL,"371,94",2000
410315 BOM JESUS DO SUL,"218,42",2000
410320 BOM SUCESSO,"355,93",2000
410322 BOM SUCESSO DO SUL,"373,3",2000
410330 BORRAZOPOLIS,"311,53",2000
410335 BRAGANEY,"234,38",2000
410337 BRASILANDIA DO SUL,"357,54",2000
410340 CAFEARA,"314,56",2000
410345 CAFELANDIA,"514,98",2000
410347 CAFEZAL DO SUL,"400,75",2000
410350 CALIFORNIA,"407,18",2000
410360 CAMBARA,"484,09",2000
410370 CAMBE,"521,19",2000
410380 CAMBIRA,"414,64",2000
410390 CAMPINA DA LAGOA,"375,92",2000
410395 CAMPINA DO SIMAO,"229,58",2000
410400 CAMPINA GRANDE DO SUL,"417,52",2000
410405 CAMPO BONITO,"240,89",2000
410410 CAMPO DO TENENTE,"274,1",2000
410420 CAMPO LARGO,"526,26",2000
410425 CAMPO MAGRO,"443,63",2000
410430 CAMPO MOURAO,"555,74",2000
410440 CANDIDO DE ABREU,"220,93",2000
410442 CANDOI,"353,73",2000
410445 CANTAGALO,"295,36",2000
410450 CAPANEMA,"459,45",2000
410460 CAPITAO LEONIDAS MARQUES,"490,36",2000
410465 CARAMBEI,"536,06",2000
410470 CARLOPOLIS,"407,07",2000
410480 CASCAVEL,"689,24",2000
410490 CASTRO,"456,43",2000
410500 CATANDUVAS,"363,47",2000
410510 CENTENARIO DO SUL,"338,49",2000
410520 CERRO AZUL,"246,52",2000
410530 CEU AZUL,"516,85",2000
410540 CHOPINZINHO,"444,3",2000
410550 CIANORTE,"614,59",2000
410560 CIDADE GAUCHA,"439,3",2000
410570 CLEVELANDIA,"386,33",2000
410580 COLOMBO,"464,52",2000
410590 COLORADO,"554,71",2000
410600 CONGONHINHAS,"275,92",2000
410610 CONSELHEIRO MAIRINCK,"535,02",2000
410620 CONTENDA,"409,16",2000
410630 CORBELIA,"467,56",2000
410640 CORNELIO PROCOPIO,"621,92",2000
410645 CORONEL DOMINGOS SOARES,"188,32",2000
410650 CORONEL VIVIDA,"381,99",2000
410655 CORUMBATAI DO SUL,"191,74",2000
410657 CRUZEIRO DO IGUACU,"279,8",2000
410660 CRUZEIRO DO OESTE,"447,52",2000
410670 CRUZEIRO DO SUL,375,2000
410680 CRUZ MACHADO,"278,51",2000
410685 CRUZMALTINA,"233,98",2000
410690 CURITIBA,"1219,37",2000
410700 CURIUVA,"258,74",2000
410710 DIAMANTE DO NORTE,"402,47",2000
410712 DIAMANTE DO SUL,"259,09",2000
410715 DIAMANTE D'OESTE,"294,35",2000
410720 DOIS VIZINHOS,"519,96",2000
410725 DOURADINA,"438,97",2000
410730 DOUTOR CAMARGO,"446,38",2000
410740 ENEAS MARQUES,"555,32",2000
410750 ENGENHEIRO BELTRAO,"520,82",2000
410752 ESPERANCA NOVA,"300,1",2000
410753 ENTRE RIOS DO OESTE,"708,11",2000
410754 ESPIGAO ALTO DO IGUACU,"325,94",2000
410755 FAROL,"318,06",2000
410760 FAXINAL,"436,67",2000
410765 FAZENDA RIO GRANDE,"381,16",2000
410770 FENIX,"326,01",2000
410773 FERNANDES PINHEIRO,"285,97",2000
410775 FIGUEIRA,"343,71",2000
410780 FLORAI,"476,39",2000
410785 FLOR DA SERRA DO SUL,"299,92",2000
410790 FLORESTA,"469,17",2000
410800 FLORESTOPOLIS,"318,17",2000
410810 FLORIDA,"421,85",2000
410820 FORMOSA DO OESTE,"366,61",2000
410830 FOZ DO IGUACU,"640,48",2000
410832 FRANCISCO ALVES,"295,52",2000
410840 FRANCISCO BELTRAO,"606,8",2000
410845 FOZ DO JORDAO,"276,61",2000
410850 GENERAL CARNEIRO,"351,65",2000
410855 GODOY MOREIRA,"214,02",2000
410860 GOIOERE,"447,89",2000
410865 GOIOXIM,"235,48",2000
410870 GRANDES RIOS,"276,81",2000
410880 GUAIRA,"492,08",2000
410890 GUAIRACA,"319,01",2000
410895 GUAMIRANGA,"215,89",2000
410900 GUAPIRAMA,"324,09",2000
410910 GUAPOREMA,"315,97",2000
410920 GUARACI,"397,19",2000
410930 GUARANIACU,"419,89",2000
410940 GUARAPUAVA,"575,4",2000
410950 GUARAQUECABA,"204,53",2000
410960 GUARATUBA,"537,48",2000
410965 HONORIO SERPA,"241,09",2000
410970 IBAITI,"352,86",2000
410975 IBEMA,"299,94",2000
410980 IBIPORA,"544,39",2000
410990 ICARAIMA,"400,98",2000
411000 IGUARACU,"442,45",2000
411005 IGUATU,"253,51",2000
411007 IMBAU,"277,57",2000
411010 IMBITUVA,"371,13",2000
411020 INACIO MARTINS,"298,81",2000
411030 INAJA,"307,87",2000
411040 INDIANOPOLIS,"373,85",2000
411050 IPIRANGA,"337,2",2000
411060 IPORA,"354,31",2000
411065 IRACEMA DO OESTE,"254,92",2000
411070 IRATI,"418,71",2000
411080 IRETAMA,"324,36",2000
411090 ITAGUAJE,"460,5",2000
411095 ITAIPULANDIA,"465,46",2000
411100 ITAMBARACA,"311,27",2000
411110 ITAMBE,"472,86",2000
411120 ITAPEJARA D'OESTE,"420,15",2000
411125 ITAPERUCU,"255,93",2000
411130 ITAUNA DO SUL,"264,67",2000
411140 IVAI,"285,8",2000
411150 IVAIPORA,"432,97",2000
411155 IVATE,"305,78",2000
411160 IVATUBA,"571,95",2000
411170 JABOTI,"349,38",2000
411180 JACAREZINHO,"560,98",2000
411190 JAGUAPITA,"422,9",2000
411200 JAGUARIAIVA,"426,81",2000
411210 JANDAIA DO SUL,"560,3",2000
411220 JANIOPOLIS,"272,33",2000
411230 JAPIRA,"378,26",2000
411240 JAPURA,"443,38",2000
411250 JARDIM ALEGRE,"334,45",2000
411260 JARDIM OLINDA,"300,25",2000
411270 JATAIZINHO,"368,27",2000
411275 JESUITAS,"447,74",2000
411280 JOAQUIM TAVORA,"400,84",2000
411290 JUNDIAI DO SUL,"521,63",2000
411295 JURANDA,"368,63",2000
411300 JUSSARA,"382,29",2000
411310 KALORE,"329,99",2000
411320 LAPA,"465,74",2000
411325 LARANJAL,"207,29",2000
411330 LARANJEIRAS DO SUL,"440,06",2000
411340 LEOPOLIS,"379,61",2000
411342 LIDIANOPOLIS,"312,3",2000
411345 LINDOESTE,"270,92",2000
411350 LOANDA,"441,16",2000
411360 LOBATO,"531,93",2000
411370 LONDRINA,"863,3",2000
411373 LUIZIANA,"284,86",2000
411375 LUNARDELLI,"291,11",2000
411380 LUPIONOPOLIS,"431,54",2000
411390 MALLET,"405,73",2000
411400 MAMBORE,"343,28",2000
411410 MANDAGUACU,"464,9",2000
411420 MANDAGUARI,"469,99",2000
411430 MANDIRITUBA,"456,82",2000
411435 MANFRINOPOLIS,"231,27",2000
411440 MANGUEIRINHA,"401,8",2000
411450 MANOEL RIBAS,"325,23",2000
411460 MARECHAL CANDIDO RONDON,"671,33",2000
411470 MARIA HELENA,"255,2",2000
411480 MARIALVA,"600,91",2000
411490 MARILANDIA DO SUL,"380,95",2000
411500 MARILENA,"341,47",2000
411510 MARILUZ,"299,66",2000
411520 MARINGA,"914,44",2000
411530 MARIOPOLIS,"492,6",2000
411535 MARIPA,"576,13",2000
411540 MARMELEIRO,"389,98",2000
411545 MARQUINHO,"216,83",2000
411550 MARUMBI,"354,3",2000
411560 MATELANDIA,"462,25",2000
411570 MATINHOS,"563,15",2000
411573 MATO RICO,"205,07",2000
411575 MAUA DA SERRA,"355,73",2000
411580 MEDIANEIRA,"545,64",2000
411585 MERCEDES,"569,55",2000
411590 MIRADOR,"303,23",2000
411600 MIRASELVA,"428,83",2000
411605 MISSAL,"480,22",2000
411610 MOREIRA SALES,"347,94",2000
411620 MORRETES,"435,42",2000
411630 MUNHOZ DE MELO,"446,18",2000
411640 NOSSA SENHORA DAS GRACAS,"298,63",2000
411650 NOVA ALIANCA DO IVAI,"372,36",2000
411660 NOVA AMERICA DA COLINA,"316,88",2000
411670 NOVA AURORA,"513,51",2000
411680 NOVA CANTU,"325,72",2000
411690 NOVA ESPERANCA,"499,45",2000
411695 NOVA ESPERANCA DO SUDOESTE,"374,56",2000
411700 NOVA FATIMA,"459,86",2000
411705 NOVA LARANJEIRAS,"309,45",2000
411710 NOVA LONDRINA,"520,22",2000
411720 NOVA OLIMPIA,"378,36",2000
411721 NOVA SANTA BARBARA,"341,16",2000
411722 NOVA SANTA ROSA,"487,5",2000
411725 NOVA PRATA DO IGUACU,"378,97",2000
411727 NOVA TEBAS,"249,79",2000
411729 NOVO ITACOLOMI,"245,21",2000
411730 ORTIGUEIRA,"229,78",2000
411740 OURIZONA,"416,22",2000
411745 OURO VERDE DO OESTE,"301,34",2000
411750 PAICANDU,"357,11",2000
411760 PALMAS,"488,01",2000
411770 PALMEIRA,"537,54",2000
411780 PALMITAL,"284,98",2000
411790 PALOTINA,"709,98",2000
411800 PARAISO DO NORTE,"498,15",2000
411810 PARANACITY,"435,55",2000
411820 PARANAGUA,"599,62",2000
411830 PARANAPOEMA,"284,61",2000
411840 PARANAVAI,"615,83",2000
411845 PATO BRAGADO,"561,34",2000
411850 PATO BRANCO,"723,5",2000
411860 PAULA FREITAS,"351,67",2000
411870 PAULO FRONTIN,"346,27",2000
411880 PEABIRU,"391,85",2000
411885 PEROBAL,"324,09",2000
411890 PEROLA,"455,69",2000
411900 PEROLA D'OESTE,"323,18",2000
411910 PIEN,"440,92",2000
411915 PINHAIS,"576,24",2000
411920 PINHALAO,"372,29",2000
411925 PINHAL DE SAO BENTO,"260,3",2000
411930 PINHAO,"307,33",2000
411940 PIRAI DO SUL,"410,72",2000
411950 PIRAQUARA,"410,37",2000
411960 PITANGA,"361,23",2000
411965 PITANGUEIRAS,"369,1",2000
411970 PLANALTINA DO PARANA,"352,31",2000
411980 PLANALTO,"358,49",2000
411990 PONTA GROSSA,"625,53",2000
411995 PONTAL DO PARANA,"527,38",2000
412000 PORECATU,"550,1",2000
412010 PORTO AMAZONAS,"402,1",2000
412015 PORTO BARREIRO,"340,24",2000
412020 PORTO RICO,"359,28",2000
412030 PORTO VITORIA,"337,17",2000
412033 PRADO FERREIRA,"373,36",2000
412035 PRANCHITA,"534,81",2000
412040 PRESIDENTE CASTELO BRANCO,"381,05",2000
412050 PRIMEIRO DE MAIO,"400,37",2000
412060 PRUDENTOPOLIS,"278,47",2000
412065 QUARTO CENTENARIO,"282,06",2000
412070 QUATIGUA,"432,49",2000
412080 QUATRO BARRAS,"585,98",2000
412085 QUATRO PONTES,"584,52",2000
412090 QUEDAS DO IGUACU,"437,53",2000
412100 QUERENCIA DO NORTE,"324,03",2000
412110 QUINTA DO SOL,"345,6",2000
412120 QUITANDINHA,"325,13",2000
412125 RAMILANDIA,"223,36",2000
412130 RANCHO ALEGRE,"353,98",2000
412135 RANCHO ALEGRE D'OESTE,"263,79",2000
412140 REALEZA,"478,13",2000
412150 REBOUCAS,"270,32",2000
412160 RENASCENCA,"350,28",2000
412170 RESERVA,"286,77",2000
412175 RESERVA DO IGUACU,"406,04",2000
412180 RIBEIRAO CLARO,"395,44",2000
