Município,Renda média domic. per capita,Ano
430237 BOM PROGRESSO,"604,63",2010
430240 BOM RETIRO DO SUL,"726,1",2010
430245 BOQUEIRAO DO LEAO,"726,62",2010
430250 BOSSOROCA,"470,58",2010
430258 BOZANO,"975,19",2010
430260 BRAGA,"471,08",2010
430265 BROCHIER,"719,13",2010
430270 BUTIA,"558,18",2010
430280 CACAPAVA DO SUL,"612,7",2010
430290 CACEQUI,"545,65",2010
430300 CACHOEIRA DO SUL,"785,62",2010
430310 CACHOEIRINHA,"822,49",2010
430320 CACIQUE DOBLE,529,2010
430330 CAIBATE,"651,24",2010
430340 CAICARA,"712,7",2010
430350 CAMAQUA,"656,08",2010
430355 CAMARGO,"913,64",2010
430360 CAMBARA DO SUL,"635,95",2010
430367 CAMPESTRE DA SERRA,"676,02",2010
430370 CAMPINA DAS MISSOES,"615,82",2010
430380 CAMPINAS DO SUL,"863,19",2010
430390 CAMPO BOM,"874,47",2010
430400 CAMPO NOVO,"507,23",2010
430410 CAMPOS BORGES,"634,97",2010
430420 CANDELARIA,"609,61",2010
430430 CANDIDO GODOI,"702,39",2010
430435 CANDIOTA,"628,54",2010
430440 CANELA,"772,8",2010
430450 CANGUCU,"551,98",2010
430460 CANOAS,"931,85",2010
430461 CANUDOS DO VALE,"773,54",2010
430462 CAPAO BONITO DO SUL,"453,2",2010
430463 CAPAO DA CANOA,"863,28",2010
430465 CAPAO DO CIPO,"411,69",2010
430466 CAPAO DO LEAO,"466,93",2010
430467 CAPIVARI DO SUL,"1171,68",2010
430468 CAPELA DE SANTANA,"525,79",2010
430469 CAPITAO,"835,54",2010
430470 CARAZINHO,"875,47",2010
430471 CARAA,"477,45",2010
430480 CARLOS BARBOSA,"1444,06",2010
430485 CARLOS GOMES,"754,65",2010
430490 CASCA,"977,68",2010
430495 CASEIROS,"582,22",2010
430500 CATUIPE,"919,77",2010
430510 CAXIAS DO SUL,"1221,53",2010
430511 CENTENARIO,"599,56",2010
430512 CERRITO,"470,11",2010
430513 CERRO BRANCO,"517,25",2010
430515 CERRO GRANDE,"538,07",2010
430517 CERRO GRANDE DO SUL,"513,04",2010
430520 CERRO LARGO,"855,86",2010
430530 CHAPADA,"851,84",2010
430535 CHARQUEADAS,"717,37",2010
430537 CHARRUA,"618,93",2010
430540 CHIAPETTA,"597,44",2010
430543 CHUI,"522,9",2010
430544 CHUVISCA,"464,24",2010
430545 CIDREIRA,"740,78",2010
430550 CIRIACO,"720,84",2010
430558 COLINAS,"1059,54",2010
430560 COLORADO,"979,53",2010
430570 CONDOR,"765,67",2010
430580 CONSTANTINA,"719,76",2010
430583 COQUEIRO BAIXO,"616,28",2010
430585 COQUEIROS DO SUL,"1133,8",2010
430587 CORONEL BARROS,"1112,31",2010
430590 CORONEL BICACO,"502,78",2010
430593 CORONEL PILAR,"925,5",2010
430595 COTIPORA,"943,52",2010
430597 COXILHA,"590,71",2010
430600 CRISSIUMAL,"626,91",2010
430605 CRISTAL,"568,15",2010
430607 CRISTAL DO SUL,"425,16",2010
430610 CRUZ ALTA,"855,46",2010
430613 CRUZALTENSE,"706,56",2010
430620 CRUZEIRO DO SUL,"830,18",2010
430630 DAVID CANABARRO,"798,38",2010
430632 DERRUBADAS,"469,39",2010
430635 DEZESSEIS DE NOVEMBRO,"381,65",2010
430637 DILERMANDO DE AGUIAR,"549,59",2010
430640 DOIS IRMAOS,"917,55",2010
430642 DOIS IRMAOS DAS MISSOES,"422,46",2010
430645 DOIS LAJEADOS,"989,94",2010
430650 DOM FELICIANO,"398,65",2010
430655 DOM PEDRO DE ALCANTARA,"600,24",2010
430660 DOM PEDRITO,"670,51",2010
430670 DONA FRANCISCA,"683,29",2010
430673 DOUTOR MAURICIO CARDOSO,"634,86",2010
430675 DOUTOR RICARDO,"840,54",2010
430676 ELDORADO DO SUL,"678,96",2010
430680 ENCANTADO,"925,46",2010
430690 ENCRUZILHADA DO SUL,"522,42",2010
430692 ENGENHO VELHO,"754,36",2010
430693 ENTRE-IJUIS,"586,87",2010
430695 ENTRE RIOS DO SUL,"648,07",2010
430697 EREBANGO,"573,76",2010
430700 ERECHIM,"1019,96",2010
430705 ERNESTINA,"619,04",2010
430710 HERVAL,"732,59",2010
430720 ERVAL GRANDE,"676,6",2010
430730 ERVAL SECO,"497,8",2010
430740 ESMERALDA,"485,43",2010
430745 ESPERANCA DO SUL,"502,93",2010
430750 ESPUMOSO,"827,26",2010
430755 ESTACAO,"860,83",2010
430760 ESTANCIA VELHA,"842,7",2010
430770 ESTEIO,"942,65",2010
430780 ESTRELA,"1002,28",2010
430781 ESTRELA VELHA,"611,41",2010
430783 EUGENIO DE CASTRO,"593,57",2010
430786 FAGUNDES VARELA,"981,92",2010
430790 FARROUPILHA,"1015,52",2010
430800 FAXINAL DO SOTURNO,"744,31",2010
430805 FAXINALZINHO,"425,64",2010
430807 FAZENDA VILANOVA,"730,26",2010
430810 FELIZ,"895,31",2010
430820 FLORES DA CUNHA,"1046,71",2010
430825 FLORIANO PEIXOTO,"621,34",2010
430830 FONTOURA XAVIER,"504,7",2010
430840 FORMIGUEIRO,"579,12",2010
430843 FORQUETINHA,"811,65",2010
430845 FORTALEZA DOS VALOS,"1002,85",2010
430850 FREDERICO WESTPHALEN,"863,37",2010
430860 GARIBALDI,"1352,48",2010
430865 GARRUCHOS,"470,85",2010
430870 GAURAMA,"761,51",2010
430880 GENERAL CAMARA,"629,55",2010
430885 GENTIL,"630,57",2010
430890 GETULIO VARGAS,"833,1",2010
430900 GIRUA,"637,48",2010
430905 GLORINHA,"675,67",2010
430910 GRAMADO,"1022,3",2010
430912 GRAMADO DOS LOUREIROS,"482,09",2010
430915 GRAMADO XAVIER,"535,26",2010
430920 GRAVATAI,"714,39",2010
430925 GUABIJU,"1404,89",2010
430930 GUAIBA,"743,04",2010
430940 GUAPORE,"1029,11",2010
430950 GUARANI DAS MISSOES,"612,69",2010
430955 HARMONIA,"840,53",2010
430957 HERVEIRAS,"508,3",2010
430960 HORIZONTINA,"1033,39",2010
430965 HULHA NEGRA,"457,85",2010
430970 HUMAITA,"754,95",2010
430975 IBARAMA,"571,69",2010
430980 IBIACA,"935,95",2010
430990 IBIRAIARAS,"787,23",2010
430995 IBIRAPUITA,"511,73",2010
431000 IBIRUBA,"1049,53",2010
431010 IGREJINHA,"844,05",2010
431020 IJUI,"1056,32",2010
431030 ILOPOLIS,"868,8",2010
431033 IMBE,"974,78",2010
431036 IMIGRANTE,"926,58",2010
431040 INDEPENDENCIA,"658,3",2010
431041 INHACORA,"448,11",2010
431043 IPE,"838,15",2010
431046 IPIRANGA DO SUL,"1300,96",2010
431050 IRAI,"547,1",2010
431053 ITAARA,"869,78",2010
431055 ITACURUBI,"562,15",2010
431057 ITAPUCA,"658,61",2010
431060 ITAQUI,"563,6",2010
431065 ITATI,"566,51",2010
431070 ITATIBA DO SUL,"576,8",2010
431075 IVORA,"665,62",2010
431080 IVOTI,"1019,75",2010
431085 JABOTICABA,"389,59",2010
431087 JACUIZINHO,"748,19",2010
431090 JACUTINGA,"635,33",2010
431100 JAGUARAO,"611,77",2010
431110 JAGUARI,"765,77",2010
431112 JAQUIRANA,"382,92",2010
431113 JARI,"408,21",2010
431115 JOIA,"498,94",2010
431120 JULIO DE CASTILHOS,"753,97",2010
431123 LAGOA BONITA DO SUL,"608,23",2010
431125 LAGOAO,"429,48",2010
431127 LAGOA DOS TRES CANTOS,"931,25",2010
431130 LAGOA VERMELHA,"743,29",2010
431140 LAJEADO,"1114,45",2010
431142 LAJEADO DO BUGRE,"337,31",2010
431150 LAVRAS DO SUL,"543,77",2010
431160 LIBERATO SALZANO,"549,13",2010
431162 LINDOLFO COLLOR,"667,68",2010
431164 LINHA NOVA,"855,43",2010
431170 MACHADINHO,"651,15",2010
431171 MACAMBARA,"487,77",2010
431173 MAMPITUBA,"453,6",2010
431175 MANOEL VIANA,"566,78",2010
431177 MAQUINE,"602,07",2010
431179 MARATA,"744,38",2010
431180 MARAU,"979,81",2010
431190 MARCELINO RAMOS,"772,67",2010
431198 MARIANA PIMENTEL,"619,4",2010
431200 MARIANO MORO,"924,08",2010
431205 MARQUES DE SOUZA,"817,1",2010
431210 MATA,"473,07",2010
431213 MATO CASTELHANO,"857,91",2010
431215 MATO LEITAO,"705,61",2010
431217 MATO QUEIMADO,"611,56",2010
431220 MAXIMILIANO DE ALMEIDA,"615,26",2010
431225 MINAS DO LEAO,"791,61",2010
431230 MIRAGUAI,"811,05",2010
431235 MONTAURI,"1091,15",2010
431237 MONTE ALEGRE DOS CAMPOS,"474,3",2010
431238 MONTE BELO DO SUL,"861,81",2010
431240 MONTENEGRO,"903,2",2010
431242 MORMACO,"754,39",2010
431244 MORRINHOS DO SUL,"697,84",2010
431245 MORRO REDONDO,"697,58",2010
431247 MORRO REUTER,"756,11",2010
431250 MOSTARDAS,"618,08",2010
431260 MUCUM,"882,55",2010
431261 MUITOS CAPOES,"652,56",2010
431262 MULITERNO,"787,59",2010
431265 NAO-ME-TOQUE,"1037,75",2010
431267 NICOLAU VERGUEIRO,"962,23",2010
431270 NONOAI,"625,87",2010
431275 NOVA ALVORADA,"919,55",2010
431280 NOVA ARACA,"1134,75",2010
431290 NOVA BASSANO,"1009,7",2010
431295 NOVA BOA VISTA,"927,81",2010
431300 NOVA BRESCIA,"1394,02",2010
431301 NOVA CANDELARIA,"1119,62",2010
431303 NOVA ESPERANCA DO SUL,"714,12",2010
431306 NOVA HARTZ,"588,27",2010
431308 NOVA PADUA,"914,45",2010
431310 NOVA PALMA,"905,23",2010
431320 NOVA PETROPOLIS,"988,79",2010
431330 NOVA PRATA,"1023,62",2010
431333 NOVA RAMADA,"859,71",2010
431335 NOVA ROMA DO SUL,"1114,28",2010
431337 NOVA SANTA RITA,"668,99",2010
431339 NOVO CABRAIS,"603,02",2010
431340 NOVO HAMBURGO,"992,7",2010
431342 NOVO MACHADO,"530,64",2010
431344 NOVO TIRADENTES,534,2010
431346 NOVO XINGU,"844,58",2010
431349 NOVO BARREIRO,"761,53",2010
431350 OSORIO,"940,8",2010
431360 PAIM FILHO,"729,02",2010
431365 PALMARES DO SUL,"701,37",2010
431370 PALMEIRA DAS MISSOES,"707,95",2010
431380 PALMITINHO,"635,34",2010
431390 PANAMBI,"853,97",2010
431395 PANTANO GRANDE,"518,41",2010
431400 PARAI,"1066,29",2010
431402 PARAISO DO SUL,"591,83",2010
431403 PARECI NOVO,788,2010
431405 PAROBE,"620,24",2010
431406 PASSA SETE,"425,94",2010
431407 PASSO DO SOBRADO,"701,81",2010
431410 PASSO FUNDO,"1038,85",2010
431413 PAULO BENTO,"749,71",2010
431415 PAVERAMA,"625,9",2010
431417 PEDRAS ALTAS,"442,1",2010
431420 PEDRO OSORIO,"541,49",2010
431430 PEJUCARA,"694,54",2010
431440 PELOTAS,"870,92",2010
431442 PICADA CAFE,"786,35",2010
431445 PINHAL,"619,36",2010
431446 PINHAL DA SERRA,"398,86",2010
431447 PINHAL GRANDE,"496,1",2010
431449 PINHEIRINHO DO VALE,"668,01",2010
431450 PINHEIRO MACHADO,"555,47",2010
431455 PIRAPO,"473,13",2010
431460 PIRATINI,"504,44",2010
431470 PLANALTO,"517,56",2010
431475 POCO DAS ANTAS,"806,97",2010
431477 PONTAO,"636,86",2010
431478 PONTE PRETA,"735,2",2010
431480 PORTAO,"707,72",2010
431490 PORTO ALEGRE,"1722,37",2010
431500 PORTO LUCENA,"614,41",2010
431505 PORTO MAUA,"516,2",2010
431507 PORTO VERA CRUZ,488,2010
431510 PORTO XAVIER,"568,15",2010
431513 POUSO NOVO,"934,95",2010
431514 PRESIDENTE LUCENA,"729,98",2010
431515 PROGRESSO,"642,21",2010
431517 PROTASIO ALVES,"972,51",2010
431520 PUTINGA,"808,01",2010
431530 QUARAI,"515,33",2010
431531 QUATRO IRMAOS,"585,05",2010
431532 QUEVEDOS,"500,84",2010
431535 QUINZE DE NOVEMBRO,"1040,22",2010
431540 REDENTORA,"325,47",2010
431545 RELVADO,"928,83",2010
431550 RESTINGA SECA,"641,2",2010
431555 RIO DOS INDIOS,"434,51",2010
431560 RIO GRANDE,"841,05",2010
431570 RIO PARDO,"592,74",2010
431575 RIOZINHO,"585,63",2010
431580 ROCA SALES,"860,03",2010
431590 RODEIO BONITO,"766,01",2010
431595 ROLADOR,"526,74",2010
431600 ROLANTE,"650,93",2010
431610 RONDA ALTA,"738,5",2010
431620 RONDINHA,"1018,87",2010
431630 ROQUE GONZALES,"554,96",2010
431640 ROSARIO DO SUL,"636,68",2010
431642 SAGRADA FAMILIA,"503,72",2010
431643 SALDANHA MARINHO,"818,85",2010
431645 SALTO DO JACUI,"581,39",2010
431647 SALVADOR DAS MISSOES,"662,35",2010
431650 SALVADOR DO SUL,"851,53",2010
431660 SANANDUVA,"927,05",2010
431670 SANTA BARBARA DO SUL,"678,99",2010
431673 SANTA CECILIA DO SUL,"1027,43",2010
431675 SANTA CLARA DO SUL,833,2010
431680 SANTA CRUZ DO SUL,"1011,33",2010
431690 SANTA MARIA,"1108,07",2010
431695 SANTA MARIA DO HERVAL,"686,4",2010
431697 SANTA MARGARIDA DO SUL,"583,83",2010
431700 SANTANA DA BOA VISTA,"394,93",2010
431710 SANT'ANA DO LIVRAMENTO,"664,2",2010
431720 SANTA ROSA,"856,44",2010
431725 SANTA TEREZA,"903,91",2010
431730 SANTA VITORIA DO PALMAR,"645,46",2010
431740 SANTIAGO,"822,37",2010
431750 SANTO ANGELO,"928,33",2010
431755 SANTO ANTONIO DO PALMA,"1020,62",2010
431760 SANTO ANTONIO DA PATRULHA,"675,61",2010
431770 SANTO ANTONIO DAS MISSOES,"511,8",2010
431775 SANTO ANTONIO DO PLANALTO,"616,1",2010
431780 SANTO AUGUSTO,"853,42",2010
431790 SANTO CRISTO,"829,89",2010
431795 SANTO EXPEDITO DO SUL,"512,52",2010
431800 SAO BORJA,"682,78",2010
431805 SAO DOMINGOS DO SUL,"1019,51",2010
431810 SAO FRANCISCO DE ASSIS,"534,62",2010
431820 SAO FRANCISCO DE PAULA,"617,12",2010
431830 SAO GABRIEL,"661,59",2010
431840 SAO JERONIMO,"756,46",2010
431842 SAO JOAO DA URTIGA,"620,1",2010
431843 SAO JOAO DO POLESINE,"839,31",2010
431844 SAO JORGE,"848,42",2010
431845 SAO JOSE DAS MISSOES,"460,69",2010
431846 SAO JOSE DO HERVAL,"616,96",2010
431848 SAO JOSE DO HORTENCIO,"693,58",2010
431849 SAO JOSE DO INHACORA,"720,63",2010
431850 SAO JOSE DO NORTE,"488,89",2010
431860 SAO JOSE DO OURO,"875,49",2010
431861 SAO JOSE DO SUL,"986,34",2010
431862 SAO JOSE DOS AUSENTES,"503,46",2010
431870 SAO LEOPOLDO,"925,45",2010
431880 SAO LOURENCO DO SUL,"700,34",2010
431890 SAO LUIZ GONZAGA,"693,74",2010
431900 SAO MARCOS,"986,11",2010
431910 SAO MARTINHO,"769,97",2010
431912 SAO MARTINHO DA SERRA,"471,27",2010
431915 SAO MIGUEL DAS MISSOES,"518,54",2010
431920 SAO NICOLAU,"473,52",2010
431930 SAO PAULO DAS MISSOES,"577,05",2010
431935 SAO PEDRO DA SERRA,"840,84",2010
431936 SAO PEDRO DAS MISSOES,"437,66",2010
431937 SAO PEDRO DO BUTIA,"905,1",2010
431940 SAO PEDRO DO SUL,"607,97",2010
431950 SAO SEBASTIAO DO CAI,"768,29",2010
431960 SAO SEPE,"644,22",2010
431970 SAO VALENTIM,"824,75",2010
431971 SAO VALENTIM DO SUL,"942,64",2010
431973 SAO VALERIO DO SUL,"514,13",2010
431975 SAO VENDELINO,"814,09",2010
431980 SAO VICENTE DO SUL,"605,94",2010
431990 SAPIRANGA,"706,48",2010
432000 SAPUCAIA DO SUL,"717,97",2010
432010 SARANDI,"989,35",2010
432020 SEBERI,"624,42",2010
432023 SEDE NOVA,"843,18",2010
432026 SEGREDO,"513,63",2010
432030 SELBACH,"1053,08",2010
432032 SENADOR SALGADO FILHO,"614,79",2010
432035 SENTINELA DO SUL,"512,18",2010
432040 SERAFINA CORREA,"871,37",2010
432045 SERIO,"605,66",2010
432050 SERTAO,"820,16",2010
432055 SERTAO SANTANA,"728,06",2010
432057 SETE DE SETEMBRO,"541,49",2010
432060 SEVERIANO DE ALMEIDA,"789,68",2010
432065 SILVEIRA MARTINS,"795,49",2010
432067 SINIMBU,"594,18",2010
432070 SOBRADINHO,"765,36",2010
432080 SOLEDADE,"729,91",2010
432085 TABAI,"594,52",2010
432090 TAPEJARA,"917,1",2010
432100 TAPERA,"798,9",2010
432110 TAPES,"612,86",2010
432120 TAQUARA,"852,76",2010
432130 TAQUARI,"766,39",2010
432132 TAQUARUCU DO SUL,"951,62",2010
432135 TAVARES,573,2010
432140 TENENTE PORTELA,"651,85",2010
432143 TERRA DE AREIA,"615,13",2010
432145 TEUTONIA,"854,01",2010
432146 TIO HUGO,"644,76",2010
432147 TIRADENTES DO SUL,"644,19",2010
432149 TOROPI,"534,42",2010
432150 TORRES,"832,71",2010
432160 TRAMANDAI,"713,4",2010
432162 TRAVESSEIRO,"777,2",2010
432163 TRES ARROIOS,"1517,67",2010
432166 TRES CACHOEIRAS,"691,29",2010
432170 TRES COROAS,"787,26",2010
432180 TRES DE MAIO,"870,56",2010
432183 TRES FORQUILHAS,"485,69",2010
432185 TRES PALMEIRAS,"832,49",2010
432190 TRES PASSOS,"817,2",2010
432195 TRINDADE DO SUL,"524,89",2010
432200 TRIUNFO,"686,39",2010
432210 TUCUNDUVA,"838,82",2010
432215 TUNAS,"481,63",2010
432218 TUPANCI DO SUL,"545,32",2010
432220 TUPANCIRETA,"676,43",2010
432225 TUPANDI,"807,79",2010
432230 TUPARENDI,"764,99",2010
432232 TURUCU,"554,18",2010
432234 UBIRETAMA,"589,69",2010
432235 UNIAO DA SERRA,"1068,04",2010
432237 UNISTALDA,"386,27",2010
432240 URUGUAIANA,"693,31",2010
432250 VACARIA,"773,83",2010
432252 VALE VERDE,"448,28",2010
432253 VALE DO SOL,"552,03",2010
432254 VALE REAL,"786,89",2010
432255 VANINI,"779,29",2010
432260 VENANCIO AIRES,"766,03",2010
432270 VERA CRUZ,"780,7",2010
432280 VERANOPOLIS,"1124,93",2010
432285 VESPASIANO CORREA,"895,43",2010
432290 VIADUTOS,"676,72",2010
432300 VIAMAO,"694,09",2010
432310 VICENTE DUTRA,"456,53",2010
432320 VICTOR GRAEFF,"984,39",2010
432330 VILA FLORES,"726,58",2010
432335 VILA LANGARO,"848,12",2010
432340 VILA MARIA,"1097,03",2010
432345 VILA NOVA DO SUL,"433,45",2010
432350 VISTA ALEGRE,"905,88",2010
432360 VISTA ALEGRE DO PRATA,"1231,83",2010
432370 VISTA GAUCHA,"966,26",2010
432375 VITORIA DAS MISSOES,"475,31",2010
432377 WESTFALIA,"1136,72",2010
432380 XANGRI-LA,"791,37",2010
500020 AGUA CLARA,"632,94",2010
500025 ALCINOPOLIS,"759,71",2010
500060 AMAMBAI,"548,63",2010
500070 ANASTACIO,"488,65",2010
500080 ANAURILANDIA,"526,32",2010
500085 ANGELICA,"583,34",2010
500090 ANTONIO JOAO,"402,55",2010
500100 APARECIDA DO TABOADO,"676,96",2010
500110 AQUIDAUANA,"558,95",2010
500124 ARAL MOREIRA,"387,26",2010
500150 BANDEIRANTES,"592,9",2010
500190 BATAGUASSU,"600,29",2010
500200 BATAYPORA,"624,82",2010
500210 BELA VISTA,"596,56",2010
500215 BODOQUENA,"495,55",2010
500220 BONITO,"666,29",2010
500230 BRASILANDIA,"681,97",2010
500240 CAARAPO,"528,45",2010
500260 CAMAPUA,"670,31",2010
500270 CAMPO GRANDE,"1071,17",2010
500280 CARACOL,"396,44",2010
500290 CASSILANDIA,"879,46",2010
500295 CHAPADAO DO SUL,"887,12",2010
500310 CORGUINHO,"556,11",2010
500315 CORONEL SAPUCAIA,"334,8",2010
500320 CORUMBA,"613,07",2010
500325 COSTA RICA,"679,34",2010
500330 COXIM,"689,81",2010
500345 DEODAPOLIS,"593,4",2010
500348 DOIS IRMAOS DO BURITI,"427,58",2010
500350 DOURADINA,"641,83",2010
500370 DOURADOS,"851,44",2010
500375 ELDORADO,"517,45",2010
500380 FATIMA DO SUL,"693,04",2010
500390 FIGUEIRAO,"540,08",2010
500400 GLORIA DE DOURADOS,"636,8",2010
500410 GUIA LOPES DA LAGUNA,"534,51",2010
500430 IGUATEMI,"513,85",2010
500440 INOCENCIA,"614,03",2010
500450 ITAPORA,"480,2",2010
500460 ITAQUIRAI,"430,19",2010
500470 IVINHEMA,"678,22",2010
500480 JAPORA,"238,94",2010
500490 JARAGUARI,"506,7",2010
500500 JARDIM,"687,18",2010
500510 JATEI,"687,26",2010
500515 JUTI,"432,46",2010
500520 LADARIO,"562,06",2010
500525 LAGUNA CARAPA,"534,39",2010
500540 MARACAJU,"782,86",2010
500560 MIRANDA,"417,08",2010
500568 MUNDO NOVO,"622,51",2010
500570 NAVIRAI,"672,48",2010
500580 NIOAQUE,"469,05",2010
500600 NOVA ALVORADA DO SUL,"821,7",2010
500620 NOVA ANDRADINA,"682,35",2010
500625 NOVO HORIZONTE DO SUL,"468,46",2010
500630 PARANAIBA,"726,53",2010
500635 PARANHOS,"263,91",2010
500640 PEDRO GOMES,"518,44",2010
500660 PONTA PORA,"647,5",2010
500690 PORTO MURTINHO,"530,73",2010
500710 RIBAS DO RIO PARDO,"547,12",2010
500720 RIO BRILHANTE,"691,45",2010
500730 RIO NEGRO,"621,33",2010
500740 RIO VERDE DE MATO GROSSO,566,2010
500750 ROCHEDO,"533,37",2010
500755 SANTA RITA DO PARDO,"467,23",2010
500769 SAO GABRIEL DO OESTE,"850,31",2010
500770 SETE QUEDAS,"465,23",2010
500780 SELVIRIA,"496,02",2010
500790 SIDROLANDIA,"576,9",2010
500793 SONORA,"637,55",2010
500795 TACURU,"356,27",2010
500797 TAQUARUSSU,"459,98",2010
500800 TERENOS,"435,13",2010
500830 TRES LAGOAS,"853,26",2010
500840 VICENTINA,"573,13",2010
510010 ACORIZAL,"300,49",2010
510020 AGUA BOA,"651,83",2010
510025 ALTA FLORESTA,"648,15",2010
510030 ALTO ARAGUAIA,"661,46",2010
510035 ALTO BOA VISTA,338,2010
510040 ALTO GARCAS,"639,99",2010
510050 ALTO PARAGUAI,"350,02",2010
510060 ALTO TAQUARI,"774,6",2010
510080 APIACAS,"497,58",2010
510100 ARAGUAIANA,"503,82",2010
510120 ARAGUAINHA,"450,03",2010
510125 ARAPUTANGA,"623,17",2010
510130 ARENAPOLIS,"535,2",2010
510140 ARIPUANA,"530,02",2010
510160 BARAO DE MELGACO,"316,62",2010
510170 BARRA DO BUGRES,"537,96",2010
510180 BARRA DO GARCAS,"734,76",2010
510185 BOM JESUS DO ARAGUAIA,"488,68",2010
510190 BRASNORTE,"578,41",2010
510250 CACERES,"565,28",2010
510260 CAMPINAPOLIS,"301,54",2010
510263 CAMPO NOVO DO PARECIS,"794,25",2010
510267 CAMPO VERDE,"874,2",2010
510268 CAMPOS DE JULIO,"1127,87",2010
510269 CANABRAVA DO NORTE,"362,27",2010
510270 CANARANA,"752,94",2010
510279 CARLINDA,"413,85",2010
510285 CASTANHEIRA,"515,71",2010
510300 CHAPADA DOS GUIMARAES,"520,13",2010
510305 CLAUDIA,"630,68",2010
510310 COCALINHO,"511,09",2010
510320 COLIDER,"732,31",2010
510325 COLNIZA,"403,85",2010
510330 COMODORO,"558,69",2010
510335 CONFRESA,"464,95",2010
510336 CONQUISTA D'OESTE,"627,22",2010
510337 COTRIGUACU,"376,8",2010
510340 CUIABA,"1124,88",2010
510343 CURVELANDIA,"479,17",2010
510345 DENISE,"516,11",2010
510350 DIAMANTINO,"672,58",2010
510360 DOM AQUINO,"550,45",2010
510370 FELIZ NATAL,"513,29",2010
510380 FIGUEIROPOLIS D'OESTE,"494,08",2010
510385 GAUCHA DO NORTE,"456,63",2010
510390 GENERAL CARNEIRO,"410,35",2010
510395 GLORIA D'OESTE,"559,18",2010
510410 GUARANTA DO NORTE,"590,64",2010
510420 GUIRATINGA,"526,83",2010
510450 INDIAVAI,"419,88",2010
510452 IPIRANGA DO NORTE,"797,53",2010
510454 ITANHANGA,"606,51",2010
510455 ITAUBA,"636,63",2010
510460 ITIQUIRA,"534,93",2010
510480 JACIARA,"704,43",2010
510490 JANGADA,"263,76",2010
510500 JAURU,"457,16",2010
510510 JUARA,"604,7",2010
510515 JUINA,"713,46",2010
510517 JURUENA,"434,07",2010
510520 JUSCIMEIRA,"533,68",2010
510523 LAMBARI D'OESTE,"512,27",2010
510525 LUCAS DO RIO VERDE,"892,15",2010
510530 LUCIARA,"355,9",2010
510550 VILA BELA DA SANTISSIMA TRINDADE,"430,69",2010
510558 MARCELANDIA,"604,82",2010
510560 MATUPA,"640,16",2010
510562 MIRASSOL D'OESTE,"701,72",2010
510590 NOBRES,"520,77",2010
510600 NORTELANDIA,"453,16",2010
510610 NOSSA SENHORA DO LIVRAMENTO,"318,88",2010
510615 NOVA BANDEIRANTES,"583,71",2010
510617 NOVA NAZARE,"377,42",2010
510618 NOVA LACERDA,"419,21",2010
510619 NOVA SANTA HELENA,"819,84",2010
510620 NOVA BRASILANDIA,"522,42",2010
510621 NOVA CANAA DO NORTE,"576,61",2010
510622 NOVA MUTUM,"963,82",2010
510623 NOVA OLIMPIA,"598,43",2010
510624 NOVA UBIRATA,"579,13",2010
510625 NOVA XAVANTINA,"649,29",2010
510626 NOVO MUNDO,"458,92",2010
510627 NOVO HORIZONTE DO NORTE,"462,74",2010
510628 NOVO SAO JOAQUIM,"451,69",2010
510629 PARANAITA,"526,46",2010
510630 PARANATINGA,"507,7",2010
510631 NOVO SANTO ANTONIO,"408,2",2010
510637 PEDRA PRETA,"506,42",2010
510642 PEIXOTO DE AZEVEDO,"559,54",2010
510645 PLANALTO DA SERRA,"358,99",2010
510650 POCONE,"411,5",2010
510665 PONTAL DO ARAGUAIA,"576,59",2010
510670 PONTE BRANCA,"548,4",2010
510675 PONTES E LACERDA,"633,72",2010
510677 PORTO ALEGRE DO NORTE,"431,87",2010
510680 PORTO DOS GAUCHOS,"616,76",2010
510682 PORTO ESPERIDIAO,"498,76",2010
510685 PORTO ESTRELA,"272,68",2010
510700 POXOREO,"442,04",2010
510704 PRIMAVERA DO LESTE,"915,27",2010
510706 QUERENCIA,"623,85",2010
510710 SAO JOSE DOS QUATRO MARCOS,"643,2",2010
510715 RESERVA DO CABACAL,429,2010
510718 RIBEIRAO CASCALHEIRA,"480,17",2010
510719 RIBEIRAOZINHO,"569,9",2010
510720 RIO BRANCO,"614,63",2010
510724 SANTA CARMEM,"631,1",2010
510726 SANTO AFONSO,"459,12",2010
510729 SAO JOSE DO POVO,"394,88",2010
510730 SAO JOSE DO RIO CLARO,"567,82",2010
510735 SAO JOSE DO XINGU,"608,94",2010
510740 SAO PEDRO DA CIPA,"462,16",2010
510757 RONDOLANDIA,"370,87",2010
510760 RONDONOPOLIS,"822,25",2010
510770 ROSARIO OESTE,"451,71",2010
